"scenario","model","rep","year","pvpr_2_10","clin_0_5","clin_all","relapse_all"
"demography","IBM",10,11.0137,0.0808238,1.12361,0.395417,4.32768
"demography","IBM",10,11.0959,0.0762142,1.00721,0.382033,4.11598
"demography","IBM",10,11.1781,0.0860602,1.16673,0.390551,4.28876
"demography","IBM",10,11.2603,0.0757696,1.11052,0.389335,4.2401
"demography","IBM",10,11.3425,0.0792305,0.967172,0.3796,4.1464
"demography","IBM",10,11.4247,0.0832502,0.9266,0.382035,4.3204
"demography","IBM",10,11.5068,0.0841137,1.11518,0.408801,4.41043
"demography","IBM",10,11.589,0.0754209,0.678061,0.3577,4.1829
"demography","IBM",10,11.6712,0.0725868,1.0268,0.39785,4.30092
"demography","IBM",10,11.7534,0.073334,0.68102,0.362567,4.2997
"demography","IBM",10,11.8356,0.0755563,0.914654,0.385683,4.22427
"demography","IBM",10,11.9178,0.0721611,0.871153,0.352835,4.21576
"demography","IBM",10,12,0.0656147,0.726355,0.323633,4.17317
"demography","IBM",10,12.0822,0.0726881,1.04858,0.383251,4.31796
"demography","IBM",10,12.1644,0.0713381,0.806422,0.4015,4.3143
"demography","IBM",10,12.2466,0.0687125,0.812345,0.367435,4.13425
"demography","IBM",10,12.3288,0.0743786,1.08832,0.380817,4.31552
"demography","IBM",10,12.411,0.0836227,1.12794,0.410018,4.3277
"demography","IBM",10,12.4932,0.0785871,0.893934,0.407583,4.3946
"demography","IBM",10,12.5753,0.0698072,1.15842,0.429483,4.36783
"demography","IBM",10,12.6575,0.0738754,1.10834,0.385683,4.1391
"demography","IBM",10,12.7397,0.0672525,0.820163,0.392985,4.2912
"demography","IBM",10,12.8219,0.0724794,1.02138,0.429483,4.307
"demography","IBM",10,12.9041,0.0787071,1.04317,0.38325,4.35202
"demography","IBM",10,12.9863,0.0785236,0.904468,0.382033,4.19507
"demography","IBM",10,13.0685,0.0834604,1.07896,0.423401,4.4372
"demography","IBM",10,13.1507,0.0793397,1.04131,0.410017,4.40433
"demography","IBM",10,13.2329,0.0761265,0.864833,0.410017,4.29118
"demography","IBM",10,13.3151,0.0786572,0.931329,0.422183,4.33377
"demography","IBM",10,13.3973,0.0743423,0.999112,0.435568,4.45423
"demography","IBM",10,13.4795,0.0736328,1.10868,0.411235,4.54062
"demography","IBM",10,13.5616,0.0831188,1.14844,0.4453,4.4457
"demography","IBM",10,13.6438,0.0848193,1.13153,0.420969,4.45546
"demography","IBM",10,13.726,0.0823009,1.19522,0.395417,4.25103
"demography","IBM",10,13.8082,0.0707399,0.863203,0.349183,4.4092
"demography","IBM",10,13.8904,0.0793832,0.900561,0.4307,4.38973
"demography","IBM",10,13.9726,0.0829791,1.13354,0.417317,4.40433
"demography","IBM",10,14.0548,0.0795233,1.05547,0.436783,4.37635
"demography","IBM",10,14.137,0.0806186,1.00695,0.402717,4.35202
"demography","IBM",10,14.2192,0.0802323,1.05708,0.428267,4.4749
"demography","IBM",10,14.3014,0.0855513,1.09889,0.410017,4.45422
"demography","IBM",10,14.3836,0.0777339,1.07885,0.385683,4.40677
"demography","IBM",10,14.4658,0.0855836,1.15373,0.428268,4.48465
"demography","IBM",10,14.5479,0.0878803,1.54536,0.455033,4.57588
"demography","IBM",10,14.6301,0.084863,1.04145,0.396633,4.52722
"demography","IBM",10,14.7123,0.0835352,1.02984,0.402717,4.45665
"demography","IBM",10,14.7945,0.0893853,1.13605,0.4453,4.50897
"demography","IBM",10,14.8767,0.085032,0.938706,0.447735,4.54792
"demography","IBM",10,14.9589,0.0841616,0.99832,0.42705,4.46395
"demography","IBM",10,15.0411,0.0820149,0.996568,0.4015,4.44327
"demography","IBM",10,15.1233,0.077092,0.908455,0.4161,4.44448
"demography","IBM",10,15.2055,0.085494,0.93528,0.411235,4.53088
"demography","IBM",10,15.2877,0.0846292,0.943966,0.36865,4.3508
"demography","IBM",10,15.3699,0.0759606,1.07416,0.395417,4.37148
"demography","IBM",10,15.4521,0.0763112,0.875025,0.400283,4.3727
"demography","IBM",10,15.5342,0.0792182,1.06452,0.414883,4.46273
"demography","IBM",10,15.6164,0.0842624,1.03865,0.407583,4.35932
"demography","IBM",10,15.6986,0.0784194,0.908319,0.427051,4.4372
"demography","IBM",10,15.7808,0.0842206,0.864246,0.397851,4.3715
"demography","IBM",10,15.863,0.0813006,0.968699,0.380817,4.51505
"demography","IBM",10,15.9452,0.0852592,1.14447,0.43435,4.31552
"demography","IBM",10,16.0274,0.0810076,1.04147,0.41975,4.34958
"demography","IBM",10,16.1096,0.0807772,0.925348,0.363785,4.43963
"demography","IBM",10,16.1918,0.0813194,0.9549,0.428267,4.3654
"demography","IBM",10,16.274,0.0838282,0.966737,0.436783,4.49558
"demography","IBM",10,16.3562,0.0801053,0.884123,0.400283,4.39582
"demography","IBM",10,16.4384,0.0831739,1.16005,0.475718,4.50412
"demography","IBM",10,16.5205,0.0879395,1.01417,0.444083,4.4822
"demography","IBM",10,16.6027,0.0861412,1.04954,0.469635,4.50898
"demography","IBM",10,16.6849,0.10015,1.18432,0.455035,4.52358
"demography","IBM",10,16.7671,0.0934746,1.3731,0.469633,4.60873
"demography","IBM",10,16.8493,0.0872075,0.899694,0.429483,4.45543
"demography","IBM",10,16.9315,0.0823103,1.224,0.469633,4.55642
"demography","IBM",10,17.0137,0.0971379,1.2343,0.472067,4.5406
"demography","IBM",10,17.0959,0.0978366,1.30065,0.469633,4.64767
"demography","IBM",10,17.1781,0.0993566,0.974342,0.441651,4.47126
"demography","IBM",10,17.2603,0.0878664,1.09931,0.417317,4.57467
"demography","IBM",10,17.3425,0.0906352,1.08491,0.420967,4.61968
"demography","IBM",10,17.4247,0.0937777,1.17349,0.447733,4.59535
"demography","IBM",10,17.5068,0.0931786,0.918514,0.402717,4.4822
"demography","IBM",10,17.589,0.0857418,0.903465,0.458683,4.49923
"demography","IBM",10,17.6712,0.0803589,0.87551,0.379603,4.38611
"demography","IBM",10,17.7534,0.0844462,0.861641,0.400283,4.56858
"demography","IBM",10,17.8356,0.088719,0.93526,0.41975,4.52478
"demography","IBM",10,17.9178,0.0795955,0.831468,0.399069,4.46398
"demography","IBM",10,18,0.0794582,0.84741,0.406367,4.53695
"demography","IBM",10,18.0822,0.0731725,0.858207,0.410017,4.41772
"demography","IBM",10,18.1644,0.0859923,1.05848,0.43435,4.4457
"demography","IBM",10,18.2466,0.0831136,1.08947,0.414883,4.56493
"demography","IBM",10,18.3288,0.0753895,0.883181,0.384467,4.46395
"demography","IBM",10,18.411,0.0722833,0.809697,0.39055,4.50167
"demography","IBM",10,18.4932,0.0720881,0.895847,0.3796,4.40677
"demography","IBM",10,18.5753,0.0712795,0.981493,0.396633,4.45543
"demography","IBM",10,18.6575,0.0648615,1.06839,0.416101,4.38731
"demography","IBM",10,18.7397,0.0728779,1.02801,0.402717,4.36905
"demography","IBM",10,18.8219,0.0704462,0.942928,0.36865,4.40555
"demography","IBM",10,18.9041,0.0660999,1.15914,0.366217,4.54182
"demography","IBM",10,18.9863,0.0618394,0.896593,0.3577,4.6501
"demography","IBM",10,19.0685,0.0663798,0.913116,0.358917,4.41893
"demography","IBM",10,19.1507,0.0707533,0.979634,0.371085,4.4883
"demography","IBM",10,19.2329,0.0708277,0.864996,0.343103,4.52726
"demography","IBM",10,19.3151,0.0727912,0.850155,0.369868,4.51263
"demography","IBM",10,19.3973,0.0755236,0.768002,0.37595,4.38
"demography","IBM",10,19.4795,0.0762213,0.912072,0.341886,4.43965
"demography","IBM",10,19.5616,0.0757185,0.911041,0.391767,4.34715
"demography","IBM",10,19.6438,0.0756691,0.980648,0.369867,4.34593
"demography","IBM",10,19.726,0.0788401,1.06443,0.403933,4.49802
"demography","IBM",10,19.8082,0.0740658,1.10477,0.4453,4.34958
"demography","IBM",10,19.8904,0.0804945,1.10182,0.425835,4.58442
"demography","IBM",10,19.9726,0.080905,1.00547,0.434353,4.5455
"demography","IBM",10,20.0548,0.0736667,0.923342,0.360133,4.37513
"demography","IBM",10,20.137,0.0783046,0.80291,0.352833,4.47977
"demography","IBM",10,20.2192,0.0824121,1.11738,0.402718,4.46153
"demography","IBM",10,20.3014,0.0711624,1.05256,0.422185,4.51628
"demography","IBM",10,20.3836,0.0710961,1.03155,0.444083,4.453
"demography","IBM",10,20.4658,0.0783175,1.13464,0.420967,4.35202
"demography","IBM",10,20.5479,0.0863647,1.11526,0.414883,4.39095
"demography","IBM",10,20.6301,0.0785353,1.10985,0.413667,4.32768
"demography","IBM",10,20.7123,0.075629,0.853654,0.400285,4.23888
"demography","IBM",10,20.7945,0.0747425,1.05155,0.413667,4.52113
"demography","IBM",10,20.8767,0.0719624,1.14842,0.382033,4.45908
"demography","IBM",10,20.9589,0.0664784,0.833817,0.344317,4.34472
"demography","IBM",10,21.0411,0.0741092,0.964033,0.420968,4.43476
"demography","IBM",10,21.1233,0.0713627,0.724883,0.4015,4.51627
"demography","IBM",10,21.2055,0.0754431,0.864862,0.40515,4.45543
"demography","IBM",10,21.2877,0.0837229,0.951334,0.402717,4.50532
"demography","IBM",10,21.3699,0.0821252,1.05294,0.389333,4.53087
"demography","IBM",10,21.4521,0.0799183,1.13787,0.418533,4.48828
"demography","IBM",10,21.5342,0.0760011,0.882812,0.418533,4.57588
"demography","IBM",10,21.6164,0.0804669,1.03132,0.382033,4.526
"demography","IBM",10,21.6986,0.0869913,1.02388,0.38325,4.69147
"demography","IBM",10,21.7808,0.0742001,1.0244,0.4307,4.5771
"demography","IBM",10,21.863,0.0775805,1.10714,0.441651,4.44328
"demography","IBM",10,21.9452,0.0802899,1.05842,0.423401,4.52845
"demography","IBM",10,22.0274,0.0769095,1.10072,0.413667,4.52113
"demography","IBM",10,22.1096,0.0793763,1.22891,0.442867,4.47733
"demography","IBM",10,22.1918,0.0773504,0.974803,0.38325,4.47855
"demography","IBM",10,22.274,0.075745,1.00918,0.388117,4.49437
"demography","IBM",10,22.3562,0.0790494,0.993064,0.40515,4.39825
"demography","IBM",10,22.4384,0.0756504,0.944646,0.384468,4.35325
"demography","IBM",10,22.5205,0.0779879,0.979161,0.400283,4.47125
"demography","IBM",10,22.6027,0.0759308,0.92839,0.431918,4.4956
"demography","IBM",10,22.6849,0.0836968,1.21657,0.438,4.57102
"demography","IBM",10,22.7671,0.0857949,0.995674,0.440433,4.4603
"demography","IBM",10,22.8493,0.0803996,1.13065,0.39055,4.51992
"demography","IBM",10,22.9315,0.0853008,1.29724,0.435567,4.6063
"demography","IBM",10,23.0137,0.081694,1.00411,0.389333,4.53087
"demography","IBM",10,23.0959,0.0940367,1.13094,0.4599,4.56128
"demography","IBM",10,23.1781,0.0886117,1.10356,0.435567,4.73283
"demography","IBM",10,23.2603,0.0865141,1.10672,0.47085,4.59413
"demography","IBM",10,23.3425,0.087966,1.15027,0.4745,4.71823
"demography","IBM",10,23.4247,0.0958225,1.2242,0.43922,4.71461
"demography","IBM",10,23.5068,0.0893228,1.16432,0.4307,4.80097
"demography","IBM",10,23.589,0.0839446,0.972288,0.439217,4.71093
"demography","IBM",10,23.6712,0.0878076,0.812013,0.414883,4.76203
"demography","IBM",10,23.7534,0.0835696,0.871919,0.3869,4.5917
"demography","IBM",10,23.8356,0.0823886,0.992125,0.41975,4.69147
"demography","IBM",10,23.9178,0.0837736,0.881224,0.407583,4.68052
"demography","IBM",10,24,0.0823349,0.911632,0.424617,4.64888
"demography","IBM",10,24.0822,0.0829396,0.87036,0.392983,4.73892
"demography","IBM",10,24.1644,0.0799678,0.856501,0.380818,4.58928
"demography","IBM",10,24.2466,0.0801285,0.934587,0.429483,4.65253
"demography","IBM",10,24.3288,0.0793734,0.742195,0.444083,4.74865
"demography","IBM",10,24.411,0.075917,0.740512,0.396633,4.69268
"demography","IBM",10,24.4932,0.0760153,0.81211,0.402717,4.87032
"demography","IBM",10,24.5753,0.0862587,0.939641,0.435567,4.61117
"demography","IBM",10,24.6575,0.0877426,1.0096,0.433133,4.62577
"demography","IBM",10,24.7397,0.0885458,0.842659,0.384467,4.7523
"demography","IBM",10,24.8219,0.0809897,1.01333,0.39785,4.64402
"demography","IBM",10,24.9041,0.0793379,0.830326,0.39785,4.69633
"demography","IBM",10,24.9863,0.0846184,0.978012,0.390551,4.66107
"demography","IBM",10,25.0685,0.0752354,0.805454,0.399067,4.6501
"demography","IBM",10,25.1507,0.0712991,0.85815,0.3796,4.56372
"demography","IBM",10,25.2329,0.0713047,0.786114,0.363783,4.36905
"demography","IBM",10,25.3151,0.0803777,0.82152,0.391767,4.43962
"demography","IBM",10,25.3973,0.0778457,0.963744,0.367433,4.54912
"demography","IBM",10,25.4795,0.0823873,0.864485,0.3942,4.36053
"demography","IBM",10,25.5616,0.0861843,0.865168,0.400283,4.3727
"demography","IBM",10,25.6438,0.0768865,1.02301,0.392983,4.35323
"demography","IBM",10,25.726,0.0779309,1.15392,0.417317,4.52235
"demography","IBM",10,25.8082,0.076692,0.941356,0.399068,4.41895
"demography","IBM",10,25.8904,0.0691633,0.987743,0.417317,4.42258
"demography","IBM",10,25.9726,0.0758657,1.21421,0.428267,4.37392
"demography","IBM",10,26.0548,0.0779892,0.868221,0.399067,4.36905
"demography","IBM",10,26.137,0.0756518,1.20276,0.407583,4.39947
"demography","IBM",10,26.2192,0.0768071,1.23581,0.406367,4.41163
"demography","IBM",10,26.3014,0.0873674,0.928384,0.411235,4.46153
"demography","IBM",10,26.3836,0.0718303,0.808001,0.363783,4.38122
"demography","IBM",10,26.4658,0.0856176,1.12098,0.389333,4.40798
"demography","IBM",10,26.5479,0.0904266,1.31412,0.442867,4.49923
"demography","IBM",10,26.6301,0.0819512,0.681579,0.3796,4.30335
"demography","IBM",10,26.7123,0.0711526,0.955946,0.39055,4.56858
"demography","IBM",10,26.7945,0.0719283,0.815563,0.36865,4.5114
"demography","IBM",10,26.8767,0.0730022,1.09135,0.377168,4.43598
"demography","IBM",10,26.9589,0.0787119,0.96771,0.373517,4.43718
"demography","IBM",10,27.0411,0.0732616,0.809505,0.406367,4.37878
"demography","IBM",10,27.1233,0.0806411,0.940312,0.369867,4.40798
"demography","IBM",10,27.2055,0.0766537,0.723202,0.365,4.307
"demography","IBM",10,27.2877,0.0794293,0.941767,0.382033,4.3435
"demography","IBM",10,27.3699,0.0700501,0.862918,0.3577,4.41893
"demography","IBM",10,27.4521,0.0702599,0.660894,0.347968,4.3496
"demography","IBM",10,27.5342,0.0718719,0.73348,0.378385,4.28633
"demography","IBM",10,27.6164,0.0815718,1.08512,0.41975,4.55642
"demography","IBM",10,27.6986,0.0821141,0.841244,0.373517,4.453
"demography","IBM",10,27.7808,0.0787049,1.06996,0.39055,4.27537
"demography","IBM",10,27.863,0.0767997,0.766509,0.352833,4.33255
"demography","IBM",10,27.9452,0.0763085,0.917617,0.382033,4.35323
"demography","IBM",10,28.0274,0.0860078,0.966795,0.36135,4.42502
"demography","IBM",10,28.1096,0.0789361,1.04605,0.3942,4.36297
"demography","IBM",10,28.1918,0.0838251,1.09185,0.377168,4.36176
"demography","IBM",10,28.274,0.0735732,0.77411,0.3796,4.28388
"demography","IBM",10,28.3562,0.0751491,0.835782,0.3796,4.30578
"demography","IBM",10,28.4384,0.0763175,0.91922,0.3796,4.29848
"demography","IBM",10,28.5205,0.0781476,1.0821,0.392983,4.27172
"demography","IBM",10,28.6027,0.0865998,0.990672,0.41245,4.2413
"demography","IBM",10,28.6849,0.0874577,1.10848,0.384467,4.25225
"demography","IBM",10,28.7671,0.0835538,0.982957,0.386901,4.36541
"demography","IBM",10,28.8493,0.0778775,0.883743,0.414885,4.30215
"demography","IBM",10,28.9315,0.0779025,0.776926,0.33945,4.2924
"demography","IBM",10,29.0137,0.07397,0.77016,0.388117,4.21453
"demography","IBM",10,29.0959,0.0701955,0.849971,0.360133,4.1683
"demography","IBM",10,29.1781,0.075203,0.716706,0.392983,4.19628
"demography","IBM",10,29.2603,0.0703308,0.866477,0.403933,4.23157
"demography","IBM",10,29.3425,0.0777836,0.839375,0.400283,4.28632
"demography","IBM",10,29.4247,0.0856419,0.864358,0.414883,4.2413
"demography","IBM",10,29.5068,0.078707,0.825727,0.385683,4.20723
"demography","IBM",10,29.589,0.0756197,0.817839,0.360133,4.24617
"demography","IBM",10,29.6712,0.0716687,0.847034,0.420967,4.22913
"demography","IBM",10,29.7534,0.0699587,0.690552,0.368651,4.28025
"demography","IBM",10,29.8356,0.0790288,1.01389,0.397851,4.30458
"demography","IBM",10,29.9178,0.0831694,0.905637,0.39055,4.26685
"demography","IBM",10,30,0.0801162,0.625901,0.338233,4.23522
"demography","IBM",10,30.0822,0.0803764,0.910934,0.405151,4.20846
"demography","IBM",10,30.1644,0.0812295,0.797503,0.367435,4.39948
"demography","IBM",10,30.2466,0.0679093,0.838819,0.399067,4.30092
"demography","IBM",10,30.3288,0.0757219,0.924807,0.385683,4.18898
"demography","IBM",10,30.411,0.0741525,0.828571,0.367433,4.27293
"demography","IBM",10,30.4932,0.0720754,0.727319,0.392983,4.33985
"demography","IBM",10,30.5753,0.0778244,0.802513,0.39055,4.38852
"demography","IBM",10,30.6575,0.0742425,0.803902,0.389335,4.24983
"demography","IBM",10,30.7397,0.0748729,0.99649,0.395418,4.35811
"demography","IBM",10,30.8219,0.07406,0.748964,0.395417,4.36783
"demography","IBM",10,30.9041,0.0842899,0.972056,0.433135,4.34716
"demography","IBM",10,30.9863,0.083923,0.977489,0.420967,4.3873
"demography","IBM",10,31.0685,0.0836244,1.10332,0.395417,4.25347
"demography","IBM",10,31.1507,0.0806143,0.906903,0.385683,4.28145
"demography","IBM",10,31.2329,0.0689079,0.832464,0.407583,4.3654
"demography","IBM",10,31.3151,0.0787539,0.898669,0.4015,4.53695
"demography","IBM",10,31.3973,0.0852958,0.83121,0.41245,4.40312
"demography","IBM",10,31.4795,0.081255,0.870985,0.425833,4.38973
"demography","IBM",10,31.5616,0.0786367,0.767374,0.388117,4.33255
"demography","IBM",10,31.6438,0.0734945,0.790869,0.390551,4.38366
"demography","IBM",10,31.726,0.0742524,0.907749,0.392983,4.4019
"demography","IBM",10,31.8082,0.0681218,0.803406,0.401501,4.24253
"demography","IBM",10,31.8904,0.0683043,0.73643,0.392986,4.29121
"demography","IBM",10,31.9726,0.0727204,0.730337,0.407585,4.30701
"demography","IBM",10,32.0548,0.0726229,0.780182,0.391767,4.17195
"demography","IBM",10,32.137,0.0723131,0.797891,0.396633,4.1975
"demography","IBM",10,32.2192,0.0740704,0.877404,0.407583,4.28388
"demography","IBM",10,32.3014,0.0714196,0.66535,0.388118,4.262
"demography","IBM",10,32.3836,0.0742705,0.692074,0.391767,4.21697
"demography","IBM",10,32.4658,0.0687274,0.852547,0.396635,4.20725
"demography","IBM",10,32.5479,0.0698604,0.836621,0.429483,4.3508
"demography","IBM",10,32.6301,0.0693813,0.92137,0.402717,4.36783
"demography","IBM",10,32.7123,0.0739345,0.920191,0.41975,4.36783
"demography","IBM",10,32.7945,0.0725772,0.945951,0.4161,4.37027
"demography","IBM",10,32.8767,0.0694806,0.996373,0.389333,4.30578
"demography","IBM",10,32.9589,0.0694623,1.17381,0.411233,4.28267
"eir_1","IBM",11,0,0.0346461,0.384217,0.402717,1.55368
"eir_1","IBM",11,0.0821918,0.0371912,0.354289,0.380836,1.57566
"eir_1","IBM",11,0.164384,0.0378501,0.514409,0.433177,1.64996
"eir_1","IBM",11,0.246575,0.039764,0.419411,0.391806,1.61711
"eir_1","IBM",11,0.328767,0.0391063,0.417479,0.404014,1.56616
"eir_1","IBM",11,0.410959,0.0378159,0.315754,0.389411,1.62214
"eir_1","IBM",11,0.493151,0.0369062,0.274116,0.362639,1.53939
"eir_1","IBM",11,0.575342,0.039783,0.309144,0.367507,1.5832
"eir_1","IBM",11,0.657534,0.0359533,0.433005,0.429576,1.64407
"eir_1","IBM",11,0.739726,0.0379739,0.397279,0.405272,1.63691
"eir_1","IBM",11,0.821918,0.036491,0.414726,0.390667,1.54685
"eir_1","IBM",11,0.90411,0.0391305,0.496416,0.458821,1.58944
"eir_1","IBM",11,0.986301,0.0417539,0.426607,0.423527,1.55172
"eir_1","IBM",11,1.06849,0.0362891,0.340113,0.411373,1.55786
"eir_1","IBM",11,1.15068,0.0356291,0.386442,0.389489,1.55431
"eir_1","IBM",11,1.23288,0.0319964,0.347574,0.410181,1.63829
"eir_1","IBM",11,1.31507,0.0367585,0.378907,0.399226,1.59082
"eir_1","IBM",11,1.39726,0.0423707,0.336645,0.418666,1.58825
"eir_1","IBM",11,1.47945,0.0424986,0.390488,0.397969,1.69898
"eir_1","IBM",11,1.56164,0.0380595,0.384111,0.396752,1.61013
"eir_1","IBM",11,1.64384,0.0349602,0.370588,0.407706,1.56997
"eir_1","IBM",11,1.72603,0.0354223,0.369392,0.38945,1.63691
"eir_1","IBM",11,1.80822,0.0338343,0.322749,0.390667,1.69167
"eir_1","IBM",11,1.89041,0.036696,0.455695,0.402856,1.55422
"eir_1","IBM",11,1.9726,0.039178,0.403321,0.384621,1.53118
"eir_1","IBM",11,2.05479,0.038462,0.438488,0.394358,1.65046
"eir_1","IBM",11,2.13699,0.0395517,0.447217,0.429662,1.65049
"eir_1","IBM",11,2.21918,0.039972,0.480248,0.44069,1.66172
"eir_1","IBM",11,2.30137,0.0440203,0.491283,0.445582,1.69224
"eir_1","IBM",11,2.38356,0.0391399,0.424412,0.400564,1.62295
"eir_1","IBM",11,2.46575,0.0416048,0.474034,0.443193,1.71433
"eir_1","IBM",11,2.54795,0.0420091,0.454981,0.471227,1.80454
"eir_1","IBM",11,2.63014,0.0406252,0.462159,0.460268,1.77288
"eir_1","IBM",11,2.71233,0.0429797,0.489042,0.451745,1.81794
"eir_1","IBM",11,2.79452,0.0419189,0.383245,0.395733,1.70713
"eir_1","IBM",11,2.87671,0.0404857,0.466558,0.439568,1.77532
"eir_1","IBM",11,2.9589,0.0427939,0.443039,0.465139,1.7948
"eir_1","IBM",11,3.0411,0.0434747,0.540569,0.488274,1.7948
"eir_1","IBM",11,3.12329,0.0439326,0.570303,0.477315,1.75462
"eir_1","IBM",11,3.20548,0.0429116,0.449759,0.427392,1.69374
"eir_1","IBM",11,3.28767,0.0512459,0.569102,0.485839,1.76314
"eir_1","IBM",11,3.36986,0.0454157,0.551856,0.479715,1.80319
"eir_1","IBM",11,3.45205,0.0453924,0.544907,0.457805,1.74112
"eir_1","IBM",11,3.53425,0.044654,0.501198,0.489492,1.82159
"eir_1","IBM",11,3.61644,0.0449935,0.48465,0.440786,1.75462
"eir_1","IBM",11,3.69863,0.0450989,0.449637,0.438351,1.75949
"eir_1","IBM",11,3.78082,0.0412738,0.50063,0.471232,1.78873
"eir_1","IBM",11,3.86301,0.0450524,0.538861,0.505372,1.7962
"eir_1","IBM",11,3.94521,0.0430151,0.3712,0.432306,1.79255
"eir_1","IBM",11,4.0274,0.0425246,0.435118,0.45179,1.78037
"eir_1","IBM",11,4.10959,0.0428301,0.483833,0.442052,1.75968
"eir_1","IBM",11,4.19178,0.0385959,0.383043,0.395812,1.74036
"eir_1","IBM",11,4.27397,0.0402402,0.399206,0.42017,1.75132
"eir_1","IBM",11,4.35616,0.0404892,0.432687,0.414081,1.81708
"eir_1","IBM",11,4.43836,0.0388596,0.449304,0.442119,1.75508
"eir_1","IBM",11,4.52055,0.0386981,0.450048,0.410468,1.75393
"eir_1","IBM",11,4.60274,0.0436079,0.513867,0.476241,1.73079
"eir_1","IBM",11,4.68493,0.0421884,0.537951,0.459188,1.71252
"eir_1","IBM",11,4.76712,0.0402514,0.507404,0.472587,1.7113
"eir_1","IBM",11,4.84932,0.0405965,0.46129,0.449444,1.78316
"eir_1","IBM",11,4.93151,0.0384771,0.473959,0.472587,1.76733
"eir_1","IBM",11,5.0137,0.0403436,0.4662,0.447047,1.71632
"eir_1","IBM",11,5.09589,0.0392248,0.501675,0.447053,1.71756
"eir_1","IBM",11,5.17808,0.0405707,0.47122,0.43609,1.77725
"eir_1","IBM",11,5.26027,0.0381338,0.499528,0.467761,1.72974
"eir_1","IBM",11,5.34247,0.0394571,0.443702,0.440962,1.70782
"eir_1","IBM",11,5.42466,0.0380785,0.460212,0.426345,1.64569
"eir_1","IBM",11,5.50685,0.0429828,0.575419,0.461671,1.73096
"eir_1","IBM",11,5.58904,0.041348,0.557875,0.455575,1.681
"eir_1","IBM",11,5.67123,0.040359,0.447114,0.438482,1.70399
"eir_1","IBM",11,5.75342,0.0401657,0.582483,0.479939,1.84423
"eir_1","IBM",11,5.83562,0.04005,0.39905,0.423909,1.80039
"eir_1","IBM",11,5.91781,0.0396617,0.478494,0.453144,1.76629
"eir_1","IBM",11,6,0.040806,0.465402,0.444617,1.85399
"eir_1","IBM",11,6.08219,0.0402134,0.41986,0.426345,1.77238
"eir_1","IBM",11,6.16438,0.0423382,0.589844,0.455591,1.86743
"eir_1","IBM",11,6.24658,0.0422413,0.599204,0.500701,1.92971
"eir_1","IBM",11,6.32877,0.0430935,0.508333,0.471463,1.82372
"eir_1","IBM",11,6.41096,0.0442193,0.679344,0.481252,1.85069
"eir_1","IBM",11,6.49315,0.0470686,0.643669,0.499533,1.81903
"eir_1","IBM",11,6.57534,0.0458453,0.544099,0.476447,1.86558
"eir_1","IBM",11,6.65753,0.040839,0.597316,0.476479,1.73897
"eir_1","IBM",11,6.73973,0.0481649,0.612321,0.492349,1.93527
"eir_1","IBM",11,6.82192,0.0450429,0.666914,0.513123,1.86601
"eir_1","IBM",11,6.90411,0.0450258,0.602217,0.488812,1.87967
"eir_1","IBM",11,6.9863,0.0434879,0.574741,0.513259,1.84456
"eir_1","IBM",11,7.06849,0.0436975,0.53753,0.487732,1.86557
"eir_1","IBM",11,7.15068,0.0473536,0.578294,0.502451,1.9098
"eir_1","IBM",11,7.23288,0.0448375,0.658783,0.498824,1.87821
"eir_1","IBM",11,7.31507,0.0455579,0.634074,0.490326,1.83933
"eir_1","IBM",11,7.39726,0.0485545,0.584218,0.487886,1.86129
"eir_1","IBM",11,7.47945,0.0477199,0.679154,0.526875,1.9892
"eir_1","IBM",11,7.56164,0.0482436,0.549631,0.483008,1.87836
"eir_1","IBM",11,7.64384,0.0457589,0.516571,0.47203,1.83079
"eir_1","IBM",11,7.72603,0.0473273,0.529208,0.535466,1.92963
"eir_1","IBM",11,7.80822,0.0482067,0.590216,0.52819,1.9249
"eir_1","IBM",11,7.89041,0.0501831,0.669557,0.548927,1.91881
"eir_1","IBM",11,7.9726,0.0475727,0.560562,0.534289,2.01273
"eir_1","IBM",11,8.05479,0.0469154,0.654785,0.520871,2.00541
"eir_1","IBM",11,8.13699,0.046843,0.652089,0.542828,1.9737
"eir_1","IBM",11,8.21918,0.0425077,0.465496,0.491595,1.90173
"eir_1","IBM",11,8.30137,0.0410435,0.517989,0.500092,1.92718
"eir_1","IBM",11,8.38356,0.039015,0.444517,0.450075,1.89788
"eir_1","IBM",11,8.46575,0.0436216,0.4879,0.507402,1.95277
"eir_1","IBM",11,8.54795,0.0418044,0.503308,0.470812,1.86617
"eir_1","IBM",11,8.63014,0.0439776,0.433244,0.483056,1.89319
"eir_1","IBM",11,8.71233,0.0473045,0.410555,0.475737,1.94564
"eir_1","IBM",11,8.79452,0.0477008,0.378034,0.470858,1.84318
"eir_1","IBM",11,8.87671,0.0500475,0.532351,0.493987,1.86739
"eir_1","IBM",11,8.9589,0.045803,0.476449,0.452515,1.92593
"eir_1","IBM",11,9.0411,0.0443609,0.515305,0.47203,1.85153
"eir_1","IBM",11,9.12329,0.0440549,0.415128,0.456174,1.93203
"eir_1","IBM",11,9.20548,0.0449333,0.488325,0.47203,1.84055
"eir_1","IBM",11,9.28767,0.0470496,0.4756,0.474431,1.85748
"eir_1","IBM",11,9.36986,0.0454471,0.50204,0.463446,1.92452
