"scenario","model","rep","year","pvpr_2_10","clin_0_5","clin_all","relapse_all"
"tafenoquine_e1","IBM",11,3.28767,0.040983,0.502961,0.461394,1.68001
"tafenoquine_e1","IBM",11,3.36986,0.0412983,0.492959,0.490611,1.73114
"tafenoquine_e1","IBM",11,3.45205,0.0373736,0.577713,0.47722,1.80783
"tafenoquine_e1","IBM",11,3.53425,0.035484,0.510557,0.441915,1.7141
"tafenoquine_e1","IBM",11,3.61644,0.0377618,0.415965,0.454089,1.67757
"tafenoquine_e1","IBM",11,3.69863,0.0377596,0.484663,0.452872,1.78592
"tafenoquine_e1","IBM",11,3.78082,0.0383844,0.575118,0.454094,1.65689
"tafenoquine_e1","IBM",11,3.86301,0.0372451,0.526626,0.452917,1.68261
"tafenoquine_e1","IBM",11,3.94521,0.0367849,0.496533,0.474832,1.7581
"tafenoquine_e1","IBM",11,4.0274,0.0348441,0.481705,0.434654,1.76418
"tafenoquine_e1","IBM",11,4.10959,0.0336576,0.502425,0.448051,1.63514
"tafenoquine_e1","IBM",11,4.19178,0.0370154,0.571196,0.446874,1.77532
"tafenoquine_e1","IBM",11,4.27397,0.038805,0.5757,0.439568,1.72905
"tafenoquine_e1","IBM",11,4.35616,0.0380778,0.576178,0.452962,1.75949
"tafenoquine_e1","IBM",11,4.43836,0.037933,0.535391,0.466356,1.80211
"tafenoquine_e1","IBM",11,4.52055,0.0390361,0.528994,0.45418,1.81794
"tafenoquine_e1","IBM",11,4.60274,0.0397886,0.548379,0.446874,1.78141
"tafenoquine_e1","IBM",11,4.68493,0.0381594,0.477678,0.448092,1.83133
"tafenoquine_e1","IBM",11,4.76712,0.0379041,0.447765,0.437133,1.84594
"tafenoquine_e1","IBM",11,4.84932,0.0366043,0.56768,0.448092,1.83133
"tafenoquine_e1","IBM",11,4.93151,0.0386923,0.562708,0.456615,1.7327
"tafenoquine_e1","IBM",11,5.0137,0.0343313,0.509592,0.439606,1.72676
"tafenoquine_e1","IBM",11,5.09589,0.0393533,0.544419,0.460314,1.86439
"tafenoquine_e1","IBM",11,5.17808,0.0370106,0.465014,0.422606,1.69042
"tafenoquine_e1","IBM",11,5.26027,0.0399638,0.582042,0.4835,1.83535
"tafenoquine_e1","IBM",11,5.34247,0.041908,0.542479,0.474975,1.86702
"tafenoquine_e1","IBM",11,5.42466,0.0321435,0.488842,0.395812,1.73427
"tafenoquine_e1","IBM",11,5.50685,0.0339967,0.477032,0.421388,1.78907
"tafenoquine_e1","IBM",11,5.58904,0.0327747,0.50199,0.442092,1.75375
"tafenoquine_e1","IBM",11,5.67123,0.0360455,0.619815,0.472539,1.8049
"tafenoquine_e1","IBM",11,5.75342,0.0368659,0.566184,0.447005,1.79898
"tafenoquine_e1","IBM",11,5.83562,0.0384574,0.49594,0.466496,1.77464
"tafenoquine_e1","IBM",11,5.91781,0.037506,0.525486,0.465278,1.73688
"tafenoquine_e1","IBM",11,6,0.0368159,0.545669,0.466496,1.80874
"tafenoquine_e1","IBM",11,6.08219,0.0413325,0.480348,0.481113,1.80143
"tafenoquine_e1","IBM",11,6.16438,0.0402988,0.486714,0.488432,1.83801
"tafenoquine_e1","IBM",11,6.24658,0.037211,0.515677,0.479943,1.75532
"tafenoquine_e1","IBM",11,6.32877,0.0378354,0.405432,0.481161,1.83937
"tafenoquine_e1","IBM",11,6.41096,0.0392183,0.547244,0.47024,1.81274
"tafenoquine_e1","IBM",11,6.49315,0.0366126,0.485215,0.492165,1.89069
"tafenoquine_e1","IBM",11,6.57534,0.0407286,0.460941,0.455609,1.86873
"tafenoquine_e1","IBM",11,6.65753,0.0404572,0.437622,0.472681,1.82859
"tafenoquine_e1","IBM",11,6.73973,0.0378568,0.475214,0.4788,1.8153
"tafenoquine_e1","IBM",11,6.82192,0.0369769,0.496249,0.460576,1.86423
"tafenoquine_e1","IBM",11,6.90411,0.0387745,0.489484,0.464293,1.77552
"tafenoquine_e1","IBM",11,6.9863,0.0371122,0.57677,0.47776,1.79404
"tafenoquine_e1","IBM",11,7.06849,0.0382521,0.431869,0.460729,1.74053
"tafenoquine_e1","IBM",11,7.15068,0.0376834,0.554801,0.477868,1.87734
"tafenoquine_e1","IBM",11,7.23288,0.045107,0.489134,0.477899,1.81406
"tafenoquine_e1","IBM",11,7.31507,0.0375993,0.471713,0.464526,1.77276
"tafenoquine_e1","IBM",11,7.39726,0.0371192,0.550492,0.45721,1.85444
"tafenoquine_e1","IBM",11,7.47945,0.0355631,0.593457,0.490139,1.86545
"tafenoquine_e1","IBM",11,7.56164,0.0359204,0.524143,0.48652,1.84488
"tafenoquine_e1","IBM",11,7.64384,0.0370967,0.427261,0.427992,1.75342
"tafenoquine_e1","IBM",11,7.72603,0.0341025,0.483065,0.467025,1.7169
"tafenoquine_e1","IBM",11,7.80822,0.0352812,0.461282,0.442668,1.89628
"tafenoquine_e1","IBM",11,7.89041,0.0365689,0.467281,0.424376,1.77189
"tafenoquine_e1","IBM",11,7.9726,0.03693,0.514683,0.445107,1.92676
"tafenoquine_e1","IBM",11,8.05479,0.0384861,0.400501,0.473155,1.85969
"tafenoquine_e1","IBM",11,8.13699,0.0345647,0.467242,0.470716,1.82189
"tafenoquine_e1","IBM",11,8.21918,0.0318413,0.479207,0.43779,1.70482
"tafenoquine_e1","IBM",11,8.30137,0.0322381,0.538304,0.419498,1.72067
"tafenoquine_e1","IBM",11,8.38356,0.0354914,0.399011,0.443888,1.78531
"tafenoquine_e1","IBM",11,8.46575,0.0351217,0.439066,0.463424,1.73662
"tafenoquine_e1","IBM",11,8.54795,0.0370133,0.490258,0.431748,1.7587
"tafenoquine_e1","IBM",11,8.63014,0.0377676,0.484445,0.487935,1.73095
"tafenoquine_e1","IBM",11,8.71233,0.0366121,0.493895,0.45378,1.69436
"tafenoquine_e1","IBM",11,8.79452,0.0409815,0.565608,0.457439,1.72851
"tafenoquine_e1","IBM",11,8.87671,0.0394603,0.537347,0.462319,1.74437
"tafenoquine_e1","IBM",11,8.9589,0.0351213,0.519355,0.440341,1.80284
"tafenoquine_e1","IBM",11,9.0411,0.037153,0.598273,0.506182,1.77103
"tafenoquine_e1","IBM",11,9.12329,0.0376724,0.598419,0.489106,1.8747
"tafenoquine_e1","IBM",11,9.20548,0.0382534,0.46766,0.458613,1.81616
"tafenoquine_e1","IBM",11,9.28767,0.0408223,0.622321,0.461053,1.85885
"tafenoquine_e1","IBM",11,9.36986,0.0349581,0.524188,0.459833,1.85519
"tafenoquine_e1","IBM",11,9.45205,0.0351401,0.622787,0.47203,1.84665
"tafenoquine_e1","IBM",11,9.53425,0.0361033,0.570625,0.47081,1.84909
"tafenoquine_e1","IBM",11,9.61644,0.0366391,0.554111,0.448885,1.81994
"tafenoquine_e1","IBM",11,9.69863,0.0393364,0.517489,0.468418,1.84196
"tafenoquine_e1","IBM",11,9.78082,0.0394793,0.544601,0.479374,1.81625
"tafenoquine_e1","IBM",11,9.86301,0.0356852,0.521035,0.435462,1.74673
"tafenoquine_e1","IBM",11,9.94521,0.0388611,0.445773,0.45256,1.82244
"tafenoquine_e1","IBM",11,10.0274,0.0399905,0.511089,0.431823,1.83342
"tafenoquine_e1","IBM",11,10.1096,0.0382997,0.534786,0.469682,1.74697
"tafenoquine_e1","IBM",11,10.1918,0.0362417,0.553834,0.442846,1.65061
"tafenoquine_e1","IBM",11,10.274,0.0379618,0.524578,0.459925,1.82994
"tafenoquine_e1","IBM",11,10.3562,0.0366603,0.484367,0.455073,1.75685
"tafenoquine_e1","IBM",11,10.4384,0.035078,0.37157,0.422149,1.64101
"tafenoquine_e1","IBM",11,10.5205,0.0339031,0.399228,0.423369,1.7252
"tafenoquine_e1","IBM",11,10.6027,0.0316381,0.345572,0.379446,1.7252
"tafenoquine_e1","IBM",11,10.6849,0.0335527,0.420817,0.424604,1.73136
"tafenoquine_e1","IBM",11,10.7671,0.0313066,0.442898,0.435573,1.70813
"tafenoquine_e1","IBM",11,10.8493,0.0346874,0.365499,0.406288,1.68737
"tafenoquine_e1","IBM",11,10.9315,0.0331023,0.388545,0.450211,1.73984
"tafenoquine_e1","IBM",11,11.0137,0.0329548,0.337145,0.413608,1.71788
"tafenoquine_e1","IBM",11,11.0959,0.0328516,0.314279,0.43435,1.64955
"tafenoquine_e1","IBM",11,11.1781,0.031894,0.432471,0.39528,1.67384
"tafenoquine_e1","IBM",11,11.2603,0.0365485,0.339203,0.392838,1.64943
"tafenoquine_e1","IBM",11,11.3425,0.0362771,0.426477,0.469746,1.73867
"tafenoquine_e1","IBM",11,11.4247,0.0338586,0.426778,0.461241,1.8291
"tafenoquine_e1","IBM",11,11.5068,0.0361603,0.403405,0.431996,1.74263
"tafenoquine_e1","IBM",11,11.589,0.0369906,0.467267,0.441828,1.75145
"tafenoquine_e1","IBM",11,11.6712,0.0364146,0.408983,0.428464,1.70409
"tafenoquine_e1","IBM",11,11.7534,0.0345389,0.454103,0.446774,1.74559
"tafenoquine_e1","IBM",11,11.8356,0.0349404,0.394413,0.445554,1.78466
"tafenoquine_e1","IBM",11,11.9178,0.0378075,0.505452,0.474828,1.7272
"tafenoquine_e1","IBM",11,12,0.0359444,0.401726,0.441847,1.77959
"tafenoquine_e1","IBM",11,12.0822,0.032914,0.431284,0.433322,1.73573
"tafenoquine_e1","IBM",11,12.1644,0.0389327,0.479417,0.427243,1.75414
"tafenoquine_e1","IBM",11,12.2466,0.0382429,0.47984,0.483395,1.77855
"tafenoquine_e1","IBM",11,12.3288,0.0377327,0.467447,0.433347,1.69432
"tafenoquine_e1","IBM",11,12.411,0.0379873,0.493911,0.457761,1.76146
"tafenoquine_e1","IBM",11,12.4932,0.0362155,0.481324,0.438229,1.75292
"tafenoquine_e1","IBM",11,12.5753,0.0369473,0.487557,0.435788,1.6809
"tafenoquine_e1","IBM",11,12.6575,0.0379143,0.513197,0.45531,1.78584
"tafenoquine_e1","IBM",11,12.7397,0.0379958,0.619516,0.484567,1.78692
"tafenoquine_e1","IBM",11,12.8219,0.0366877,0.554702,0.478464,1.77837
"tafenoquine_e1","IBM",11,12.9041,0.0389309,0.562178,0.484567,1.76617
"tafenoquine_e1","IBM",11,12.9863,0.037894,0.503788,0.488229,1.79668
"tafenoquine_e1","IBM",11,13.0685,0.0398625,0.528262,0.497994,1.81499
"tafenoquine_e1","IBM",11,13.1507,0.0374857,0.469635,0.478464,1.86748
"tafenoquine_e1","IBM",11,13.2329,0.038864,0.500266,0.473664,1.81409
"tafenoquine_e1","IBM",11,13.3151,0.0366632,0.531287,0.460248,1.81658
"tafenoquine_e1","IBM",11,13.3973,0.0376283,0.486572,0.450482,1.79094
"tafenoquine_e1","IBM",11,13.4795,0.0363029,0.526892,0.461469,1.8239
"tafenoquine_e1","IBM",11,13.5616,0.039172,0.532501,0.502977,1.7946
"tafenoquine_e1","IBM",11,13.6438,0.0388033,0.478212,0.44804,1.79216
"tafenoquine_e1","IBM",11,13.726,0.0413435,0.474897,0.485913,1.86674
"tafenoquine_e1","IBM",11,13.8082,0.0348826,0.539362,0.463957,1.85217
"tafenoquine_e1","IBM",11,13.8904,0.0359286,0.469106,0.485905,1.7727
"tafenoquine_e1","IBM",11,13.9726,0.0362088,0.447253,0.488327,1.83123
"tafenoquine_e1","IBM",11,14.0548,0.0318439,0.441491,0.452923,1.78972
"tafenoquine_e1","IBM",11,14.137,0.0356337,0.420527,0.426122,1.76554
"tafenoquine_e1","IBM",11,14.2192,0.0348037,0.389604,0.455456,1.83281
"tafenoquine_e1","IBM",11,14.3014,0.0330294,0.493243,0.479914,1.79876
"tafenoquine_e1","IBM",11,14.3836,0.0312982,0.376501,0.378605,1.71349
"tafenoquine_e1","IBM",11,14.4658,0.0338704,0.550644,0.479974,1.83929
"tafenoquine_e1","IBM",11,14.5479,0.0399827,0.49249,0.456771,1.68907
"tafenoquine_e1","IBM",11,14.6301,0.0349505,0.47971,0.445798,1.7319
"tafenoquine_e1","IBM",11,14.7123,0.0359125,0.513669,0.467761,1.73914
"tafenoquine_e1","IBM",11,14.7945,0.0363478,0.412563,0.472651,1.75259
"tafenoquine_e1","IBM",11,14.8767,0.0388567,0.476532,0.480024,1.80528
"tafenoquine_e1","IBM",11,14.9589,0.0380273,0.417344,0.476406,1.80179
"tafenoquine_e1","IBM",11,15.0411,0.0281941,0.40761,0.444678,1.7555
"tafenoquine_e1","IBM",11,15.1233,0.0329014,0.532881,0.458128,1.7812
"tafenoquine_e1","IBM",11,15.2055,0.0330115,0.426769,0.454463,1.80441
"tafenoquine_e1","IBM",11,15.2877,0.0325535,0.468839,0.47401,1.76776
"tafenoquine_e1","IBM",11,15.3699,0.0351944,0.462431,0.431251,1.73356
"tafenoquine_e1","IBM",11,15.4521,0.0365352,0.486145,0.436138,1.69813
"tafenoquine_e1","IBM",11,15.5342,0.0345003,0.355058,0.423946,1.76542
"tafenoquine_e1","IBM",11,15.6164,0.0352292,0.396392,0.456907,1.72745
"tafenoquine_e1","IBM",11,15.6986,0.0361049,0.389642,0.43003,1.66759
"tafenoquine_e1","IBM",11,15.7808,0.0359995,0.424097,0.439803,1.77876
"tafenoquine_e1","IBM",11,15.863,0.0345286,0.388806,0.406818,1.6175
"tafenoquine_e1","IBM",11,15.9452,0.031444,0.352941,0.411705,1.63338
"tafenoquine_e1","IBM",11,16.0274,0.0342511,0.405647,0.419092,1.64216
"tafenoquine_e1","IBM",11,16.1096,0.0338325,0.400329,0.388594,1.64358
"tafenoquine_e1","IBM",11,16.1918,0.0318757,0.360042,0.430159,1.73408
"tafenoquine_e1","IBM",11,16.274,0.035903,0.48833,0.413051,1.62654
"tafenoquine_e1","IBM",11,16.3562,0.03504,0.422087,0.441187,1.6792
"tafenoquine_e1","IBM",11,16.4384,0.0335486,0.475811,0.436337,1.67446
"tafenoquine_e1","IBM",11,16.5205,0.0322274,0.452154,0.420467,1.67576
"tafenoquine_e1","IBM",11,16.6027,0.0357088,0.415711,0.418023,1.65131
"tafenoquine_e1","IBM",11,16.6849,0.0347909,0.408918,0.383799,1.61587
"tafenoquine_e1","IBM",11,16.7671,0.0329406,0.443599,0.403355,1.61342
"tafenoquine_e1","IBM",11,16.8493,0.0309815,0.443358,0.431506,1.60623
"tafenoquine_e1","IBM",11,16.9315,0.0373521,0.506387,0.436401,1.65881
"tafenoquine_e1","IBM",11,17.0137,0.0362224,0.511856,0.414398,1.57936
"tafenoquine_e1","IBM",11,17.0959,0.034484,0.52896,0.43155,1.64063
"tafenoquine_e1","IBM",11,17.1781,0.0318845,0.454633,0.397324,1.59541
"tafenoquine_e1","IBM",11,17.2603,0.0374847,0.509017,0.420542,1.63694
"tafenoquine_e1","IBM",11,17.3425,0.0345465,0.579662,0.432734,1.62703
"tafenoquine_e1","IBM",11,17.4247,0.0396611,0.498907,0.45107,1.70282
"tafenoquine_e1","IBM",11,17.5068,0.0368749,0.499718,0.447403,1.70649
"tafenoquine_e1","IBM",11,17.589,0.0349317,0.472866,0.44618,1.71382
"tafenoquine_e1","IBM",11,17.6712,0.0379222,0.569604,0.436401,1.76027
"tafenoquine_e1","IBM",11,17.7534,0.0361586,0.552343,0.493897,1.75554
"tafenoquine_e1","IBM",11,17.8356,0.0392647,0.50913,0.460896,1.81424
"tafenoquine_e1","IBM",11,17.9178,0.037563,0.472753,0.457228,1.7091
"tafenoquine_e1","IBM",11,18,0.0370191,0.546847,0.441335,1.68099
"tafenoquine_e1","IBM",11,18.0822,0.0357236,0.490413,0.436445,1.74456
"tafenoquine_e1","IBM",11,18.1644,0.0389606,0.559966,0.467068,1.68242
"tafenoquine_e1","IBM",11,18.2466,0.0385235,0.475686,0.442678,1.77316
"tafenoquine_e1","IBM",11,18.3288,0.0396383,0.633175,0.519838,1.74543
"tafenoquine_e1","IBM",11,18.411,0.0382365,0.55234,0.467251,1.77727
"tafenoquine_e1","IBM",11,18.4932,0.0407526,0.564045,0.468513,1.73093
"tafenoquine_e1","IBM",11,18.5753,0.03949,0.516764,0.458727,1.8239
"tafenoquine_e1","IBM",11,18.6575,0.0384808,0.4879,0.445271,1.7346
"tafenoquine_e1","IBM",11,18.7397,0.0394489,0.537264,0.446494,1.77008
"tafenoquine_e1","IBM",11,18.8219,0.0385553,0.54754,0.451375,1.72477
"tafenoquine_e1","IBM",11,18.9041,0.0362202,0.522947,0.477028,1.82372
"tafenoquine_e1","IBM",11,18.9863,0.0410768,0.433325,0.474553,1.81015
"tafenoquine_e1","IBM",11,19.0685,0.0374885,0.389963,0.469642,1.84432
"tafenoquine_e1","IBM",11,19.1507,0.0372187,0.510926,0.485519,1.7623
"tafenoquine_e1","IBM",11,19.2329,0.0375383,0.514858,0.507529,1.80509
"tafenoquine_e1","IBM",11,19.3151,0.0398173,0.505954,0.489161,1.88939
"tafenoquine_e1","IBM",11,19.3973,0.0388843,0.479947,0.468355,1.84407
"tafenoquine_e1","IBM",11,19.4795,0.0357881,0.443645,0.475662,1.7657
"tafenoquine_e1","IBM",11,19.5616,0.0353265,0.436861,0.441424,1.80849
"tafenoquine_e1","IBM",11,19.6438,0.0400911,0.592699,0.489112,1.77059
"tafenoquine_e1","IBM",11,19.726,0.0435694,0.450589,0.443869,1.82806
"tafenoquine_e1","IBM",11,19.8082,0.0371916,0.518102,0.48421,1.81701
"tafenoquine_e1","IBM",11,19.8904,0.0364061,0.453522,0.441419,1.81948
"tafenoquine_e1","IBM",11,19.9726,0.0375874,0.555323,0.445065,1.71668
"tafenoquine_e1","IBM",11,20.0548,0.0406926,0.616946,0.486624,1.75087
"tafenoquine_e1","IBM",11,20.137,0.0388802,0.599473,0.527018,1.73268
"tafenoquine_e1","IBM",11,20.2192,0.0366251,0.615981,0.485478,1.71813
"tafenoquine_e1","IBM",11,20.3014,0.03615,0.655438,0.509951,1.80867
"tafenoquine_e1","IBM",11,20.3836,0.0396303,0.553912,0.465957,1.69017
"tafenoquine_e1","IBM",11,20.4658,0.0406368,0.570736,0.484262,1.80131
"tafenoquine_e1","IBM",11,20.5479,0.0423444,0.570666,0.512367,1.86604
"tafenoquine_e1","IBM",11,20.6301,0.0381103,0.509081,0.464703,1.7084
"tafenoquine_e1","IBM",11,20.7123,0.0362251,0.458564,0.440245,1.78299
"tafenoquine_e1","IBM",11,20.7945,0.0345173,0.476664,0.452474,1.74386
"tafenoquine_e1","IBM",11,20.8767,0.0358871,0.413441,0.452503,1.75742
"tafenoquine_e1","IBM",11,20.9589,0.0368664,0.476598,0.467205,1.76242
"tafenoquine_e1","IBM",11,21.0411,0.0329399,0.47795,0.450053,1.67791
"tafenoquine_e1","IBM",11,21.1233,0.0335351,0.432437,0.457366,1.73408
"tafenoquine_e1","IBM",11,21.2055,0.0333752,0.449108,0.435367,1.73535
"tafenoquine_e1","IBM",11,21.2877,0.033338,0.467401,0.436642,1.70865
"tafenoquine_e1","IBM",11,21.3699,0.0298403,0.531562,0.480761,1.71997
"tafenoquine_e1","IBM",11,21.4521,0.0343811,0.451981,0.446539,1.75924
"tafenoquine_e1","IBM",11,21.5342,0.0357172,0.520889,0.471007,1.73844
"tafenoquine_e1","IBM",11,21.6164,0.0355672,0.46351,0.497925,1.74947
"tafenoquine_e1","IBM",11,21.6986,0.0376382,0.475805,0.50646,1.86925
"tafenoquine_e1","IBM",11,21.7808,0.0389888,0.459249,0.500318,1.81289
"tafenoquine_e1","IBM",11,21.863,0.036597,0.469247,0.48322,1.75183
"tafenoquine_e1","IBM",11,21.9452,0.0374585,0.573007,0.486911,1.72621
"tafenoquine_e1","IBM",11,22.0274,0.0374754,0.417078,0.445316,1.76169
"tafenoquine_e1","IBM",11,22.1096,0.0373826,0.541983,0.481973,1.77743
"tafenoquine_e1","IBM",11,22.1918,0.0368274,0.557365,0.526007,1.98292
"tafenoquine_e1","IBM",11,22.274,0.0381522,0.548626,0.500318,1.84225
"tafenoquine_e1","IBM",11,22.3562,0.0370577,0.485447,0.527199,1.97914
"tafenoquine_e1","IBM",11,22.4384,0.0411807,0.511393,0.525954,1.92279
"tafenoquine_e1","IBM",11,22.5205,0.0382691,0.554677,0.473467,1.89142
"tafenoquine_e1","IBM",11,22.6027,0.0367699,0.520956,0.47722,1.86728
"tafenoquine_e1","IBM",11,22.6849,0.038367,0.508902,0.507847,1.83559
"tafenoquine_e1","IBM",11,22.7671,0.0423276,0.581219,0.564155,1.94334
"tafenoquine_e1","IBM",11,22.8493,0.0391812,0.536707,0.551918,1.98862
"tafenoquine_e1","IBM",11,22.9315,0.040645,0.627071,0.523771,1.87236
"tafenoquine_e1","IBM",11,23.0137,0.0418716,0.477911,0.511534,1.81362
"tafenoquine_e1","IBM",11,23.0959,0.0397329,0.482478,0.515205,1.87114
"tafenoquine_e1","IBM",11,23.1781,0.0402462,0.528994,0.54947,1.94334
"tafenoquine_e1","IBM",11,23.2603,0.042363,0.514586,0.527481,1.85536
"tafenoquine_e1","IBM",11,23.3425,0.0373908,0.540328,0.517704,1.96312
"tafenoquine_e1","IBM",11,23.4247,0.0388152,0.398335,0.522584,1.90186
"tafenoquine_e1","IBM",11,23.5068,0.0398564,0.529274,0.51641,1.92736
"tafenoquine_e1","IBM",11,23.589,0.0396997,0.444281,0.518824,1.81711
"tafenoquine_e1","IBM",11,23.6712,0.038789,0.487158,0.524942,1.92968
"tafenoquine_e1","IBM",11,23.7534,0.0406106,0.512592,0.544509,2.03243
"tafenoquine_e1","IBM",11,23.8356,0.0444737,0.497735,0.489407,1.90012
"tafenoquine_e1","IBM",11,23.9178,0.0366529,0.448036,0.477147,1.87555
"tafenoquine_e1","IBM",11,24,0.0399487,0.476704,0.506486,1.91461
"tafenoquine_e1","IBM",11,24.0822,0.0378922,0.447002,0.458773,1.80695
"tafenoquine_e1","IBM",11,24.1644,0.0394788,0.484266,0.47587,1.87657
"tafenoquine_e1","IBM",11,24.2466,0.0423416,0.512933,0.491755,1.85203
"tafenoquine_e1","IBM",11,24.3288,0.0389892,0.470895,0.480786,1.86932
"tafenoquine_e1","IBM",11,24.411,0.0392197,0.425212,0.491795,1.87543
"tafenoquine_e1","IBM",11,24.4932,0.040264,0.549538,0.477076,1.82635
"tafenoquine_e1","IBM",11,24.5753,0.0414294,0.551725,0.464843,1.91687
"tafenoquine_e1","IBM",11,24.6575,0.0416899,0.524587,0.468513,1.89607
"tafenoquine_e1","IBM",11,24.7397,0.0410928,0.489661,0.473421,1.92182
"tafenoquine_e1","IBM",11,24.8219,0.0445665,0.516846,0.48821,1.8831
"tafenoquine_e1","IBM",11,24.9041,0.0413579,0.488418,0.488233,1.94314
"tafenoquine_e1","IBM",11,24.9863,0.0390632,0.571214,0.476129,1.94613
"tafenoquine_e1","IBM",11,25.0685,0.0431181,0.53688,0.466395,1.95984
"tafenoquine_e1","IBM",11,25.1507,0.0437007,0.554184,0.492113,2.0064
"tafenoquine_e1","IBM",11,25.2329,0.0408036,0.436222,0.468873,1.95017
"tafenoquine_e1","IBM",11,25.3151,0.0386027,0.542589,0.479909,1.90372
"tafenoquine_e1","IBM",11,25.3973,0.039916,0.487062,0.4934,1.99442
"tafenoquine_e1","IBM",11,25.4795,0.0376258,0.459253,0.499547,1.95166
"tafenoquine_e1","IBM",11,25.5616,0.0422487,0.517324,0.504445,1.95411
"tafenoquine_e1","IBM",11,25.6438,0.0380436,0.455561,0.505669,1.90024
"tafenoquine_e1","IBM",11,25.726,0.0374324,0.489178,0.449348,1.83412
"tafenoquine_e1","IBM",11,25.8082,0.0367105,0.460681,0.472611,1.86351
"tafenoquine_e1","IBM",11,25.8904,0.03779,0.500254,0.46167,1.8773
"tafenoquine_e1","IBM",11,25.9726,0.0395328,0.477911,0.465338,1.92503
"tafenoquine_e1","IBM",11,26.0548,0.0331634,0.472652,0.428576,1.79145
"tafenoquine_e1","IBM",11,26.137,0.0370815,0.530523,0.437148,1.89308
"tafenoquine_e1","IBM",11,26.2192,0.0369629,0.48793,0.475104,1.85266
"tafenoquine_e1","IBM",11,26.3014,0.0348409,0.471598,0.432179,1.79238
"tafenoquine_e1","IBM",11,26.3836,0.0342625,0.421373,0.427266,1.78742
"tafenoquine_e1","IBM",11,26.4658,0.0357635,0.434524,0.424816,1.84862
"tafenoquine_e1","IBM",11,26.5479,0.0347074,0.450737,0.43824,1.82029
"tafenoquine_e1","IBM",11,26.6301,0.033361,0.493057,0.40154,1.77265
"tafenoquine_e1","IBM",11,26.7123,0.0342701,0.471636,0.423593,1.79231
"tafenoquine_e1","IBM",11,26.7945,0.0324391,0.421531,0.430905,1.8289
"tafenoquine_e1","IBM",11,26.8767,0.0314424,0.505371,0.40274,1.73215
"tafenoquine_e1","IBM",11,26.9589,0.0341093,0.459251,0.435768,1.76266
"tafenoquine_e1","IBM",11,27.0411,0.032286,0.429494,0.422284,1.75034
"tafenoquine_e1","IBM",11,27.1233,0.0346244,0.475593,0.379443,1.72586
"tafenoquine_e1","IBM",11,27.2055,0.0290737,0.451453,0.396579,1.65486
"tafenoquine_e1","IBM",11,27.2877,0.030225,0.435028,0.395394,1.66237
"tafenoquine_e1","IBM",11,27.3699,0.0329075,0.401335,0.392947,1.71379
"tafenoquine_e1","IBM",11,27.4521,0.0337184,0.419386,0.383154,1.67339
"tafenoquine_e1","IBM",11,27.5342,0.0330305,0.407886,0.390479,1.57048
"tafenoquine_e1","IBM",11,27.6164,0.0331258,0.443032,0.429599,1.66577
"tafenoquine_e1","IBM",11,27.6986,0.0333079,0.514323,0.445495,1.72935
"tafenoquine_e1","IBM",11,27.7808,0.0362115,0.490474,0.46263,1.70732
"tafenoquine_e1","IBM",11,27.863,0.0349118,0.434895,0.432063,1.68419
"tafenoquine_e1","IBM",11,27.9452,0.0323286,0.553084,0.455286,1.69019
"tafenoquine_e1","IBM",11,28.0274,0.0350236,0.494325,0.458958,1.69141
"tafenoquine_e1","IBM",11,28.1096,0.0321783,0.441404,0.41857,1.69141
"tafenoquine_e1","IBM",11,28.1918,0.0306308,0.45327,0.423465,1.72568
"tafenoquine_e1","IBM",11,28.274,0.0343102,0.373832,0.419793,1.80279
"tafenoquine_e1","IBM",11,28.3562,0.0305509,0.488621,0.425896,1.71582
"tafenoquine_e1","IBM",11,28.4384,0.0285444,0.3841,0.411185,1.66799
"tafenoquine_e1","IBM",11,28.5205,0.0276801,0.458295,0.387933,1.61415
"tafenoquine_e1","IBM",11,28.6027,0.0314247,0.353783,0.419751,1.74264
"tafenoquine_e1","IBM",11,28.6849,0.0309722,0.382369,0.405066,1.58722
"tafenoquine_e1","IBM",11,28.7671,0.0320668,0.499937,0.424651,1.69493
"tafenoquine_e1","IBM",11,28.8493,0.0301777,0.3998,0.387972,1.72935
"tafenoquine_e1","IBM",11,28.9315,0.0278337,0.414231,0.396552,1.62415
"tafenoquine_e1","IBM",11,29.0137,0.0300493,0.366783,0.395302,1.64607
"tafenoquine_e1","IBM",11,29.0959,0.031447,0.387241,0.389131,1.61159
"tafenoquine_e1","IBM",11,29.1781,0.033997,0.417304,0.364645,1.62622
"tafenoquine_e1","IBM",11,29.2603,0.0330326,0.460077,0.417262,1.53934
"tafenoquine_e1","IBM",11,29.3425,0.0330647,0.443589,0.414814,1.52588
"tafenoquine_e1","IBM",11,29.4247,0.035785,0.445212,0.405025,1.625
"tafenoquine_e1","IBM",11,29.5068,0.0342673,0.411906,0.389118,1.5271
"tafenoquine_e1","IBM",11,29.589,0.0338286,0.399543,0.40994,1.52229
"tafenoquine_e1","IBM",11,29.6712,0.0303409,0.391991,0.368412,1.58625
"tafenoquine_e1","IBM",11,29.7534,0.0310978,0.330647,0.367171,1.51642
"tafenoquine_e1","IBM",11,29.8356,0.0341655,0.537294,0.405107,1.4552
"tafenoquine_e1","IBM",11,29.9178,0.0340647,0.423567,0.410055,1.57167
"tafenoquine_e1","IBM",11,30,0.0260152,0.373799,0.379482,1.46406
