"scenario","model","rep","pvpr_2_10","pcr_2_10","clin_0_5","clin_all","relapse_all","hyp_all","eir_realised"
"primaquine_e1","IBM",7,0.00120533251032702,0.00269108799575702,0.0290414558684654,0.0337586127259461,0.22573974931157,0.0235724645782339,0.174160171517295
"primaquine","IBM",7,0.0114462057479775,0.026185705781338,0.223314096345687,0.153669545085208,1.80095745432212,0.133517615063649,1.45539141482391
"primaquine_e10","IBM",7,0.0487640873977695,0.112929103247817,0.850114297457548,0.392305179418517,8.31774308575004,0.371758388891189,7.42280697890431
"tafenoquine_e1","IBM",7,0.00116678871231335,0.00273931858116682,0.0249496960999822,0.0292983161548016,0.20200064711999,0.0215613797171926,0.155347859009274
"tafenoquine","IBM",7,0.0101236803575557,0.0236427910919319,0.202180625366485,0.144326271302448,1.77329504623979,0.133086909779176,1.38603515974859
"tafenoquine_e10","IBM",7,0.0471258187272133,0.109334248127199,0.822997986410966,0.375822236224889,8.18452836372794,0.37396224119923,7.18914894317393
"nets_e1","IBM",8,0.0106535797276462,0.0217410085098735,0.106714911190076,0.121511528673175,0.329107701900564,0.0345223698842808,0.306829655618282
"nets","IBM",8,0.0535318000385947,0.106110792309489,0.713264731435357,0.470846830916117,2.22816243110012,0.172082119022304,2.06410183346958
"nets_e10","IBM",8,0.142696864188438,0.274371658908808,2.00627645198396,0.856499497642252,8.25889610046235,0.422528802227388,8.12726417323708
"irs_e1","IBM",8,0,0,0,0,0,0.0022742340657949,4.25358948648225e-115
"irs","IBM",8,0,0,0,0,0,0.00949024332563337,1.51708944860278e-66
"irs_e10","IBM",8,0.122896754471004,0.215057717442069,1.90199479166214,0.876567725454399,6.10799886974803,0.312708167082598,8.24978113538745
"treatment_e1","IBM",8,0.0159839651851101,0.0335876338509293,0.289286619538633,0.288590436754107,1.04956014837198,0.101334729792816,0.684420412067075
"treatment","IBM",8,0.0416273528741654,0.0888898256977689,0.749296575371366,0.492569850433075,3.4683672176998,0.254995459488455,2.37073051300705
"treatment_e10","IBM",8,0.10587347317388,0.229340919103664,1.96080669660003,0.753389477606417,11.255720773246,0.518489281397242,8.97451174743397
"primaquine_e1","IBM",8,0.0018505700129102,0.00404337313711539,0.0289847523722754,0.0413827625778952,0.277106508472453,0.0276009114403447,0.218607244950447
"primaquine","IBM",8,0.0120629928073524,0.0273926346610934,0.245898830905018,0.172212074186804,1.98342654800256,0.140073270031788,1.62466293342185
"primaquine_e10","IBM",8,0.0460943490226147,0.106390181095811,0.851992333696037,0.395162083033622,8.18124665264798,0.364899264799774,7.6067444489677
"tafenoquine_e1","IBM",8,0.0015089982787238,0.00332632784164259,0.0324012018925348,0.0391311301679595,0.260347974190433,0.0256857023698525,0.210246818411185
"tafenoquine","IBM",8,0.0109666609314169,0.0256507504235143,0.235810015724417,0.171789895074419,1.90938813638487,0.135521244396062,1.54872755265437
"tafenoquine_e10","IBM",8,0.0434309022660677,0.101525166197185,0.843897345607347,0.379498778856601,8.00328808966558,0.362531254635465,7.39376875789193
"nets_e1","IBM",9,0.0126104609802007,0.0258547646948046,0.180904666139116,0.17147941311839,0.471451026289511,0.0480340053999282,0.412487208505152
"nets","IBM",9,0.0403555606778924,0.0808487122143128,0.499810081555279,0.358071102145186,1.65424543187593,0.139199673215626,1.57832102914229
"nets_e10","IBM",9,0.14290006076786,0.274885493861453,2.09331700982607,0.872556045543613,8.07955564121845,0.419392093112989,7.94704032596997
"irs_e1","IBM",9,0,0,0,0,0,0.00275810256360319,2.90935073861858e-98
"irs","IBM",9,0,0,0,0,0,0.00952601117297023,1.7360349207866e-58
"irs_e10","IBM",9,0.124606841304134,0.21848559571256,2.01691332554837,0.91752076670508,6.15279026220325,0.315005982420337,8.47884873811561
"treatment_e1","IBM",9,0.0160533668766561,0.0346468531108026,0.289817797577255,0.307484091796883,1.08289189485755,0.106491856631685,0.678865566075081
"treatment","IBM",9,0.0448589653752794,0.094535239085865,0.845587002501315,0.545099598201013,3.49135621342825,0.257025274998223,2.46135666000741
"treatment_e10","IBM",9,0.103060160778759,0.22282942969068,1.85408632724788,0.737522277335872,11.1610048314511,0.510209608171844,8.96306200136185
"primaquine_e1","IBM",9,0.00180836588402629,0.00418162531981999,0.0413850345089358,0.046889356574595,0.318264023273485,0.0300962276154023,0.250500374021213
"primaquine","IBM",9,0.0126704783694385,0.0295196943443096,0.234492598212605,0.172011239735056,1.99686697440819,0.14212731380627,1.63476661818579
"primaquine_e10","IBM",9,0.0506349432944722,0.116219842969308,0.902063753144917,0.408804710418539,8.46116315243994,0.377119602350353,7.68086117704922
"tafenoquine_e1","IBM",9,0.00146104198114085,0.0035023309313012,0.0311878762471479,0.0350352226037511,0.239815260559456,0.024668085068469,0.182500156733279
"tafenoquine","IBM",9,0.0113958728924069,0.0258614663484147,0.213419161732391,0.158871190214577,1.93785944287922,0.137816661115946,1.56218404770715
"tafenoquine_e10","IBM",9,0.0474688271409583,0.106030761440598,0.896597930763997,0.412618042155173,8.1737109836201,0.369712048967733,7.56082016723666
"nets_e1","IBM",10,0.00693586546173263,0.0143904998709358,0.0915164721602809,0.0924663690737547,0.28864274919575,0.0311777387383121,0.22955555233875
"nets","IBM",10,0.0590230826535473,0.116792699318888,0.769148737803869,0.502946206566849,2.35142680188316,0.177494269926332,2.15997309787692
"nets_e10","IBM",10,0.132269465465015,0.252751913773898,2.01356259824579,0.836075514259034,7.6209780016732,0.400172953936884,7.68056549444198
"irs_e1","IBM",10,0,0,0,0,0,0.00415143572401201,3.08100118612298e-82
"irs","IBM",10,0,0,0,0,0,0.00925463544468441,3.96354697409405e-10
"irs_e10","IBM",10,0.127153930780884,0.221814569354438,1.98893966484985,0.921820860891853,6.18262435602683,0.315244210386387,8.59082004007417
"treatment_e1","IBM",10,0.0133301652811061,0.0281639226650099,0.248249049887793,0.276080836785167,0.966484202748171,0.0949126388124283,0.651800538994264
"treatment","IBM",10,0.0460847713439554,0.0973975777805657,0.818917920987241,0.517529482428225,3.636800682705,0.262362788532181,2.48874999152382
"treatment_e10","IBM",10,0.106439776861266,0.224753257649216,1.90758875775601,0.766560409717274,11.0686646802011,0.510155309899126,9.06960368797537
"primaquine_e1","IBM",10,0.00201085369531466,0.00458018921364164,0.0420318257784353,0.0446648689106347,0.280472557742363,0.0277460668225752,0.221560045456322
"primaquine","IBM",10,0.011851057820684,0.0267574715004622,0.227902017872485,0.169693755556462,2.04403841920284,0.141411616097578,1.69601412181369
"primaquine_e10","IBM",10,0.0485688916793812,0.1141124474953,0.878704227583885,0.395891025228533,8.269391358158,0.372114070392144,7.64197754932052
"tafenoquine_e1","IBM",10,0.0021190844760727,0.00495403258636887,0.0455077854048463,0.047938727606727,0.308714663215309,0.0305793566578975,0.236909619895599
"tafenoquine","IBM",10,0.0121043764837134,0.027077359074275,0.245205212410215,0.169457370628051,1.97294158744293,0.140422720915903,1.59944726060181
"tafenoquine_e10","IBM",10,0.0485064332394474,0.109377470239332,0.903169227225885,0.399115969662209,8.14979026751472,0.36623049375642,7.59063462590552
"nets_e1","IBM",11,0.0139765870153877,0.0282832198919464,0.197963138150945,0.164590046525188,0.469950544583131,0.0466543280888863,0.414942105992664
"nets","IBM",11,0.0392793708342489,0.0786166174885687,0.49829895579032,0.328956898390742,1.61156296918148,0.135782373602498,1.47180251331446
"nets_e10","IBM",11,0.128711897005897,0.253526500046873,1.86559539290359,0.786142244025679,7.40736272903004,0.394520539635552,7.32621135086442
"irs_e1","IBM",11,0,0,0,0,0,0.00298350233843069,4.69807904790059e-74
"irs","IBM",11,0,0,0,0,0,0.00945741618446687,8.94397393717073e-62
"irs_e10","IBM",11,0,0,0,0,0,0.0290259122445318,6.30695824841921e-24
"treatment_e1","IBM",11,0.0131429071265435,0.028110494451673,0.241956295674942,0.280575754250831,0.984595686112658,0.097429416023443,0.649376516343123
"treatment","IBM",11,0.0446486258882292,0.0946532588942685,0.882446147843614,0.537380497131931,3.59242351816444,0.263590417708487,2.46667038183901
"treatment_e10","IBM",11,0.105748647854156,0.227151506194892,1.86909151414309,0.734857880647999,11.221619807333,0.512204045467464,8.98818994766009
"primaquine_e1","IBM",11,0.00200850540554388,0.00444932622841625,0.049632532502768,0.0486521727228148,0.291410084861464,0.0282578808132693,0.253210233730778
"primaquine","IBM",11,0.0129468990205802,0.0289925820315729,0.229826093758148,0.172110592717832,1.99651642534999,0.140966062101918,1.66105967940128
"primaquine_e10","IBM",11,0.0469924812030075,0.108054112211321,0.87982674488459,0.40425856073736,8.31435056806325,0.3709986572023,7.65942080587189
"tafenoquine_e1","IBM",11,0.00180347346148566,0.00409039772664518,0.0428062182286064,0.0436612016435861,0.263778043109407,0.0262482622064493,0.219983638511958
"tafenoquine","IBM",11,0.012705394724159,0.0280236481059024,0.250631274889344,0.178244103496481,2.06207907543898,0.143558459057614,1.71414581769029
"tafenoquine_e10","IBM",11,0.0432097775404507,0.101113288356496,0.838725717156382,0.380777040826822,8.14903090296247,0.366678813133465,7.42860317327937
"nets_e1","IBM",12,0.0102235058117202,0.0211096726056393,0.103828958148068,0.124305187054706,0.333548339798533,0.0354008252132487,0.288556710435015
"nets","IBM",12,0.05216132824207,0.102327870939891,0.630980758157451,0.441626384469041,1.99826301963851,0.160718070656915,1.87306831349836
"nets_e10","IBM",12,0.137797222859039,0.263565255719636,2.11344685538322,0.849943144757473,7.57619999297925,0.400799134572601,7.53571416784049
"irs_e1","IBM",12,0,0,0,0,0,0.00339147131042913,1.44682322025116e-103
"irs","IBM",12,0,6.24183295169726e-07,0,0,0,0.0102632830257868,6.87158394538124e-07
"irs_e10","IBM",12,0,0,0,0,0,0.0294391239085854,3.47061758929358e-24
"treatment_e1","IBM",12,0.0136673771216178,0.0305168559769189,0.259320684651497,0.265127054582311,0.913450273475501,0.0926114963859096,0.587937820202868
"treatment","IBM",12,0.0460257763487315,0.0968890646165295,0.788492750392694,0.527538530757825,3.63412824522117,0.265403989881537,2.44853492237473
"treatment_e10","IBM",12,0.106430307937795,0.230151704112069,1.89840329836701,0.76253194520137,11.2357713271877,0.518193517763338,8.93206993938186
"primaquine_e1","IBM",12,0.00156683157777122,0.00352873266248354,0.0316763973955926,0.0372011528373363,0.273121538684935,0.0269358090907253,0.201287174787675
"primaquine","IBM",12,0.01101788211396,0.025019893664255,0.224353779733374,0.150167725771485,1.83009585011846,0.134420343479757,1.45137680625786
"primaquine_e10","IBM",12,0.0496705009779738,0.113396251827233,0.912233677270932,0.407088475534782,8.33911826683834,0.378219835753152,7.43096594654232
"tafenoquine_e1","IBM",12,0.00190835471445624,0.00439533403367088,0.0419625535774909,0.043237507201503,0.286125629502576,0.0282717063571455,0.222680334716154
"tafenoquine","IBM",12,0.0108890426090762,0.0244523083118792,0.233295304906344,0.158322762648667,1.78279948849095,0.133726557290171,1.44940120595067
"tafenoquine_e10","IBM",12,0.0454994943531955,0.104167912102146,0.887462603641337,0.392824937562967,8.06903425604483,0.368185671331751,7.24267725210914
"nets_e1","IBM",13,0.00983380611457905,0.0209440558981158,0.11100502157154,0.121136949915613,0.35098826896281,0.0373910943019678,0.301360133102935
"nets","IBM",13,0.0480069348286029,0.0961890172317291,0.610841605210585,0.427433793662493,1.99470222411513,0.160082720223147,1.82283332030981
"nets_e10","IBM",13,0.14088364810341,0.270954686235229,2.12035496095587,0.892475227718565,7.96399713609818,0.410985829464603,8.00327659512511
"irs_e1","IBM",13,0,0,0,0,0,0.00350385843252111,4.72900640756166e-70
"irs","IBM",13,0,0,0,0,0,0.00930840250778342,5.32629866505466e-72
"irs_e10","IBM",13,0,0,0,0,0,0.0283789023716732,3.10889351365712e-26
"treatment_e1","IBM",13,0.0132304435466707,0.0294263150277672,0.244797458232636,0.269915507776892,0.98281236808304,0.096872588091873,0.597264896058922
"treatment","IBM",13,0.0424110479244148,0.0902503214869314,0.786648998694088,0.491823541271335,3.52465693835505,0.258526978385627,2.42106746221008
"treatment_e10","IBM",13,0.104882425758144,0.231040115636896,1.94235495397752,0.76615104347862,11.2162607200648,0.515883274515923,9.07648299302476
"primaquine_e1","IBM",13,0.00189936327982343,0.0044344940376951,0.0336392221679779,0.0407018989592331,0.294442838719926,0.0285132547656004,0.221062994426422
"primaquine","IBM",13,0.0119739875549565,0.0275594038370772,0.233521589020076,0.168774272878844,1.88990276737593,0.135842537036896,1.56372144021796
"primaquine_e10","IBM",13,0.048600598784945,0.112062580040011,0.882843825384775,0.389046451685114,8.52880115485264,0.37663807133948,7.66375440494062
"tafenoquine_e1","IBM",13,0.0017452416215427,0.00405795252705171,0.0422732480176042,0.0402645916857847,0.270007641079591,0.0262812873343774,0.215231322595165
"tafenoquine","IBM",13,0.0116388758897564,0.0256936405507254,0.237976837731512,0.175432598803811,1.9651469982641,0.140504239027617,1.60710017910608
"tafenoquine_e10","IBM",13,0.0437014526027043,0.100988867331009,0.851981561406116,0.375363581648804,8.1084500834278,0.364285552244119,7.33458145286919
"nets_e1","IBM",14,0.0125149268860675,0.0261895369069706,0.149112364239361,0.156668792759918,0.407881988597723,0.0430293228184795,0.360532588609192
"nets","IBM",14,0.0500075044148313,0.0994881031074664,0.694148082611222,0.453216573431053,1.97802661062466,0.158920575333811,1.88212908945785
"nets_e10","IBM",14,0.130967372271326,0.251946284380773,1.99281938816159,0.830269628991502,7.42173368620581,0.399195130470317,7.50505044515847
"irs_e1","IBM",14,0,0,0,0,0,0.0031916289314658,3.85503895990779e-102
"irs","IBM",14,0,0,0,0,0,0.00931304815816646,9.79582350441131e-20
"irs_e10","IBM",14,0,0,0,0,0,0.0280829308256429,1.81156062549367e-11
"treatment_e1","IBM",14,0.0142531089718624,0.0309345629264011,0.25277104844736,0.279747020036557,0.982592506052727,0.0975687269230861,0.624078757291208
"treatment","IBM",14,0.0435766935995612,0.0926497433752507,0.815749289205507,0.52128309195289,3.53071550026885,0.261276810050162,2.42618813130456
"treatment_e10","IBM",14,0.108241479618859,0.231714443476763,1.95064179190962,0.783420999871681,11.1825561231844,0.514330998238691,9.06401215710892
"primaquine_e1","IBM",14,0.00210549351123436,0.00493404056074402,0.0426352440395267,0.0501905387097893,0.325516697879677,0.0311917630397673,0.249212967738655
"primaquine","IBM",14,0.0129254823920616,0.0287632791829914,0.226978254287622,0.171351186258325,1.90008306597393,0.137703023310573,1.5822875685928
"primaquine_e10","IBM",14,0.0462595640412597,0.107577859823392,0.839551565882121,0.38539027734475,8.25645189352734,0.371832156058393,7.48806631436312
"tafenoquine_e1","IBM",14,0.00153943709317605,0.00345673023052084,0.0286375646301202,0.0342883005096528,0.23571947235774,0.0236260021552041,0.18795690297831
"tafenoquine","IBM",14,0.0120395241900909,0.0263011578973564,0.253824414307542,0.172927998751809,1.96845787783054,0.140241272161301,1.62830472403412
"tafenoquine_e10","IBM",14,0.0465009948958869,0.103785086303678,0.880162067921746,0.397254947918462,8.17309867343164,0.366139761893272,7.51895500725347
"nets_e1","IBM",15,0.0078089615294697,0.0165514820687234,0.0944097873728145,0.0944874453246934,0.282824587675264,0.0302011293524597,0.237068647756367
"nets","IBM",15,0.0458012796685986,0.0911927295751613,0.613397700802299,0.395317962817318,1.8172430701965,0.1489204619306,1.66745033284696
"nets_e10","IBM",15,0.140444322647749,0.271600159442946,2.06246825329302,0.873701966570679,7.88582783657924,0.411602387417374,7.83597163842051
"irs_e1","IBM",15,0,0,0,0,0,0.00337759594857725,2.35739345627462e-102
"irs","IBM",15,0,0,0,0,0,0.0093516631366544,7.67017190750599e-54
"irs_e10","IBM",15,0,0,0,0,0,0.0285121202433149,1.00611583004092e-23
"treatment_e1","IBM",15,0.0120156456471656,0.0254946883810983,0.229249647084374,0.25152199137516,0.90533158970507,0.090130486334263,0.594593591548885
"treatment","IBM",15,0.0466699402707794,0.0972341504802728,0.863559559407019,0.536305761147178,3.65280572487081,0.266065611559948,2.53657721243907
"treatment_e10","IBM",15,0.10972367772767,0.231378045831836,1.9478595842798,0.783080820910599,11.3676830096834,0.521200193264819,9.09277845398877
"primaquine_e1","IBM",15,0.00252056679310905,0.00606413845600155,0.0473839490162041,0.0494115499756547,0.288016000061759,0.0288528822554043,0.250102211863616
"primaquine","IBM",15,0.0114934104571994,0.0269454326096394,0.243236457221769,0.164164387065054,1.93550348834624,0.139109438698973,1.58465951093394
"primaquine_e10","IBM",15,0.048520416180477,0.113911956385235,0.880057609931418,0.395014575528292,8.09361148303649,0.368890225158712,7.44236305454134
"tafenoquine_e1","IBM",15,0.00158845018520762,0.0037806580767735,0.0271956324423913,0.0349659575379619,0.226204913400577,0.0239553537502605,0.186690813263626
"tafenoquine","IBM",15,0.0124784414568984,0.0276585990554071,0.245571229914644,0.170754586104473,1.97940513629001,0.142448856218608,1.58157107620765
"tafenoquine_e10","IBM",15,0.043016150541575,0.103470928516166,0.81031826239666,0.366210636664063,7.98424314221894,0.36531869747496,7.20633386313181
"nets_e1","IBM",16,0.00160490322953099,0.00425344257195044,0.0124615802156694,0.0176542674839915,0.066018905211048,0.0123155044450152,0.0456668839455626
"nets","IBM",16,0.0444617603460125,0.0872431779644967,0.54930521742553,0.387952007891332,1.73693412173042,0.143559123340713,1.64819159316677
"nets_e10","IBM",16,0.139278466153973,0.267991464951867,2.09743421658665,0.856026832175121,7.83032608117306,0.409979322470669,7.71211112800619
"irs_e1","IBM",16,0,0,0,0,0,0.00266403534802635,2.31919800115233e-64
"irs","IBM",16,0,0,0,0,0,0.0103159274637256,3.1313806848241e-63
"irs_e10","IBM",16,0,0,0,0,0,0.0291474152834963,9.19037843031182e-27
"treatment_e1","IBM",16,0.0130510835244854,0.0280050942375949,0.238128547042579,0.261166105619634,0.944523323474068,0.093975469971195,0.588874641464538
"treatment","IBM",16,0.0442417631166071,0.0929663181269079,0.809991020639357,0.532299676232801,3.54179237042758,0.265005682829575,2.39225882775452
"treatment_e10","IBM",16,0.104390029300161,0.227229458588988,1.86235944544261,0.731367726471262,11.2125705818455,0.513176166951646,8.83015466268831
"primaquine_e1","IBM",16,0.00193532264399883,0.0045344272779462,0.0366281366586654,0.0406560869706102,0.251832538714647,0.0253434755840705,0.202145697441276
"primaquine","IBM",16,0.0113393577446764,0.0257397671763524,0.204448353210525,0.153346937059197,1.80016407650242,0.136205671993663,1.45661411749894
"primaquine_e10","IBM",16,0.0472890446005497,0.111387220230208,0.836801814401945,0.38096697349288,8.18825775239653,0.370765488138529,7.26631216765448
"tafenoquine_e1","IBM",16,0.001791146888298,0.00371342283260933,0.033095578881814,0.0421540128647516,0.277060106883,0.0280100250127993,0.22531475351772
"tafenoquine","IBM",16,0.0119426987412542,0.0265579679983688,0.219094904425937,0.156925649676456,1.74269357065847,0.132345161034657,1.41710293066787
"tafenoquine_e10","IBM",16,0.0453345547598749,0.105538566350597,0.905566135510631,0.391940382168369,8.05242555239545,0.369483410602805,7.14752008847924
"nets_e1","IBM",17,0.0140400872156361,0.0282710957914223,0.163186538507718,0.16566711021553,0.454291852698848,0.0458787441971068,0.404010095939912
"nets","IBM",17,0.0547962807879747,0.109850822605689,0.681357915901993,0.474498855942092,2.25141202197907,0.17459197811027,2.02136204267025
"nets_e10","IBM",17,0.137081368980174,0.262703416287355,2.03846719866658,0.861364080684854,7.72757330242585,0.402060267746712,7.85534508528674
"irs_e1","IBM",17,0,0,0,0,0,0.00399703217023978,1.92380506961771e-109
"irs","IBM",17,0,0,0,0,0,0.00857354238789925,3.13683007246606e-64
"irs_e10","IBM",17,0,0,0,0,0,0.0287812962395325,2.65053467230979e-10
"treatment_e1","IBM",17,0.015762372554645,0.0345901077763927,0.2839604234308,0.286827902614836,1.07878434040675,0.104077452098121,0.678049024807119
"treatment","IBM",17,0.0459112344707526,0.0970907523537256,0.85895979849824,0.522087512649395,3.68447392978152,0.263168294594805,2.50605109917942
"treatment_e10","IBM",17,0.109097006484193,0.233846199512565,1.90670911485834,0.767631263009477,11.2575526606011,0.513457576521259,9.03549323582972
"primaquine_e1","IBM",17,0.00196763423441225,0.00459704976036061,0.0316577150502078,0.0378189414557766,0.258692297854997,0.0263239985227486,0.210347086745856
"primaquine","IBM",17,0.0132617858506689,0.0297028092698162,0.250431857579594,0.182529029561758,2.0319351598458,0.144648969805837,1.66634729744236
"primaquine_e10","IBM",17,0.0490775015428784,0.111564075086333,0.873475243540935,0.404427116710009,8.1099374005734,0.363679194361412,7.58808191362574
"tafenoquine_e1","IBM",17,0.00173233588975359,0.00444861092791146,0.0391728860619479,0.0424349391791319,0.309298334380809,0.0299022099813901,0.235621496772035
"tafenoquine","IBM",17,0.0119190984376775,0.027463265285049,0.232581833629346,0.173146246783237,1.97364591874548,0.142423779219107,1.60352298641084
"tafenoquine_e10","IBM",17,0.0452721441130844,0.102116066561406,0.942981490467345,0.413538255688423,8.24072804682794,0.36742355386016,7.6406047850866
"nets_e1","IBM",18,0.0111815132314573,0.0236951392386902,0.122246415818689,0.140444767987761,0.388053394093394,0.0411196790590974,0.337864607739574
"nets","IBM",18,0.0485699990483307,0.0971299474634557,0.67798974154932,0.423205062153087,1.91489981224239,0.156351724810045,1.80748049731353
"nets_e10","IBM",18,0.1330813810838,0.257261062219018,1.94250389705928,0.803012217633925,7.70651271922242,0.403658343478121,7.58267846255423
"irs_e1","IBM",18,0,0,0,0,0,0.00324041405484873,2.27234060659855e-113
"irs","IBM",18,0,0,0,0,0,0.00853979358633265,1.44048238493693e-30
"irs_e10","IBM",18,0,0,0,0,0,0.0274592087198978,3.10347037861904e-22
"treatment_e1","IBM",18,0.0155634719401771,0.0323494580272268,0.269717146424408,0.274820119176097,0.983305648999874,0.0973512668062026,0.649936818071152
"treatment","IBM",18,0.0449550791571156,0.0932881372265893,0.854464864920304,0.536989796152861,3.49306745812374,0.257179856892804,2.4814568885069
"treatment_e10","IBM",18,0.104276645026669,0.226648708214463,1.84620032828123,0.752593291233579,11.0711996114886,0.507972898282936,9.04353283313402
"primaquine_e1","IBM",18,0.00192215558678212,0.00438758486445273,0.039504226729432,0.0412440357405779,0.257247527551712,0.0264280718116111,0.206672003376951
"primaquine","IBM",18,0.0118815960809684,0.0272966567476127,0.238841287875552,0.178831177624543,1.99648427778174,0.141163762116761,1.63364369878788
"primaquine_e10","IBM",18,0.048186813478219,0.11289304634491,0.831083773766765,0.379562836151181,8.32466184220391,0.369106542186758,7.53044448062465
"tafenoquine_e1","IBM",18,0.00169597268425403,0.00415064458866951,0.0391806528393664,0.0425100415070389,0.30534815303321,0.0306991350480514,0.228649564146707
"tafenoquine","IBM",18,0.0110022472429391,0.0243040511352075,0.240269414412768,0.172076792134599,1.93359974319667,0.13673288346189,1.57568360189097
"tafenoquine_e10","IBM",18,0.0468388072382995,0.107832303288389,0.879532158173857,0.390262531115213,8.13634583455654,0.364907329864174,7.48347863964307
"nets_e1","IBM",19,0.0120281455877958,0.0250695193419702,0.153574749130637,0.136787205562875,0.370033379973744,0.038666591659621,0.332652210518769
"nets","IBM",19,0.0506315196959052,0.101242826841532,0.678068474425406,0.452432172905406,2.16052243566841,0.167459017178419,1.99914492556814
"nets_e10","IBM",19,0.137677684853563,0.267328243360353,1.95577420208001,0.83918317307825,7.79540026341536,0.40874958697539,7.77671924540748
"irs_e1","IBM",19,0,0,0,0,0,0.00306261520179505,2.14467572576231e-114
"irs","IBM",19,0,0,0,0,0,0.00977300048850269,1.58865730641795e-32
"irs_e10","IBM",19,0.123274850655913,0.216875381490339,1.92097865091285,0.900613935794754,5.94900516807166,0.309996837565487,8.26227738394529
"treatment_e1","IBM",19,0.0156536314165009,0.0329627027882116,0.294747331134364,0.285823813680963,1.04570261500321,0.0990326103413729,0.675999029646902
"treatment","IBM",19,0.0454178812517971,0.0957138174224516,0.856325163937049,0.542972875505525,3.65198787843104,0.263371904749638,2.54585122527609
"treatment_e10","IBM",19,0.103783803002002,0.22427721223403,1.88518330318425,0.751399815704159,11.060495132906,0.508610885047884,8.9938633199651
"primaquine_e1","IBM",19,0.00155386344529964,0.00357344627002114,0.0342511810938497,0.0391225904035683,0.219892465203919,0.0228585965273842,0.191935607759202
"primaquine","IBM",19,0.0121739281528798,0.0282031145522114,0.246596221098661,0.178742549196622,1.97019301881411,0.139375419038769,1.66037853767742
"primaquine_e10","IBM",19,0.046933387329213,0.108043224123503,0.897425505635325,0.402222866719767,8.16505035509996,0.370231226470041,7.55176038459304
"tafenoquine_e1","IBM",19,0.00143939014146929,0.00320233550277313,0.0269527915315008,0.0376219192222055,0.25723987268183,0.0262248152633083,0.200533440295361
"tafenoquine","IBM",19,0.0113037491005632,0.0251470113887304,0.23585529025703,0.176973818950217,2.01626738091832,0.142974462673469,1.68517254489515
"tafenoquine_e10","IBM",19,0.0459456440615147,0.106093020953387,0.864363602095132,0.387961490577627,8.11948696302114,0.367828336784665,7.47014090874325
"nets_e1","IBM",20,0.0131204942598988,0.0267153415464522,0.137082304869257,0.157034867323358,0.407511692260764,0.0423532954964214,0.350440994661815
"nets","IBM",20,0.0497563444977584,0.0978187218821157,0.620597877243663,0.419754200897358,1.98368252254611,0.159805728031747,1.79133941893798
"nets_e10","IBM",20,0.136811826349119,0.265134129179003,1.97325318684968,0.797117274514086,7.82328519021418,0.412492674069574,7.48234690939048
"irs_e1","IBM",20,0,0,0,0,0,0.00294566050662454,8.77829118156629e-111
"irs","IBM",20,0,0,0,0,0,0.00871711931925217,3.11458890393438e-58
"irs_e10","IBM",20,0,0,0,0,0,0.0325438284803087,6.18771677564275e-18
"treatment_e1","IBM",20,0.0152571481078367,0.0315700277085029,0.265630625173454,0.283583413180233,1.02305154056548,0.10021095739072,0.652351958241227
"treatment","IBM",20,0.0430398480931515,0.0931980950349982,0.78934252968105,0.514933019884891,3.59849126277176,0.261011834664404,2.38201607322414
"treatment_e10","IBM",20,0.10274564070369,0.221699121950243,1.97416422640027,0.772577886636312,11.1826397614588,0.509370454857276,8.85487252652165
"primaquine_e1","IBM",20,0.00178477447196771,0.00451638056247931,0.0404301211916174,0.0395384383654809,0.244279078458379,0.0249328397365857,0.199387432983544
"primaquine","IBM",20,0.0112403612955835,0.0252929491696531,0.221184897877776,0.161409405650429,1.76232923652219,0.132441079447988,1.46830850210955
"primaquine_e10","IBM",20,0.0450044257929387,0.10642354141947,0.861122446540408,0.387871110907684,8.09349666799568,0.368194519274303,7.19516909469296
"tafenoquine_e1","IBM",20,0.0014961849978669,0.00361374510932745,0.0386087241027556,0.0416446819998972,0.287620120403803,0.0289446468152366,0.211476160503881
"tafenoquine","IBM",20,0.0118069348824938,0.0274046335429081,0.225654701172492,0.168761248369041,1.86750600594352,0.13792113833977,1.50457088829449
"tafenoquine_e10","IBM",20,0.04501632010646,0.105165800980413,0.851170243169781,0.383208755748807,8.14050252495802,0.368788065181588,7.29438608147161
"eir_0.3","IBM",1,0.0165901178045559,0.0340429334325463,0.159469713569367,0.270047328679236,0.596925513095446,0.0593897994144465,0.381757915630118
"eir_30","IBM",1,0.258799879365493,0.525073895058899,3.34014106871395,0.940533171576459,26.2210337523838,0.769535862368177,30.7467612492931
"seasonal","IBM",1,0.0819988578699492,0.170737275656903,1.02772863147483,0.644360815483746,3.81072699002449,0.320444025125564,3.47972955089311
"eir_0.3","IBM",2,0.0148104280849599,0.0307733324294304,0.172001717038082,0.228121268966308,0.546189795116921,0.0555600476249194,0.312525369366703
"eir_30","IBM",2,0.25724621001413,0.51830382547203,3.42478917951948,0.986482950812531,25.6757605591723,0.765615797056418,30.4557712789305
"seasonal","IBM",2,0.0863882021790481,0.178319059355489,1.07832969397469,0.68656517816123,3.92867665477466,0.319224680197732,3.54638907230547
"eir_0.3","IBM",3,0.0129776512054281,0.027589689742561,0.112822981864869,0.193836192835455,0.467947641411118,0.0475348038117288,0.280687507384003
"eir_30","IBM",3,0.254698396355831,0.517107394354294,3.40008568666668,0.968218181269923,25.5703690233726,0.759619244059296,30.4688503601944
