"scenario","model","rep","doy","pvpr_2_10","clin_0_5"
"eir_1","IBM",17,354,0.0390563,0.224171
"eir_1","IBM",17,361,0.0397083,0.374513
"eir_1","IBM",17,365,0.0389655,0.174976
"eir_3","IBM",17,4,0.0928085,1.19314
"eir_3","IBM",17,11,0.0950758,0.886906
"eir_3","IBM",17,18,0.0939358,1.13825
"eir_3","IBM",17,25,0.0853186,0.833506
"eir_3","IBM",17,32,0.0867863,0.757209
"eir_3","IBM",17,39,0.088145,0.882861
"eir_3","IBM",17,46,0.0922354,1.18466
"eir_3","IBM",17,53,0.096913,1.26062
"eir_3","IBM",17,60,0.0956195,1.18066
"eir_3","IBM",17,67,0.0931266,1.18123
"eir_3","IBM",17,74,0.097567,1.15348
"eir_3","IBM",17,81,0.0923929,0.97607
"eir_3","IBM",17,88,0.0936418,0.977746
"eir_3","IBM",17,95,0.091945,0.827096
"eir_3","IBM",17,102,0.0920418,1.23014
"eir_3","IBM",17,109,0.0933793,1.25784
"eir_3","IBM",17,116,0.0919031,0.880792
"eir_3","IBM",17,123,0.0916613,0.955037
"eir_3","IBM",17,130,0.0881499,0.855803
"eir_3","IBM",17,137,0.0861119,1.03271
"eir_3","IBM",17,144,0.0877891,1.01108
"eir_3","IBM",17,151,0.0835053,0.990192
"eir_3","IBM",17,158,0.086965,1.09175
"eir_3","IBM",17,165,0.086618,0.989985
"eir_3","IBM",17,172,0.0847773,1.01537
"eir_3","IBM",17,179,0.0872372,0.763492
"eir_3","IBM",17,186,0.0908247,1.27311
"eir_3","IBM",17,193,0.0941584,1.12041
"eir_3","IBM",17,200,0.0902219,1.01891
"eir_3","IBM",17,207,0.0935304,1.19906
"eir_3","IBM",17,214,0.0940321,1.07128
"eir_3","IBM",17,221,0.0938644,1.0457
"eir_3","IBM",17,228,0.0942057,0.918047
"eir_3","IBM",17,235,0.094588,1.01948
"eir_3","IBM",17,242,0.0936355,0.99455
"eir_3","IBM",17,249,0.0924813,1.19948
"eir_3","IBM",17,256,0.0879664,1.0476
"eir_3","IBM",17,263,0.0856891,0.765788
"eir_3","IBM",17,270,0.0862693,0.96993
"eir_3","IBM",17,277,0.0899809,1.4798
"eir_3","IBM",17,284,0.093924,1.17273
"eir_3","IBM",17,291,0.0924062,1.09648
"eir_3","IBM",17,298,0.0885012,1.0182
"eir_3","IBM",17,305,0.0900892,1.0165
"eir_3","IBM",17,312,0.08862,0.967359
"eir_3","IBM",17,319,0.0866415,1.145
"eir_3","IBM",17,326,0.0856681,0.81496
"eir_3","IBM",17,333,0.0852789,1.2993
"eir_3","IBM",17,340,0.0866165,1.24573
"eir_3","IBM",17,347,0.0854697,0.863545
"eir_3","IBM",17,354,0.0913323,1.2221
"eir_3","IBM",17,361,0.0889739,0.916957
"eir_3","IBM",17,365,0.0845361,1.24878
"eir_10","IBM",17,4,0.171511,2.61395
"eir_10","IBM",17,11,0.165016,2.08012
"eir_10","IBM",17,18,0.165901,2.42305
"eir_10","IBM",17,25,0.171172,1.81166
"eir_10","IBM",17,32,0.168743,2.13407
"eir_10","IBM",17,39,0.160421,1.98649
"eir_10","IBM",17,46,0.15605,1.98556
"eir_10","IBM",17,53,0.162323,2.59839
"eir_10","IBM",17,60,0.162073,2.25915
"eir_10","IBM",17,67,0.16456,2.1586
"eir_10","IBM",17,74,0.162405,2.15889
"eir_10","IBM",17,81,0.161329,2.37777
"eir_10","IBM",17,88,0.161916,2.17991
"eir_10","IBM",17,95,0.158854,2.25718
"eir_10","IBM",17,102,0.165093,2.13551
"eir_10","IBM",17,109,0.164777,2.57232
"eir_10","IBM",17,116,0.159366,2.0012
"eir_10","IBM",17,123,0.158328,2.02846
"eir_10","IBM",17,130,0.159533,2.69463
"eir_10","IBM",17,137,0.162005,2.20662
"eir_10","IBM",17,144,0.163096,1.83676
"eir_10","IBM",17,151,0.161081,1.90856
"eir_10","IBM",17,158,0.152068,2.20115
"eir_10","IBM",17,165,0.156076,2.39713
"eir_10","IBM",17,172,0.157491,1.88599
"eir_10","IBM",17,179,0.159057,2.0159
"eir_10","IBM",17,186,0.166499,1.92261
"eir_10","IBM",17,193,0.169622,2.66513
"eir_10","IBM",17,200,0.168061,2.09543
"eir_10","IBM",17,207,0.165449,2.09558
"eir_10","IBM",17,214,0.159825,2.5402
"eir_10","IBM",17,221,0.161184,2.09444
"eir_10","IBM",17,228,0.165189,2.34101
"eir_10","IBM",17,235,0.168208,2.29606
"eir_10","IBM",17,242,0.167833,2.59848
"eir_10","IBM",17,249,0.170933,2.297
"eir_10","IBM",17,256,0.167081,1.87851
"eir_10","IBM",17,263,0.166259,2.17321
"eir_10","IBM",17,270,0.165763,2.81758
"eir_10","IBM",17,277,0.168322,2.15171
"eir_10","IBM",17,284,0.166915,2.34862
"eir_10","IBM",17,291,0.173171,2.72056
"eir_10","IBM",17,298,0.181175,1.99858
"eir_10","IBM",17,305,0.17775,2.02243
"eir_10","IBM",17,312,0.168492,2.27615
"eir_10","IBM",17,319,0.164495,2.14938
"eir_10","IBM",17,326,0.163875,2.27337
"eir_10","IBM",17,333,0.166223,2.36741
"eir_10","IBM",17,340,0.168728,2.34275
"eir_10","IBM",17,347,0.171886,1.75398
"eir_10","IBM",17,354,0.178223,2.22501
"eir_10","IBM",17,361,0.175463,2.14517
"eir_10","IBM",17,365,0.174281,2.76123
"demography","IBM",17,4,0.0855277,0.872907
"demography","IBM",17,11,0.0768404,0.808072
"demography","IBM",17,18,0.0734883,0.934141
"demography","IBM",17,25,0.0785115,1.06123
"demography","IBM",17,32,0.0820607,0.816414
"demography","IBM",17,39,0.0858129,1.38927
"demography","IBM",17,46,0.0800519,0.949038
"demography","IBM",17,53,0.0793891,1.0153
"demography","IBM",17,60,0.0841934,0.509866
"demography","IBM",17,67,0.0804234,0.762535
"demography","IBM",17,74,0.0853578,0.761739
"demography","IBM",17,81,0.0866142,0.634341
"demography","IBM",17,88,0.0944159,1.147
"demography","IBM",17,95,0.0818152,0.768556
"demography","IBM",17,102,0.0754532,1.02564
"demography","IBM",17,109,0.075447,1.02763
"demography","IBM",17,116,0.0793703,0.900917
"demography","IBM",17,123,0.0730399,1.22397
"demography","IBM",17,130,0.0728984,0.9634
"demography","IBM",17,137,0.0769399,1.21688
"demography","IBM",17,144,0.076081,1.1488
"demography","IBM",17,151,0.0755916,0.828242
"demography","IBM",17,158,0.0795753,0.829691
"demography","IBM",17,165,0.0790535,1.21624
"demography","IBM",17,172,0.0780111,0.897594
"demography","IBM",17,179,0.0781812,1.15547
"demography","IBM",17,186,0.0800437,0.384548
"demography","IBM",17,193,0.0843558,1.28183
"demography","IBM",17,200,0.0889547,1.21795
"demography","IBM",17,207,0.0849637,1.02799
"demography","IBM",17,214,0.0799868,0.89949
"demography","IBM",17,221,0.0802605,0.898541
"demography","IBM",17,228,0.0752926,0.640126
"demography","IBM",17,235,0.0774407,0.898383
"demography","IBM",17,242,0.0785202,1.09301
"demography","IBM",17,249,0.0871676,0.450458
"demography","IBM",17,256,0.0864293,0.902189
"demography","IBM",17,263,0.0827184,0.451892
"demography","IBM",17,270,0.0833517,1.23201
"demography","IBM",17,277,0.0763308,0.843706
"demography","IBM",17,284,0.0811645,0.647508
"demography","IBM",17,291,0.0853389,0.971951
"demography","IBM",17,298,0.0826164,0.778944
"demography","IBM",17,305,0.0802157,0.454707
"demography","IBM",17,312,0.0801102,1.29986
"demography","IBM",17,319,0.0835264,1.10883
"demography","IBM",17,326,0.0829564,0.521708
"demography","IBM",17,333,0.0791035,0.980656
"demography","IBM",17,340,0.0721978,0.720826
"demography","IBM",17,347,0.0727133,1.30824
"demography","IBM",17,354,0.0725683,0.912989
"demography","IBM",17,361,0.0769399,0.845058
"demography","IBM",17,365,0.0773354,0.909091
"eir_1","IBM",18,4,0.0505387,0.511341
"eir_1","IBM",18,11,0.0484875,0.535333
"eir_1","IBM",18,18,0.0482501,0.559182
"eir_1","IBM",18,25,0.0510404,0.533803
"eir_1","IBM",18,32,0.054775,0.559145
"eir_1","IBM",18,39,0.0592167,0.558996
"eir_1","IBM",18,46,0.0570009,0.655645
"eir_1","IBM",18,53,0.0548975,0.557585
"eir_1","IBM",18,60,0.0571933,0.43611
"eir_1","IBM",18,67,0.0581635,0.630774
"eir_1","IBM",18,74,0.0510974,0.486116
"eir_1","IBM",18,81,0.0506906,0.679476
"eir_1","IBM",18,88,0.0526161,0.436168
"eir_1","IBM",18,95,0.0532269,0.679341
"eir_1","IBM",18,102,0.0479812,0.679341
"eir_1","IBM",18,109,0.0469739,0.799005
"eir_1","IBM",18,116,0.0467469,0.484567
"eir_1","IBM",18,123,0.047287,0.459119
"eir_1","IBM",18,130,0.0479623,0.433463
"eir_1","IBM",18,137,0.0449075,0.697345
"eir_1","IBM",18,144,0.0440285,0.361195
"eir_1","IBM",18,151,0.0457993,0.361076
"eir_1","IBM",18,158,0.0465458,0.698449
"eir_1","IBM",18,165,0.0499828,0.627895
"eir_1","IBM",18,172,0.0479839,0.458998
"eir_1","IBM",18,179,0.0467143,0.53112
"eir_1","IBM",18,186,0.0434059,0.531436
"eir_1","IBM",18,193,0.0442995,0.700159
"eir_1","IBM",18,200,0.045837,0.410221
"eir_1","IBM",18,207,0.0446118,0.604465
"eir_1","IBM",18,214,0.0423058,0.581789
"eir_1","IBM",18,221,0.0465842,0.825517
"eir_1","IBM",18,228,0.0484624,0.582331
"eir_1","IBM",18,235,0.0481963,0.65534
"eir_1","IBM",18,242,0.0527522,0.750929
"eir_1","IBM",18,249,0.0535104,0.557104
"eir_1","IBM",18,256,0.0488055,0.436197
"eir_1","IBM",18,263,0.0466331,0.459424
"eir_1","IBM",18,270,0.0492267,0.483572
"eir_1","IBM",18,277,0.0503906,0.482708
"eir_1","IBM",18,284,0.0477051,0.627604
"eir_1","IBM",18,291,0.0445875,0.628768
"eir_1","IBM",18,298,0.0436183,0.605146
"eir_1","IBM",18,305,0.0440638,0.435763
"eir_1","IBM",18,312,0.0448038,0.556513
"eir_1","IBM",18,319,0.0498582,0.604225
"eir_1","IBM",18,326,0.0468742,0.386243
"eir_1","IBM",18,333,0.0414571,0.313968
"eir_1","IBM",18,340,0.0396252,0.556735
"eir_1","IBM",18,347,0.0431641,0.533094
"eir_1","IBM",18,354,0.0451198,0.508728
"eir_1","IBM",18,361,0.0451264,0.727188
"eir_1","IBM",18,365,0.0444749,0.339219
"eir_3","IBM",18,4,0.089179,0.853887
"eir_3","IBM",18,11,0.0846058,1.00187
"eir_3","IBM",18,18,0.0788388,1.24841
"eir_3","IBM",18,25,0.0844559,1.0281
"eir_3","IBM",18,32,0.076984,1.12692
"eir_3","IBM",18,39,0.0796732,1.37098
"eir_3","IBM",18,46,0.0854147,1.05096
"eir_3","IBM",18,53,0.0878248,1.2459
"eir_3","IBM",18,60,0.0896603,1.63502
"eir_3","IBM",18,67,0.0945614,1.02425
"eir_3","IBM",18,74,0.0918,1.21951
"eir_3","IBM",18,81,0.0932604,1.09947
"eir_3","IBM",18,88,0.0886493,1.0006
"eir_3","IBM",18,95,0.085557,1.29182
"eir_3","IBM",18,102,0.0845091,1.36485
"eir_3","IBM",18,109,0.0802418,1.00161
"eir_3","IBM",18,116,0.0789383,1.19504
"eir_3","IBM",18,123,0.0797582,1.12135
"eir_3","IBM",18,130,0.0818142,1.02323
"eir_3","IBM",18,137,0.0813559,0.95033
"eir_3","IBM",18,144,0.0843811,1.14649
"eir_3","IBM",18,151,0.0905788,1.11956
"eir_3","IBM",18,158,0.0914571,1.11725
"eir_3","IBM",18,165,0.0972631,1.33531
"eir_3","IBM",18,172,0.0992202,1.04682
"eir_3","IBM",18,179,0.0952474,0.902861
"eir_3","IBM",18,186,0.0951865,1.27101
"eir_3","IBM",18,193,0.0937777,1.29485
"eir_3","IBM",18,200,0.0903591,1.14626
"eir_3","IBM",18,207,0.0910387,1.09361
"eir_3","IBM",18,214,0.0919941,1.04106
"eir_3","IBM",18,221,0.0870462,0.606272
"eir_3","IBM",18,228,0.0863603,0.970809
"eir_3","IBM",18,235,0.0862755,0.753178
"eir_3","IBM",18,242,0.0839556,1.30876
"eir_3","IBM",18,249,0.0878932,0.823381
"eir_3","IBM",18,256,0.0858403,1.13843
"eir_3","IBM",18,263,0.0831045,1.25987
"eir_3","IBM",18,270,0.0851553,0.94334
"eir_3","IBM",18,277,0.084332,1.25471
"eir_3","IBM",18,284,0.0815409,1.20669
"eir_3","IBM",18,291,0.0806081,1.30219
"eir_3","IBM",18,298,0.086217,1.32824
"eir_3","IBM",18,305,0.0880333,1.2305
"eir_3","IBM",18,312,0.0868371,1.11236
"eir_3","IBM",18,319,0.0886001,1.08674
"eir_3","IBM",18,326,0.0851919,1.30314
"eir_3","IBM",18,333,0.0898948,1.27681
"eir_3","IBM",18,340,0.0920396,0.938613
"eir_3","IBM",18,347,0.0868629,0.601754
"eir_3","IBM",18,354,0.0838839,1.10584
"eir_3","IBM",18,361,0.083521,0.793113
"eir_3","IBM",18,365,0.0791367,1.00829
"eir_10","IBM",18,4,0.179017,2.9631
"eir_10","IBM",18,11,0.181269,2.08712
"eir_10","IBM",18,18,0.172953,2.51113
"eir_10","IBM",18,25,0.165854,2.48567
"eir_10","IBM",18,32,0.170881,2.2175
"eir_10","IBM",18,39,0.173193,2.35975
"eir_10","IBM",18,46,0.172332,2.43137
"eir_10","IBM",18,53,0.17146,2.1618
"eir_10","IBM",18,60,0.17228,1.71811
"eir_10","IBM",18,67,0.167102,2.08012
"eir_10","IBM",18,74,0.166404,2.29514
"eir_10","IBM",18,81,0.171581,2.05166
"eir_10","IBM",18,88,0.168781,2.04728
"eir_10","IBM",18,95,0.164898,2.16769
"eir_10","IBM",18,102,0.167209,2.09295
"eir_10","IBM",18,109,0.170557,2.11376
"eir_10","IBM",18,116,0.169628,1.9366
"eir_10","IBM",18,123,0.16304,1.83757
"eir_10","IBM",18,130,0.16405,2.09881
"eir_10","IBM",18,137,0.167356,2.40797
"eir_10","IBM",18,144,0.167298,2.11859
"eir_10","IBM",18,151,0.168256,2.0977
"eir_10","IBM",18,158,0.166658,1.93109
"eir_10","IBM",18,165,0.162812,2.22502
"eir_10","IBM",18,172,0.167828,2.37154
"eir_10","IBM",18,179,0.168293,2.13606
"eir_10","IBM",18,186,0.170427,2.01564
"eir_10","IBM",18,193,0.177166,2.86808
"eir_10","IBM",18,200,0.177604,2.40547
"eir_10","IBM",18,207,0.175721,2.74308
"eir_10","IBM",18,214,0.178561,2.18607
"eir_10","IBM",18,221,0.182819,2.17636
"eir_10","IBM",18,228,0.178714,2.24757
"eir_10","IBM",18,235,0.182504,2.46067
"eir_10","IBM",18,242,0.189411,2.67885
"eir_10","IBM",18,249,0.17603,1.88231
"eir_10","IBM",18,256,0.178886,2.4825
"eir_10","IBM",18,263,0.180425,2.38263
"eir_10","IBM",18,270,0.183483,2.38153
"eir_10","IBM",18,277,0.185456,2.68629
"eir_10","IBM",18,284,0.180129,1.96468
"eir_10","IBM",18,291,0.184267,2.32622
"eir_10","IBM",18,298,0.18404,1.96727
"eir_10","IBM",18,305,0.182639,2.2838
"eir_10","IBM",18,312,0.176925,2.38185
"eir_10","IBM",18,319,0.178068,1.96934
"eir_10","IBM",18,326,0.178924,2.40147
"eir_10","IBM",18,333,0.178737,2.04489
"eir_10","IBM",18,340,0.174301,2.31013
"eir_10","IBM",18,347,0.169031,2.33142
"eir_10","IBM",18,354,0.178552,3.00402
"eir_10","IBM",18,361,0.176534,2.04381
"eir_10","IBM",18,365,0.173883,2.5277
"demography","IBM",18,4,0.0750166,0.799495
"demography","IBM",18,11,0.0712314,1.17046
"demography","IBM",18,18,0.070736,0.800439
"demography","IBM",18,25,0.0711853,0.552844
"demography","IBM",18,32,0.0688144,0.796943
"demography","IBM",18,39,0.0629041,0.736011
"demography","IBM",18,46,0.0657837,0.797211
"demography","IBM",18,53,0.0732481,0.61139
"demography","IBM",18,60,0.0713192,0.85523
"demography","IBM",18,67,0.0813381,0.73
"demography","IBM",18,74,0.0814831,0.91083
"demography","IBM",18,81,0.0804736,0.969939
"demography","IBM",18,88,0.0734036,0.607018
"demography","IBM",18,95,0.0754303,0.729392
"demography","IBM",18,102,0.0730639,0.971552
"demography","IBM",18,109,0.0837805,0.729392
"demography","IBM",18,116,0.0757112,0.426758
"demography","IBM",18,123,0.0660625,0.79534
"demography","IBM",18,130,0.0656061,0.916165
"demography","IBM",18,137,0.0693254,0.668164
"demography","IBM",18,144,0.0711223,0.728543
"demography","IBM",18,151,0.0705326,1.09354
"demography","IBM",18,158,0.0758727,0.547135
"demography","IBM",18,165,0.0716177,0.669948
"demography","IBM",18,172,0.067463,0.66939
"demography","IBM",18,179,0.0667554,0.915705
"demography","IBM",18,186,0.0771883,0.915399
"demography","IBM",18,193,0.0789854,0.916165
"demography","IBM",18,200,0.0718809,0.733545
"demography","IBM",18,207,0.0690039,0.852804
"demography","IBM",18,214,0.0676457,0.977897
"demography","IBM",18,221,0.0736866,0.798687
"demography","IBM",18,228,0.0690232,0.862593
"demography","IBM",18,235,0.0608259,0.679357
"demography","IBM",18,242,0.0677796,0.679472
"demography","IBM",18,249,0.063021,0.680508
"demography","IBM",18,256,0.0614055,0.923895
"demography","IBM",18,263,0.0620369,0.429773
"demography","IBM",18,270,0.0611142,0.797747
"demography","IBM",18,277,0.0677238,0.98582
"demography","IBM",18,284,0.0637828,0.55518
"demography","IBM",18,291,0.0593295,0.616762
"demography","IBM",18,298,0.0673427,0.803012
"demography","IBM",18,305,0.0682169,0.55565
"demography","IBM",18,312,0.0753658,0.617284
"demography","IBM",18,319,0.0659111,0.679472
"demography","IBM",18,326,0.0708635,0.68097
"demography","IBM",18,333,0.0745008,0.616242
"demography","IBM",18,340,0.070676,0.800304
"demography","IBM",18,347,0.0655918,0.368873
"demography","IBM",18,354,0.0709578,1.10439
"demography","IBM",18,361,0.0672656,0.489358
"demography","IBM",18,365,0.062069,0.428907
"eir_1","IBM",19,4,0.0421275,0.378056
"eir_1","IBM",19,11,0.0428334,0.327625
"eir_1","IBM",19,18,0.0400623,0.605056
"eir_1","IBM",19,25,0.0431984,0.655794
"eir_1","IBM",19,32,0.0449771,0.378003
"eir_1","IBM",19,39,0.0431376,0.503622
"eir_1","IBM",19,46,0.0441354,0.604055
"eir_1","IBM",19,53,0.0433209,0.226646
"eir_1","IBM",19,60,0.0451487,0.42799
"eir_1","IBM",19,67,0.0428995,0.52873
"eir_1","IBM",19,74,0.0424346,0.402342
"eir_1","IBM",19,81,0.0420995,0.427283
"eir_1","IBM",19,88,0.0410038,0.377612
"eir_1","IBM",19,95,0.0378952,0.477946
"eir_1","IBM",19,102,0.0368548,0.477815
"eir_1","IBM",19,109,0.0398698,0.603057
"eir_1","IBM",19,116,0.0427757,0.626459
"eir_1","IBM",19,123,0.0418165,0.425379
"eir_1","IBM",19,130,0.0444323,0.600947
"eir_1","IBM",19,137,0.0422269,0.651338
"eir_1","IBM",19,144,0.0413631,0.400961
"eir_1","IBM",19,151,0.0389701,0.425554
"eir_1","IBM",19,158,0.0408021,0.475815
"eir_1","IBM",19,165,0.0388258,0.476731
"eir_1","IBM",19,172,0.0372792,0.501891
"eir_1","IBM",19,179,0.0389448,0.602145
"eir_1","IBM",19,186,0.0394514,0.301591
"eir_1","IBM",19,193,0.0415147,0.326229
"eir_1","IBM",19,200,0.0401179,0.326364
"eir_1","IBM",19,207,0.0375294,0.301778
"eir_1","IBM",19,214,0.0383038,0.579645
"eir_1","IBM",19,221,0.0403939,0.529973
"eir_1","IBM",19,228,0.0420584,0.379549
"eir_1","IBM",19,235,0.0430892,0.58327
"eir_1","IBM",19,242,0.0420958,0.429798
"eir_1","IBM",19,249,0.0431802,0.505435
"eir_1","IBM",19,256,0.0436849,0.556056
"eir_1","IBM",19,263,0.0435349,0.454829
"eir_1","IBM",19,270,0.0397517,0.581774
"eir_1","IBM",19,277,0.0396198,0.42965
"eir_1","IBM",19,284,0.0405318,0.529936
"eir_1","IBM",19,291,0.0427856,0.478837
"eir_1","IBM",19,298,0.0395673,0.403176
"eir_1","IBM",19,305,0.0414287,0.578248
"eir_1","IBM",19,312,0.0404395,0.652234
"eir_1","IBM",19,319,0.0403116,0.401761
"eir_1","IBM",19,326,0.041109,0.553297
"eir_1","IBM",19,333,0.0403563,0.579085
"eir_1","IBM",19,340,0.0419369,0.327445
"eir_1","IBM",19,347,0.0404508,0.478111
"eir_1","IBM",19,354,0.0392807,0.429293
"eir_1","IBM",19,361,0.0377566,0.378971
"eir_1","IBM",19,365,0.0364401,0.353854
"eir_3","IBM",19,4,0.0817719,1.09161
"eir_3","IBM",19,11,0.0820468,0.970682
"eir_3","IBM",19,18,0.0835743,1.1833
"eir_3","IBM",19,25,0.0859503,0.945473
"eir_3","IBM",19,32,0.0823529,0.921896
"eir_3","IBM",19,39,0.0824578,1.13018
"eir_3","IBM",19,46,0.0845841,1.03553
"eir_3","IBM",19,53,0.0913885,1.01147
"eir_3","IBM",19,60,0.0922482,1.13178
"eir_3","IBM",19,67,0.0964768,0.87298
"eir_3","IBM",19,74,0.0964595,0.988777
"eir_3","IBM",19,81,0.0938935,0.847414
"eir_3","IBM",19,88,0.0976152,1.13025
"eir_3","IBM",19,95,0.0950357,0.966419
"eir_3","IBM",19,102,0.0908215,1.25048
"eir_3","IBM",19,109,0.0867763,0.944984
"eir_3","IBM",19,116,0.0853241,0.994228
"eir_3","IBM",19,123,0.0873219,0.922613
"eir_3","IBM",19,130,0.086034,0.968859
"eir_3","IBM",19,137,0.0839639,0.991976
"eir_3","IBM",19,144,0.0829732,1.10964
"eir_3","IBM",19,151,0.0831184,0.920942
"eir_3","IBM",19,158,0.0858185,1.10914
"eir_3","IBM",19,165,0.0900379,1.44026
"eir_3","IBM",19,172,0.0926511,1.13193
"eir_3","IBM",19,179,0.0875195,1.03666
"eir_3","IBM",19,186,0.0871345,0.942848
"eir_3","IBM",19,193,0.0846416,1.05906
"eir_3","IBM",19,200,0.0821122,0.98916
"eir_3","IBM",19,207,0.0826132,1.15521
"eir_3","IBM",19,214,0.0834798,1.10627
"eir_3","IBM",19,221,0.08485,1.03519
"eir_3","IBM",19,228,0.0902443,1.20074
"eir_3","IBM",19,235,0.0893857,1.1062
"eir_3","IBM",19,242,0.0934334,1.03713
"eir_3","IBM",19,249,0.0926566,1.0374
"eir_3","IBM",19,256,0.0880935,1.39061
"eir_3","IBM",19,263,0.0896279,0.98999
"eir_3","IBM",19,270,0.0927775,0.847086
"eir_3","IBM",19,277,0.0919518,1.1301
"eir_3","IBM",19,284,0.0905072,1.17704
"eir_3","IBM",19,291,0.0865916,1.08176
"eir_3","IBM",19,298,0.0907902,1.10663
"eir_3","IBM",19,305,0.0902788,0.800904
"eir_3","IBM",19,312,0.0846169,1.27079
"eir_3","IBM",19,319,0.0888996,1.01212
"eir_3","IBM",19,326,0.0833333,1.27186
"eir_3","IBM",19,333,0.0830512,0.918921
"eir_3","IBM",19,340,0.0802821,1.2047
"eir_3","IBM",19,347,0.082894,1.23055
"eir_3","IBM",19,354,0.0906365,1.32779
"eir_3","IBM",19,361,0.093388,1.06621
"eir_3","IBM",19,365,0.0918919,0.8303
"eir_10","IBM",19,4,0.172544,2.57042
"eir_10","IBM",19,11,0.179473,1.91125
"eir_10","IBM",19,18,0.16829,2.03118
"eir_10","IBM",19,25,0.17086,1.93225
"eir_10","IBM",19,32,0.174271,2.63644
"eir_10","IBM",19,39,0.175339,2.29023
"eir_10","IBM",19,46,0.172736,1.92529
"eir_10","IBM",19,53,0.178353,2.02196
"eir_10","IBM",19,60,0.180171,1.87254
"eir_10","IBM",19,67,0.170709,2.1865
"eir_10","IBM",19,74,0.168319,2.21035
"eir_10","IBM",19,81,0.176399,2.11686
"eir_10","IBM",19,88,0.179515,2.07165
"eir_10","IBM",19,95,0.181153,2.10051
"eir_10","IBM",19,102,0.182843,2.22546
"eir_10","IBM",19,109,0.180073,2.12964
"eir_10","IBM",19,116,0.177518,2.45279
"eir_10","IBM",19,123,0.179862,2.01386
"eir_10","IBM",19,130,0.18792,2.35611
"eir_10","IBM",19,137,0.188389,2.28018
"eir_10","IBM",19,144,0.183678,2.33769
"eir_10","IBM",19,151,0.183448,2.04199
"eir_10","IBM",19,158,0.181225,2.33345
"eir_10","IBM",19,165,0.17609,2.11395
"eir_10","IBM",19,172,0.174914,2.11537
"eir_10","IBM",19,179,0.175052,2.23987
"eir_10","IBM",19,186,0.180834,2.0912
"eir_10","IBM",19,193,0.181592,2.16049
"eir_10","IBM",19,200,0.181698,2.22934
"eir_10","IBM",19,207,0.181436,2.1275
"eir_10","IBM",19,214,0.186714,2.24946
"eir_10","IBM",19,221,0.182255,2.67049
"eir_10","IBM",19,228,0.176252,2.03678
"eir_10","IBM",19,235,0.170307,2.18607
"eir_10","IBM",19,242,0.170006,2.19123
"eir_10","IBM",19,249,0.173288,1.65025
"eir_10","IBM",19,256,0.174963,2.0943
"eir_10","IBM",19,263,0.168103,2.29203
"eir_10","IBM",19,270,0.166683,2.09912
"eir_10","IBM",19,277,0.165134,2.22034
"eir_10","IBM",19,284,0.167957,2.06659
"eir_10","IBM",19,291,0.17193,2.58377
"eir_10","IBM",19,298,0.181698,2.38113
"eir_10","IBM",19,305,0.183563,2.25158
"eir_10","IBM",19,312,0.185252,2.27559
"eir_10","IBM",19,319,0.180947,2.39729
"eir_10","IBM",19,326,0.178641,2.02914
"eir_10","IBM",19,333,0.180938,2.47167
"eir_10","IBM",19,340,0.175346,2.00549
"eir_10","IBM",19,347,0.169013,1.96052
"eir_10","IBM",19,354,0.162269,2.25324
"eir_10","IBM",19,361,0.165622,2.23565
"eir_10","IBM",19,365,0.167695,1.20292
"demography","IBM",19,4,0.0799867,0.823785
"demography","IBM",19,11,0.0780158,1.20567
"demography","IBM",19,18,0.0772136,0.634562
"demography","IBM",19,25,0.0781285,1.07932
"demography","IBM",19,32,0.0813035,0.633571
"demography","IBM",19,39,0.0761027,0.696565
"demography","IBM",19,46,0.0744941,0.885002
"demography","IBM",19,53,0.0749861,0.951016
"demography","IBM",19,60,0.0734332,0.886845
"demography","IBM",19,67,0.0793968,0.760417
"demography","IBM",19,74,0.079418,0.827376
"demography","IBM",19,81,0.0823791,0.952174
"demography","IBM",19,88,0.0799377,0.569818
"demography","IBM",19,95,0.0823529,0.952008
"demography","IBM",19,102,0.0743079,0.572599
"demography","IBM",19,109,0.0752879,0.955164
"demography","IBM",19,116,0.0731383,1.02223
"demography","IBM",19,123,0.0740494,0.767344
"demography","IBM",19,130,0.0784813,1.27823
"demography","IBM",19,137,0.0808215,0.76627
"demography","IBM",19,144,0.0769826,0.831872
"demography","IBM",19,151,0.0730548,0.701678
"demography","IBM",19,158,0.0753924,0.636443
"demography","IBM",19,165,0.0792035,0.889624
"demography","IBM",19,172,0.0773658,0.824357
"demography","IBM",19,179,0.0753924,0.443038
"demography","IBM",19,186,0.0699061,0.885002
"demography","IBM",19,193,0.0732944,1.00933
"demography","IBM",19,200,0.0771441,1.13374
"demography","IBM",19,207,0.078607,0.947888
"demography","IBM",19,214,0.0827723,0.754652
"demography","IBM",19,221,0.0788226,0.877253
"demography","IBM",19,228,0.0805546,1.50386
"demography","IBM",19,235,0.0786961,1.00464
"demography","IBM",19,242,0.083114,1.38115
"demography","IBM",19,249,0.0841081,0.750385
"demography","IBM",19,256,0.0751426,1.1279
"demography","IBM",19,263,0.078648,1.31543
"demography","IBM",19,270,0.0797855,1.32246
"demography","IBM",19,277,0.0834154,1.20295
"demography","IBM",19,284,0.0845532,0.952671
"demography","IBM",19,291,0.0907005,0.827087
"demography","IBM",19,298,0.0845733,1.46127
"demography","IBM",19,305,0.0861181,0.765467
"demography","IBM",19,312,0.0859803,0.894138
