"scenario","model","rep","doy","pfpr_2_10","clin_0_5"
"ts_treat","IBM",7,200,0.295851,1.63577
"ts_treat","IBM",7,207,0.310159,1.56205
"ts_treat","IBM",7,214,0.315743,1.83617
"ts_treat","IBM",7,221,0.321355,1.88234
"ts_treat","IBM",7,228,0.324984,1.80902
"ts_treat","IBM",7,235,0.3333,2.10539
"ts_treat","IBM",7,242,0.34513,2.23317
"ts_treat","IBM",7,249,0.35447,2.62252
"ts_treat","IBM",7,256,0.369354,3.0098
"ts_treat","IBM",7,263,0.383647,2.88411
"ts_treat","IBM",7,270,0.385965,3.07674
"ts_treat","IBM",7,277,0.395688,3.72147
"ts_treat","IBM",7,284,0.400786,3.30406
"ts_treat","IBM",7,291,0.407869,3.38964
"ts_treat","IBM",7,298,0.404485,2.97227
"ts_treat","IBM",7,305,0.408687,3.72875
"ts_treat","IBM",7,312,0.418143,3.62089
"ts_treat","IBM",7,319,0.427748,3.53107
"ts_treat","IBM",7,326,0.43164,3.31149
"ts_treat","IBM",7,333,0.426037,2.3997
"ts_treat","IBM",7,340,0.414279,1.54122
"ts_treat","IBM",7,347,0.407173,1.27451
"ts_treat","IBM",7,354,0.394323,0.955754
"ts_treat","IBM",7,361,0.38441,0.760468
"ts_treat","IBM",7,365,0.378988,0.860849
"ts_all","IBM",7,4,0.115029,0.0736729
"ts_all","IBM",7,11,0.110863,0
"ts_all","IBM",7,18,0.105041,0.049208
"ts_all","IBM",7,25,0.102012,0.0246239
"ts_all","IBM",7,32,0.099346,0
"ts_all","IBM",7,39,0.0968543,0
"ts_all","IBM",7,46,0.0924625,0
"ts_all","IBM",7,53,0.0876371,0
"ts_all","IBM",7,60,0.0820676,0
"ts_all","IBM",7,67,0.079234,0
"ts_all","IBM",7,74,0.0760632,0
"ts_all","IBM",7,81,0.0737098,0
"ts_all","IBM",7,88,0.0713008,0
"ts_all","IBM",7,95,0.068808,0
"ts_all","IBM",7,102,0.0650899,0
"ts_all","IBM",7,109,0.0625652,0
"ts_all","IBM",7,116,0.0597993,0.0246638
"ts_all","IBM",7,123,0.059317,0
"ts_all","IBM",7,130,0.0579128,0.0246939
"ts_all","IBM",7,137,0.0574986,0.172822
"ts_all","IBM",7,144,0.0568492,0.17274
"ts_all","IBM",7,151,0.0616493,0.320024
"ts_all","IBM",7,158,0.0662701,0.418127
"ts_all","IBM",7,165,0.0714498,0.343899
"ts_all","IBM",7,172,0.0762192,0.589502
"ts_all","IBM",7,179,0.0822419,0.46836
"ts_all","IBM",7,186,0.0877323,0.840217
"ts_all","IBM",7,193,0.0956638,0.743532
"ts_all","IBM",7,200,0.0975983,0.470808
"ts_all","IBM",7,207,0.0865536,0.173656
"ts_all","IBM",7,214,0.0855905,0.198721
"ts_all","IBM",7,221,0.0885752,0.273111
"ts_all","IBM",7,228,0.092113,0.44703
"ts_all","IBM",7,235,0.0936343,0.223637
"ts_all","IBM",7,242,0.0974827,0.27352
"ts_all","IBM",7,249,0.101527,0.47283
"ts_all","IBM",7,256,0.1107,0.547003
"ts_all","IBM",7,263,0.115574,0.322526
"ts_all","IBM",7,270,0.117961,0.372019
"ts_all","IBM",7,277,0.125068,0.471256
"ts_all","IBM",7,284,0.134048,0.669816
"ts_all","IBM",7,291,0.141473,0.570468
"ts_all","IBM",7,298,0.141262,0.421135
"ts_all","IBM",7,305,0.147345,0.569693
"ts_all","IBM",7,312,0.155403,0.545405
"ts_all","IBM",7,319,0.159982,1.04024
"ts_all","IBM",7,326,0.16697,1.26461
"ts_all","IBM",7,333,0.169387,1.41415
"ts_all","IBM",7,340,0.172496,1.39171
"ts_all","IBM",7,347,0.175965,1.1175
"ts_all","IBM",7,354,0.173662,0.842384
"ts_all","IBM",7,361,0.169435,0.445665
"ts_all","IBM",7,365,0.167704,0.173644
"ts_none","IBM",8,4,0.536506,0.349569
"ts_none","IBM",8,11,0.519545,0.174976
"ts_none","IBM",8,18,0.501789,0.0500377
"ts_none","IBM",8,25,0.48213,0.0500171
"ts_none","IBM",8,32,0.465642,0.0249692
"ts_none","IBM",8,39,0.449438,0
"ts_none","IBM",8,46,0.432545,0
"ts_none","IBM",8,53,0.417136,0
"ts_none","IBM",8,60,0.400816,0.0249607
"ts_none","IBM",8,67,0.387612,0
"ts_none","IBM",8,74,0.374484,0
"ts_none","IBM",8,81,0.356495,0
"ts_none","IBM",8,88,0.343882,0
"ts_none","IBM",8,95,0.334903,0
"ts_none","IBM",8,102,0.322036,0.025
"ts_none","IBM",8,109,0.308608,0
"ts_none","IBM",8,116,0.298317,0
"ts_none","IBM",8,123,0.286374,0.0250584
"ts_none","IBM",8,130,0.277611,0.100137
"ts_none","IBM",8,137,0.26872,0.0750411
"ts_none","IBM",8,144,0.261471,0.325423
"ts_none","IBM",8,151,0.262326,0.577174
"ts_none","IBM",8,158,0.26935,0.628097
"ts_none","IBM",8,165,0.275462,1.17912
"ts_none","IBM",8,172,0.291371,1.27833
"ts_none","IBM",8,179,0.310313,1.65158
"ts_none","IBM",8,186,0.327869,1.40423
"ts_none","IBM",8,193,0.340698,1.70748
"ts_none","IBM",8,200,0.350947,1.76195
"ts_none","IBM",8,207,0.366858,1.66736
"ts_none","IBM",8,214,0.379517,2.00104
"ts_none","IBM",8,221,0.390645,2.07732
"ts_none","IBM",8,228,0.405296,2.10324
"ts_none","IBM",8,235,0.421189,2.12136
"ts_none","IBM",8,242,0.434739,2.59742
"ts_none","IBM",8,249,0.449572,2.70183
"ts_none","IBM",8,256,0.466059,3.0791
"ts_none","IBM",8,263,0.476641,3.20308
"ts_none","IBM",8,270,0.500784,3.33264
"ts_none","IBM",8,277,0.516227,3.99018
"ts_none","IBM",8,284,0.531212,3.81313
"ts_none","IBM",8,291,0.542619,4.11502
"ts_none","IBM",8,298,0.548299,4.19366
"ts_none","IBM",8,305,0.552085,3.78552
"ts_none","IBM",8,312,0.56015,4.30007
"ts_none","IBM",8,319,0.566818,2.83731
"ts_none","IBM",8,326,0.573446,3.14306
"ts_none","IBM",8,333,0.571436,2.56025
"ts_none","IBM",8,340,0.563178,1.97434
"ts_none","IBM",8,347,0.554035,1.89446
"ts_none","IBM",8,354,0.546115,1.21011
"ts_none","IBM",8,361,0.533478,0.678252
"ts_none","IBM",8,365,0.524903,1.23192
"ts_nets","IBM",8,4,0.290985,0.0747287
"ts_nets","IBM",8,11,0.281377,0.0497309
"ts_nets","IBM",8,18,0.273334,0.024857
"ts_nets","IBM",8,25,0.263693,0
"ts_nets","IBM",8,32,0.255925,0
"ts_nets","IBM",8,39,0.24871,0.0249317
"ts_nets","IBM",8,46,0.242391,0
"ts_nets","IBM",8,53,0.232966,0
"ts_nets","IBM",8,60,0.220097,0
"ts_nets","IBM",8,67,0.212769,0
"ts_nets","IBM",8,74,0.202603,0
"ts_nets","IBM",8,81,0.195559,0
"ts_nets","IBM",8,88,0.187875,0
"ts_nets","IBM",8,95,0.18061,0
"ts_nets","IBM",8,102,0.17535,0.0246106
"ts_nets","IBM",8,109,0.169541,0
"ts_nets","IBM",8,116,0.164761,0
"ts_nets","IBM",8,123,0.16027,0
"ts_nets","IBM",8,130,0.155276,0.0246422
"ts_nets","IBM",8,137,0.150984,0.148233
"ts_nets","IBM",8,144,0.152056,0.297615
"ts_nets","IBM",8,151,0.156566,0.719187
"ts_nets","IBM",8,158,0.163649,0.570351
"ts_nets","IBM",8,165,0.169829,0.570312
"ts_nets","IBM",8,172,0.174253,0.718601
"ts_nets","IBM",8,179,0.181206,0.81661
"ts_nets","IBM",8,186,0.191454,0.64204
"ts_nets","IBM",8,193,0.199768,0.738418
"ts_nets","IBM",8,200,0.209677,0.762158
"ts_nets","IBM",8,207,0.222879,0.885027
"ts_nets","IBM",8,214,0.228961,1.15429
"ts_nets","IBM",8,221,0.237499,1.25379
"ts_nets","IBM",8,228,0.247465,1.134
"ts_nets","IBM",8,235,0.258898,1.55382
"ts_nets","IBM",8,242,0.269824,1.28157
"ts_nets","IBM",8,249,0.28164,1.97044
"ts_nets","IBM",8,256,0.301898,1.82143
"ts_nets","IBM",8,263,0.321302,2.3388
"ts_nets","IBM",8,270,0.340819,2.87266
"ts_nets","IBM",8,277,0.351261,3.06702
"ts_nets","IBM",8,284,0.368341,3.06434
"ts_nets","IBM",8,291,0.383649,2.96589
"ts_nets","IBM",8,298,0.398469,2.54936
"ts_nets","IBM",8,305,0.410817,2.98518
"ts_nets","IBM",8,312,0.421222,2.85767
"ts_nets","IBM",8,319,0.430571,2.73903
"ts_nets","IBM",8,326,0.432225,2.16282
"ts_nets","IBM",8,333,0.433882,2.51316
"ts_nets","IBM",8,340,0.435032,1.80107
"ts_nets","IBM",8,347,0.434064,1.43467
"ts_nets","IBM",8,354,0.424825,1.06457
"ts_nets","IBM",8,361,0.410025,0.547226
"ts_nets","IBM",8,365,0.404712,0.174224
"ts_smc","IBM",8,4,0.415335,0.60846
"ts_smc","IBM",8,11,0.405494,0.227967
"ts_smc","IBM",8,18,0.393891,0.177764
"ts_smc","IBM",8,25,0.38091,0.0508321
"ts_smc","IBM",8,32,0.36679,0.0507085
"ts_smc","IBM",8,39,0.355892,0
"ts_smc","IBM",8,46,0.340908,0
"ts_smc","IBM",8,53,0.327266,0
"ts_smc","IBM",8,60,0.316745,0
"ts_smc","IBM",8,67,0.306882,0
"ts_smc","IBM",8,74,0.294522,0.050512
"ts_smc","IBM",8,81,0.281758,0
"ts_smc","IBM",8,88,0.272009,0
"ts_smc","IBM",8,95,0.263405,0
"ts_smc","IBM",8,102,0.252776,0.0251898
"ts_smc","IBM",8,109,0.241522,0
"ts_smc","IBM",8,116,0.23032,0
"ts_smc","IBM",8,123,0.221508,0
"ts_smc","IBM",8,130,0.21382,0.101333
"ts_smc","IBM",8,137,0.210828,0.201936
"ts_smc","IBM",8,144,0.208752,0.505575
"ts_smc","IBM",8,151,0.216189,0.982673
"ts_smc","IBM",8,158,0.227358,0.85598
"ts_smc","IBM",8,165,0.245475,1.20703
"ts_smc","IBM",8,172,0.260361,1.38219
"ts_smc","IBM",8,179,0.273581,1.5803
"ts_smc","IBM",8,186,0.290236,1.58215
"ts_smc","IBM",8,193,0.305293,1.63407
"ts_smc","IBM",8,200,0.314005,1.20711
"ts_smc","IBM",8,207,0.266706,0.301197
"ts_smc","IBM",8,214,0.257254,0.326408
"ts_smc","IBM",8,221,0.260149,0.576857
"ts_smc","IBM",8,228,0.276239,0.90037
"ts_smc","IBM",8,235,0.274933,0.400714
"ts_smc","IBM",8,242,0.275462,0.500206
"ts_smc","IBM",8,249,0.285004,0.6
"ts_smc","IBM",8,256,0.297042,1.07338
"ts_smc","IBM",8,263,0.309052,0.772883
"ts_smc","IBM",8,270,0.309557,0.672054
"ts_smc","IBM",8,277,0.322962,0.973067
"ts_smc","IBM",8,284,0.333118,1.50257
"ts_smc","IBM",8,291,0.344697,1.05223
"ts_smc","IBM",8,298,0.33846,0.628227
"ts_smc","IBM",8,305,0.343335,0.706045
"ts_smc","IBM",8,312,0.354275,1.13558
"ts_smc","IBM",8,319,0.367766,1.8428
"ts_smc","IBM",8,326,0.391773,2.67936
"ts_smc","IBM",8,333,0.416214,3.11576
"ts_smc","IBM",8,340,0.423468,2.79285
"ts_smc","IBM",8,347,0.430105,1.70252
"ts_smc","IBM",8,354,0.424251,1.42083
"ts_smc","IBM",8,361,0.422267,0.710858
"ts_smc","IBM",8,365,0.416638,0.532588
"ts_treat","IBM",8,4,0.365771,0.325134
"ts_treat","IBM",8,11,0.352141,0.150216
"ts_treat","IBM",8,18,0.336,0.0501305
"ts_treat","IBM",8,25,0.325072,0.0250652
"ts_treat","IBM",8,32,0.316611,0
"ts_treat","IBM",8,39,0.304404,0
"ts_treat","IBM",8,46,0.291588,0.0250017
"ts_treat","IBM",8,53,0.280362,0
"ts_treat","IBM",8,60,0.271752,0.049826
"ts_treat","IBM",8,67,0.265755,0
"ts_treat","IBM",8,74,0.256635,0.0249096
"ts_treat","IBM",8,81,0.248433,0
"ts_treat","IBM",8,88,0.238029,0
"ts_treat","IBM",8,95,0.230211,0
"ts_treat","IBM",8,102,0.220272,0.0247156
"ts_treat","IBM",8,109,0.212588,0
"ts_treat","IBM",8,116,0.206404,0.0246655
"ts_treat","IBM",8,123,0.198057,0.0246772
"ts_treat","IBM",8,130,0.191673,0.0247139
"ts_treat","IBM",8,137,0.188111,0.221615
"ts_treat","IBM",8,144,0.186704,0.295029
"ts_treat","IBM",8,151,0.191046,0.738368
"ts_treat","IBM",8,158,0.199355,0.739016
"ts_treat","IBM",8,165,0.206295,0.786903
"ts_treat","IBM",8,172,0.211635,0.884729
"ts_treat","IBM",8,179,0.223913,1.12897
"ts_treat","IBM",8,186,0.232855,1.20001
"ts_treat","IBM",8,193,0.249358,1.2259
"ts_treat","IBM",8,200,0.258265,1.74043
"ts_treat","IBM",8,207,0.268973,1.34587
"ts_treat","IBM",8,214,0.280274,1.64094
"ts_treat","IBM",8,221,0.288739,1.66801
"ts_treat","IBM",8,228,0.297934,2.08431
"ts_treat","IBM",8,235,0.309613,2.18445
"ts_treat","IBM",8,242,0.308977,1.93823
"ts_treat","IBM",8,249,0.319061,2.16311
"ts_treat","IBM",8,256,0.331259,2.60433
"ts_treat","IBM",8,263,0.344858,2.31013
"ts_treat","IBM",8,270,0.358585,3.17113
"ts_treat","IBM",8,277,0.370972,3.3493
"ts_treat","IBM",8,284,0.376863,4.06788
"ts_treat","IBM",8,291,0.387683,3.50155
"ts_treat","IBM",8,298,0.394963,3.78952
"ts_treat","IBM",8,305,0.398688,3.50463
"ts_treat","IBM",8,312,0.405833,3.17991
"ts_treat","IBM",8,319,0.403223,2.96206
"ts_treat","IBM",8,326,0.40397,2.27661
"ts_treat","IBM",8,333,0.399695,2.52612
"ts_treat","IBM",8,340,0.399052,1.95425
"ts_treat","IBM",8,347,0.394331,1.60597
"ts_treat","IBM",8,354,0.393349,1.01403
"ts_treat","IBM",8,361,0.379725,0.814787
"ts_treat","IBM",8,365,0.374525,0.345808
"ts_all","IBM",8,4,0.126464,0.025162
"ts_all","IBM",8,11,0.117545,0
"ts_all","IBM",8,18,0.113172,0
"ts_all","IBM",8,25,0.108515,0
"ts_all","IBM",8,32,0.102564,0.0251204
"ts_all","IBM",8,39,0.0985034,0
"ts_all","IBM",8,46,0.0941992,0
"ts_all","IBM",8,53,0.0900938,0.0250515
"ts_all","IBM",8,60,0.0869565,0
"ts_all","IBM",8,67,0.0834229,0
"ts_all","IBM",8,74,0.078608,0
"ts_all","IBM",8,81,0.0773206,0
"ts_all","IBM",8,88,0.0753463,0
"ts_all","IBM",8,95,0.0736498,0
"ts_all","IBM",8,102,0.0711981,0.0254125
"ts_all","IBM",8,109,0.0689249,0
"ts_all","IBM",8,116,0.0670832,0
"ts_all","IBM",8,123,0.0626954,0
"ts_all","IBM",8,130,0.0603634,0.0253825
"ts_all","IBM",8,137,0.0589595,0.0253684
"ts_all","IBM",8,144,0.0592981,0.151957
"ts_all","IBM",8,151,0.061514,0.22784
"ts_all","IBM",8,158,0.0645891,0.330225
"ts_all","IBM",8,165,0.0699671,0.458031
"ts_all","IBM",8,172,0.0761466,0.483444
"ts_all","IBM",8,179,0.0787168,0.381746
"ts_all","IBM",8,186,0.0860463,0.584977
"ts_all","IBM",8,193,0.0892537,0.534146
"ts_all","IBM",8,200,0.0957833,0.536614
"ts_all","IBM",8,207,0.0868297,0.153706
"ts_all","IBM",8,214,0.0827999,0.128331
"ts_all","IBM",8,221,0.0830599,0.128557
"ts_all","IBM",8,228,0.0892086,0.463427
"ts_all","IBM",8,235,0.0960173,0.205359
"ts_all","IBM",8,242,0.102635,0.230623
"ts_all","IBM",8,249,0.108008,0.256122
"ts_all","IBM",8,256,0.119846,0.461409
"ts_all","IBM",8,263,0.120822,0.307865
"ts_all","IBM",8,270,0.117214,0.435591
"ts_all","IBM",8,277,0.126892,0.230268
"ts_all","IBM",8,284,0.134647,0.894232
"ts_all","IBM",8,291,0.140148,0.715536
"ts_all","IBM",8,298,0.141154,0.382092
"ts_all","IBM",8,305,0.143272,0.330754
"ts_all","IBM",8,312,0.146057,0.634915
"ts_all","IBM",8,319,0.154978,0.889376
"ts_all","IBM",8,326,0.16781,1.67875
"ts_all","IBM",8,333,0.175108,1.90753
"ts_all","IBM",8,340,0.179138,1.06688
"ts_all","IBM",8,347,0.181253,0.734865
"ts_all","IBM",8,354,0.184125,0.682668
"ts_all","IBM",8,361,0.181916,0.378893
"ts_all","IBM",8,365,0.178239,0.17667
"ts_none","IBM",9,4,0.535205,0.48153
"ts_none","IBM",9,11,0.516632,0.192561
"ts_none","IBM",9,18,0.498071,0.0722581
"ts_none","IBM",9,25,0.482607,0
"ts_none","IBM",9,32,0.465247,0
"ts_none","IBM",9,39,0.446615,0.0241147
"ts_none","IBM",9,46,0.432211,0
"ts_none","IBM",9,53,0.419161,0
"ts_none","IBM",9,60,0.406736,0.0241738
"ts_none","IBM",9,67,0.39589,0
"ts_none","IBM",9,74,0.382922,0
"ts_none","IBM",9,81,0.368321,0
"ts_none","IBM",9,88,0.357513,0
"ts_none","IBM",9,95,0.344953,0
"ts_none","IBM",9,102,0.331656,0
"ts_none","IBM",9,109,0.321439,0
"ts_none","IBM",9,116,0.309487,0
"ts_none","IBM",9,123,0.300402,0
"ts_none","IBM",9,130,0.28886,0
"ts_none","IBM",9,137,0.281162,0.192918
"ts_none","IBM",9,144,0.275662,0.410547
"ts_none","IBM",9,151,0.278023,0.652606
"ts_none","IBM",9,158,0.285041,1.01725
"ts_none","IBM",9,165,0.296916,0.947232
"ts_none","IBM",9,172,0.306163,1.0201
"ts_none","IBM",9,179,0.319021,1.45844
"ts_none","IBM",9,186,0.334511,1.65169
"ts_none","IBM",9,193,0.348073,1.28932
"ts_none","IBM",9,200,0.362903,2.0225
"ts_none","IBM",9,207,0.374004,1.72548
"ts_none","IBM",9,214,0.384704,1.96654
"ts_none","IBM",9,221,0.396867,1.96276
"ts_none","IBM",9,228,0.415674,1.72044
"ts_none","IBM",9,235,0.424931,1.86695
"ts_none","IBM",9,242,0.435539,2.93319
"ts_none","IBM",9,249,0.446132,2.80881
"ts_none","IBM",9,256,0.465387,2.8784
"ts_none","IBM",9,263,0.479201,3.39457
"ts_none","IBM",9,270,0.498558,3.50731
"ts_none","IBM",9,277,0.512427,3.24541
"ts_none","IBM",9,284,0.53016,3.91801
"ts_none","IBM",9,291,0.545328,3.93764
"ts_none","IBM",9,298,0.556379,4.1022
"ts_none","IBM",9,305,0.57206,3.91672
"ts_none","IBM",9,312,0.575798,3.54671
"ts_none","IBM",9,319,0.573988,3.59299
"ts_none","IBM",9,326,0.581378,2.42119
"ts_none","IBM",9,333,0.586638,2.40274
"ts_none","IBM",9,340,0.587505,1.92257
"ts_none","IBM",9,347,0.580708,1.65833
"ts_none","IBM",9,354,0.571202,1.25231
"ts_none","IBM",9,361,0.563758,0.938118
"ts_none","IBM",9,365,0.550715,0.504841
"ts_nets","IBM",9,4,0.301399,0
"ts_nets","IBM",9,11,0.293344,0.0491186
"ts_nets","IBM",9,18,0.283512,0
"ts_nets","IBM",9,25,0.271079,0
"ts_nets","IBM",9,32,0.260309,0
"ts_nets","IBM",9,39,0.252262,0
"ts_nets","IBM",9,46,0.246186,0
"ts_nets","IBM",9,53,0.237486,0
"ts_nets","IBM",9,60,0.229243,0
"ts_nets","IBM",9,67,0.219819,0
"ts_nets","IBM",9,74,0.21184,0
"ts_nets","IBM",9,81,0.203315,0
"ts_nets","IBM",9,88,0.194432,0
"ts_nets","IBM",9,95,0.185628,0
"ts_nets","IBM",9,102,0.178969,0
"ts_nets","IBM",9,109,0.170371,0
"ts_nets","IBM",9,116,0.164079,0
"ts_nets","IBM",9,123,0.159992,0.0249028
"ts_nets","IBM",9,130,0.156176,0.0248824
"ts_nets","IBM",9,137,0.152582,0.0995975
"ts_nets","IBM",9,144,0.151157,0.3246
"ts_nets","IBM",9,151,0.15434,0.374769
"ts_nets","IBM",9,158,0.160958,0.399808
"ts_nets","IBM",9,165,0.16897,0.721688
"ts_nets","IBM",9,172,0.179576,0.571633
"ts_nets","IBM",9,179,0.186853,0.670956
"ts_nets","IBM",9,186,0.198258,0.794882
"ts_nets","IBM",9,193,0.2081,0.994144
"ts_nets","IBM",9,200,0.217641,1.09386
"ts_nets","IBM",9,207,0.223345,0.947146
"ts_nets","IBM",9,214,0.23218,1.22232
"ts_nets","IBM",9,221,0.24627,1.29867
"ts_nets","IBM",9,228,0.266214,1.57306
"ts_nets","IBM",9,235,0.281775,1.32446
"ts_nets","IBM",9,242,0.295715,1.8225
"ts_nets","IBM",9,249,0.30846,1.80358
"ts_nets","IBM",9,256,0.318193,2.03001
"ts_nets","IBM",9,263,0.33014,2.30252
"ts_nets","IBM",9,270,0.341011,2.52673
"ts_nets","IBM",9,277,0.359027,2.77614
"ts_nets","IBM",9,284,0.370783,3.30929
"ts_nets","IBM",9,291,0.385181,3.27724
"ts_nets","IBM",9,298,0.393601,3.09703
"ts_nets","IBM",9,305,0.402703,3.31184
"ts_nets","IBM",9,312,0.413735,3.15877
"ts_nets","IBM",9,319,0.427241,3.06033
"ts_nets","IBM",9,326,0.435931,2.26337
"ts_nets","IBM",9,333,0.438912,2.38416
"ts_nets","IBM",9,340,0.438862,1.6371
"ts_nets","IBM",9,347,0.434067,1.46467
"ts_nets","IBM",9,354,0.429864,0.970811
"ts_nets","IBM",9,361,0.418598,0.546407
"ts_nets","IBM",9,365,0.40715,0.521677
"ts_smc","IBM",9,4,0.416845,0.645003
"ts_smc","IBM",9,11,0.405906,0.238718
"ts_smc","IBM",9,18,0.390412,0.143006
"ts_smc","IBM",9,25,0.378925,0.0238235
"ts_smc","IBM",9,32,0.364428,0
"ts_smc","IBM",9,39,0.354113,0.0237646
"ts_smc","IBM",9,46,0.341687,0
"ts_smc","IBM",9,53,0.326617,0
"ts_smc","IBM",9,60,0.314997,0
"ts_smc","IBM",9,67,0.302806,0
"ts_smc","IBM",9,74,0.28886,0
"ts_smc","IBM",9,81,0.277488,0
"ts_smc","IBM",9,88,0.268519,0.0238968
"ts_smc","IBM",9,95,0.261372,0
"ts_smc","IBM",9,102,0.253394,0
"ts_smc","IBM",9,109,0.242526,0
"ts_smc","IBM",9,116,0.232084,0.0239769
"ts_smc","IBM",9,123,0.224548,0.0240226
"ts_smc","IBM",9,130,0.215928,0
"ts_smc","IBM",9,137,0.212464,0.217047
"ts_smc","IBM",9,144,0.212997,0.362487
"ts_smc","IBM",9,151,0.21364,0.795995
"ts_smc","IBM",9,158,0.225055,0.917996
"ts_smc","IBM",9,165,0.237588,1.52456
"ts_smc","IBM",9,172,0.258608,1.37992
"ts_smc","IBM",9,179,0.277739,1.18798
"ts_smc","IBM",9,186,0.292444,1.50276
"ts_smc","IBM",9,193,0.308625,1.8405
"ts_smc","IBM",9,200,0.311223,1.30426
"ts_smc","IBM",9,207,0.270105,0.313864
"ts_smc","IBM",9,214,0.25311,0.482262
"ts_smc","IBM",9,221,0.254898,0.747161
"ts_smc","IBM",9,228,0.265112,0.773356
"ts_smc","IBM",9,235,0.265241,0.53214
"ts_smc","IBM",9,242,0.268697,0.482677
"ts_smc","IBM",9,249,0.279137,1.01416
"ts_smc","IBM",9,256,0.296845,1.23148
"ts_smc","IBM",9,263,0.305898,0.554162
"ts_smc","IBM",9,270,0.303358,0.673743
"ts_smc","IBM",9,277,0.312962,0.961475
"ts_smc","IBM",9,284,0.327598,1.27563
"ts_smc","IBM",9,291,0.339898,1.2047
"ts_smc","IBM",9,298,0.333168,0.74805
"ts_smc","IBM",9,305,0.341384,1.25695
"ts_smc","IBM",9,312,0.358532,1.42852
"ts_smc","IBM",9,319,0.374528,1.98488
"ts_smc","IBM",9,326,0.397631,2.46556
"ts_smc","IBM",9,333,0.418393,2.87193
"ts_smc","IBM",9,340,0.435113,2.46458
"ts_smc","IBM",9,347,0.442139,1.9096
"ts_smc","IBM",9,354,0.439743,1.47402
"ts_smc","IBM",9,361,0.432269,0.845075
"ts_smc","IBM",9,365,0.424548,1.3506
"ts_treat","IBM",9,4,0.355029,0.485147
"ts_treat","IBM",9,11,0.341754,0.21881
"ts_treat","IBM",9,18,0.330502,0.218534
"ts_treat","IBM",9,25,0.320363,0.0242573
"ts_treat","IBM",9,32,0.31227,0.0484889
"ts_treat","IBM",9,39,0.299966,0.0242622
"ts_treat","IBM",9,46,0.289158,0
"ts_treat","IBM",9,53,0.279002,0
"ts_treat","IBM",9,60,0.269041,0
"ts_treat","IBM",9,67,0.25847,0
"ts_treat","IBM",9,74,0.245224,0
"ts_treat","IBM",9,81,0.236104,0
"ts_treat","IBM",9,88,0.22633,0.0486245
"ts_treat","IBM",9,95,0.220392,0
"ts_treat","IBM",9,102,0.211081,0
"ts_treat","IBM",9,109,0.204515,0.0243204
"ts_treat","IBM",9,116,0.197531,0
"ts_treat","IBM",9,123,0.190308,0
"ts_treat","IBM",9,130,0.18172,0.121569
"ts_treat","IBM",9,137,0.177257,0.194485
"ts_treat","IBM",9,144,0.177848,0.363932
"ts_treat","IBM",9,151,0.17992,0.702156
"ts_treat","IBM",9,158,0.188515,0.581172
"ts_treat","IBM",9,165,0.198706,1.21005
"ts_treat","IBM",9,172,0.209857,1.26096
"ts_treat","IBM",9,179,0.219755,1.33593
"ts_treat","IBM",9,186,0.237006,1.43615
"ts_treat","IBM",9,193,0.246373,1.38978
"ts_treat","IBM",9,200,0.252729,1.56202
"ts_treat","IBM",9,207,0.269969,1.82768
"ts_treat","IBM",9,214,0.27538,1.5124
"ts_treat","IBM",9,221,0.281415,1.88258
"ts_treat","IBM",9,228,0.286764,1.58855
"ts_treat","IBM",9,235,0.295601,2.10149
"ts_treat","IBM",9,242,0.30441,2.1732
"ts_treat","IBM",9,249,0.315862,2.46341
"ts_treat","IBM",9,256,0.330538,2.55722
"ts_treat","IBM",9,263,0.343354,2.67364
"ts_treat","IBM",9,270,0.350581,3.23138
"ts_treat","IBM",9,277,0.361988,3.06253
"ts_treat","IBM",9,284,0.36931,3.47781
"ts_treat","IBM",9,291,0.386894,3.45833
"ts_treat","IBM",9,298,0.400545,3.36743
"ts_treat","IBM",9,305,0.405016,3.78226
"ts_treat","IBM",9,312,0.407064,3.12299
"ts_treat","IBM",9,319,0.399673,3.13879
"ts_treat","IBM",9,326,0.392496,2.52394
"ts_treat","IBM",9,333,0.391259,2.30828
"ts_treat","IBM",9,340,0.385584,2.04427
"ts_treat","IBM",9,347,0.380515,1.94719
"ts_treat","IBM",9,354,0.372537,0.923866
"ts_treat","IBM",9,361,0.36709,0.705667
"ts_treat","IBM",9,365,0.359089,0.340644
"ts_all","IBM",9,4,0.129972,0.150951
"ts_all","IBM",9,11,0.123816,0.0251377
"ts_all","IBM",9,18,0.120381,0
"ts_all","IBM",9,25,0.117005,0
"ts_all","IBM",9,32,0.112214,0
"ts_all","IBM",9,39,0.109569,0
"ts_all","IBM",9,46,0.106288,0.0250963
"ts_all","IBM",9,53,0.10263,0
"ts_all","IBM",9,60,0.0985509,0
"ts_all","IBM",9,67,0.0935803,0
"ts_all","IBM",9,74,0.0905446,0
"ts_all","IBM",9,81,0.0864536,0
"ts_all","IBM",9,88,0.0814207,0.025263
"ts_all","IBM",9,95,0.0780401,0
"ts_all","IBM",9,102,0.0767239,0
"ts_all","IBM",9,109,0.0744141,0
"ts_all","IBM",9,116,0.0713706,0.0252176
"ts_all","IBM",9,123,0.0679404,0
"ts_all","IBM",9,130,0.0670153,0.0753717
"ts_all","IBM",9,137,0.067788,0.150775
"ts_all","IBM",9,144,0.0705578,0.251568
"ts_all","IBM",9,151,0.0739538,0.379208
"ts_all","IBM",9,158,0.0801258,0.328124
"ts_all","IBM",9,165,0.0871571,0.353193
