"scenario","model","rep","age_lo","age_hi","age_mid","pop_frac","prev","clin","sev"
"eir_20","IBM",16,1,2,1.5,0.0441813,0.443918,1.8403,62.7985
"eir_20","IBM",16,2,3,2.5,0.0412129,0.488497,1.78485,45.9758
"eir_20","IBM",16,3,5,4,0.0783547,0.531284,1.46173,13.3866
"eir_20","IBM",16,5,7,6,0.0728964,0.557198,1.22817,12.9965
"eir_20","IBM",16,7,10,8.5,0.0970759,0.572456,0.944565,1.39419
"eir_20","IBM",16,10,15,12.5,0.134602,0.50405,0.588972,1.50825
"eir_20","IBM",16,15,20,17.5,0.103941,0.360023,0.387051,0.325526
"eir_20","IBM",16,20,30,25,0.150604,0.246888,0.240618,0.449333
"eir_20","IBM",16,30,40,35,0.0931953,0.206805,0.148492,0.363061
"eir_20","IBM",16,40,60,50,0.093146,0.197292,0.12169,0.363253
"eir_20","IBM",16,60,85,72.5,0.0433294,0.200662,0.0913644,0
"demography","IBM",16,0,1,0.5,0.0171334,0.254135,0.911643,55.1318
"demography","IBM",16,1,2,1.5,0.0170479,0.383428,1.48019,45.5139
"demography","IBM",16,2,3,2.5,0.0173781,0.445288,1.36665,42.7078
"demography","IBM",16,3,5,4,0.0334051,0.474383,1.2765,20.1978
"demography","IBM",16,5,7,6,0.0319204,0.502962,1.03467,7.39803
"demography","IBM",16,7,10,8.5,0.0480732,0.521072,0.907367,4.21052
"demography","IBM",16,10,15,12.5,0.0799458,0.470002,0.634235,1.68792
"demography","IBM",16,15,20,17.5,0.0849308,0.333865,0.392445,0.397211
"demography","IBM",16,20,30,25,0.156928,0.232739,0.279466,0.214974
"demography","IBM",16,30,40,35,0.15573,0.19432,0.17222,0.433258
"demography","IBM",16,40,60,50,0.230488,0.188459,0.132461,0.292732
"demography","IBM",16,60,85,72.5,0.12702,0.181082,0.103581,0
"eir_20","IBM",17,0,1,0.5,0.0465116,0.26608,1.01034,62.5552
"eir_20","IBM",17,1,2,1.5,0.0446964,0.438169,1.77045,56.0125
"eir_20","IBM",17,2,3,2.5,0.0422785,0.489722,1.81649,32.0086
"eir_20","IBM",17,3,5,4,0.0781391,0.533826,1.47383,18.1847
"eir_20","IBM",17,5,7,6,0.0711311,0.560877,1.20809,5.23189
"eir_20","IBM",17,7,10,8.5,0.0964024,0.567388,0.923334,2.45661
"eir_20","IBM",17,10,15,12.5,0.14283,0.508707,0.595959,1.18434
"eir_20","IBM",17,15,20,17.5,0.0991889,0.359823,0.362915,0.341085
"eir_20","IBM",17,20,30,25,0.147564,0.249762,0.256322,0.458537
"eir_20","IBM",17,30,40,35,0.09387,0.20919,0.16651,0
"eir_20","IBM",17,40,60,50,0.0986775,0.19683,0.131313,0
"eir_20","IBM",17,60,85,72.5,0.0387099,0.196788,0.0882723,0
"demography","IBM",17,0,1,0.5,0.0181974,0.217338,0.749217,35.1484
"demography","IBM",17,1,2,1.5,0.0169923,0.370935,1.39866,63.3956
"demography","IBM",17,2,3,2.5,0.0167924,0.427235,1.46944,34.0797
"demography","IBM",17,3,5,4,0.0337497,0.495946,1.39942,20.9465
"demography","IBM",17,5,7,6,0.0330345,0.493167,1.08324,10.1904
"demography","IBM",17,7,10,8.5,0.0493825,0.519964,0.910058,3.40846
"demography","IBM",17,10,15,12.5,0.0861001,0.463376,0.634565,1.56393
"demography","IBM",17,15,20,17.5,0.0791671,0.341152,0.402686,0.425223
"demography","IBM",17,20,30,25,0.152183,0.229415,0.264119,0.442411
"demography","IBM",17,30,40,35,0.152225,0.191871,0.186424,0.442287
"demography","IBM",17,40,60,50,0.231926,0.183609,0.134698,0.290297
"demography","IBM",17,60,85,72.5,0.13025,0.184848,0.0953697,0.258454
"eir_20","IBM",18,0,1,0.5,0.0480108,0.279744,1.06712,54.3082
"eir_20","IBM",18,1,2,1.5,0.0435787,0.431098,1.82137,52.8383
"eir_20","IBM",18,2,3,2.5,0.0416616,0.487161,1.754,34.1371
"eir_20","IBM",18,3,5,4,0.0797818,0.534111,1.47406,19.0995
"eir_20","IBM",18,5,7,6,0.0743685,0.566284,1.14925,7.74058
"eir_20","IBM",18,7,10,8.5,0.098573,0.57645,0.928199,3.09171
"eir_20","IBM",18,10,15,12.5,0.13399,0.505218,0.587322,1.2636
"eir_20","IBM",18,15,20,17.5,0.0997129,0.353158,0.384083,0.339596
"eir_20","IBM",18,20,30,25,0.148864,0.247512,0.242255,0.45494
"eir_20","IBM",18,30,40,35,0.0937849,0.20692,0.172226,0
"eir_20","IBM",18,40,60,50,0.0968172,0.191851,0.121364,0
"eir_20","IBM",18,60,85,72.5,0.0408561,0.199022,0.0994575,0
"demography","IBM",18,0,1,0.5,0.0183221,0.23237,0.85425,49.6016
"demography","IBM",18,1,2,1.5,0.0183449,0.365001,1.43298,58.7138
"demography","IBM",18,2,3,2.5,0.0189117,0.40652,1.44877,39.156
"demography","IBM",18,3,5,4,0.0349868,0.453117,1.26992,22.1274
"demography","IBM",18,5,7,6,0.0349086,0.464596,1.00278,6.74951
"demography","IBM",18,7,10,8.5,0.0505177,0.504739,0.882833,4.66403
"demography","IBM",18,10,15,12.5,0.0807675,0.448244,0.618032,1.66698
"demography","IBM",18,15,20,17.5,0.0848112,0.329772,0.427037,1.5875
"demography","IBM",18,20,30,25,0.155397,0.229102,0.253426,0.433207
"demography","IBM",18,30,40,35,0.147843,0.192417,0.193291,0
"demography","IBM",18,40,60,50,0.227519,0.183653,0.123827,0.147941
"demography","IBM",18,60,85,72.5,0.127671,0.180238,0.100448,0
"eir_20","IBM",19,0,1,0.5,0.0474521,0.28711,1.1102,54.2259
"eir_20","IBM",19,1,2,1.5,0.0453104,0.43627,1.81725,49.3168
"eir_20","IBM",19,2,3,2.5,0.0442051,0.492157,1.76465,39.0613
"eir_20","IBM",19,3,5,4,0.0831681,0.538844,1.43988,22.7971
"eir_20","IBM",19,5,7,6,0.0722433,0.564029,1.25552,7.02978
"eir_20","IBM",19,7,10,8.5,0.0978531,0.57579,0.906169,3.45998
"eir_20","IBM",19,10,15,12.5,0.136253,0.504977,0.603325,0.993946
"eir_20","IBM",19,15,20,17.5,0.103278,0.359877,0.399944,0.655646
"eir_20","IBM",19,20,30,25,0.143686,0.248076,0.253068,0
"eir_20","IBM",19,30,40,35,0.0912305,0.205012,0.168115,0
"eir_20","IBM",19,40,60,50,0.0964803,0.197293,0.128788,0
"eir_20","IBM",19,60,85,72.5,0.0388399,0.196375,0.129013,0
"demography","IBM",19,0,1,0.5,0.0169503,0.195159,0.738298,37.8104
"demography","IBM",19,1,2,1.5,0.0175183,0.348811,1.23425,51.9885
"demography","IBM",19,2,3,2.5,0.0181188,0.413977,1.35158,37.2337
"demography","IBM",19,3,5,4,0.0360519,0.475247,1.29866,19.6484
"demography","IBM",19,5,7,6,0.0327308,0.50877,1.02542,5.15286
"demography","IBM",19,7,10,8.5,0.0516085,0.500226,0.840532,7.18962
"demography","IBM",19,10,15,12.5,0.0863018,0.444884,0.625758,0.781708
"demography","IBM",19,15,20,17.5,0.082489,0.323358,0.402377,1.63568
"demography","IBM",19,20,30,25,0.158857,0.228418,0.268821,0.849354
"demography","IBM",19,30,40,35,0.147305,0.190699,0.173346,0
"demography","IBM",19,40,60,50,0.222018,0.183937,0.124735,0
"demography","IBM",19,60,85,72.5,0.130051,0.179136,0.104267,0
"eir_20","IBM",20,0,1,0.5,0.0481647,0.297397,1.21275,40.004
"eir_20","IBM",20,1,2,1.5,0.045746,0.437926,1.83403,59.8535
"eir_20","IBM",20,2,3,2.5,0.0440077,0.485684,1.76744,36.8698
"eir_20","IBM",20,3,5,4,0.0774408,0.543362,1.49939,18.3332
"eir_20","IBM",20,5,7,6,0.0697571,0.569603,1.18045,6.78418
"eir_20","IBM",20,7,10,8.5,0.0976939,0.573033,0.92904,2.76809
"eir_20","IBM",20,10,15,12.5,0.137427,0.502166,0.610993,2.45971
"eir_20","IBM",20,15,20,17.5,0.104078,0.356843,0.349796,0.649575
"eir_20","IBM",20,20,30,25,0.143237,0.248526,0.248974,0
"eir_20","IBM",20,30,40,35,0.0973224,0.207953,0.156647,0
"eir_20","IBM",20,40,60,50,0.0952843,0.198493,0.134455,0.709522
"eir_20","IBM",20,60,85,72.5,0.0398408,0.196416,0.100966,0
"demography","IBM",20,0,1,0.5,0.0168106,0.224233,0.782534,56.1819
"demography","IBM",20,1,2,1.5,0.0172129,0.379331,1.35017,45.0709
"demography","IBM",20,2,3,2.5,0.0175118,0.424595,1.42536,23.1139
"demography","IBM",20,3,5,4,0.0344327,0.464847,1.22941,20.5718
"demography","IBM",20,5,7,6,0.0323803,0.495358,1.04691,10.417
"demography","IBM",20,7,10,8.5,0.0487472,0.499107,0.836566,2.76779
"demography","IBM",20,10,15,12.5,0.0800476,0.453021,0.641341,0.842761
"demography","IBM",20,15,20,17.5,0.0840887,0.340206,0.43643,1.20339
"demography","IBM",20,20,30,25,0.156313,0.233997,0.259592,0.431575
"demography","IBM",20,30,40,35,0.156445,0.192082,0.1796,0.431212
"demography","IBM",20,40,60,50,0.232078,0.181867,0.129354,0.145341
"demography","IBM",20,60,85,72.5,0.123932,0.181661,0.10533,0
"eir_3","IBM",1,0,1,0.5,0.0485944,0.0817761,0.255993,15.304
"eir_3","IBM",1,1,2,1.5,0.0473691,0.152245,0.393209,23.5497
"eir_3","IBM",1,2,3,2.5,0.0437066,0.189439,0.471791,23.9763
"eir_3","IBM",1,3,5,4,0.08176,0.220252,0.484566,19.4323
"eir_3","IBM",1,5,7,6,0.0733317,0.244766,0.557316,11.5243
"eir_3","IBM",1,7,10,8.5,0.0938696,0.261939,0.546655,6.84219
"eir_3","IBM",1,10,15,12.5,0.134387,0.247617,0.437432,4.02467
"eir_3","IBM",1,15,20,17.5,0.103228,0.201765,0.376587,1.63733
"eir_3","IBM",1,20,30,25,0.147593,0.159247,0.319732,2.06131
"eir_3","IBM",1,30,40,35,0.0922602,0.13531,0.263806,0
"eir_3","IBM",1,40,60,50,0.0927066,0.127673,0.22899,0
"eir_3","IBM",1,60,85,72.5,0.0411939,0.126587,0.175609,0
"eir_120","IBM",1,0,1,0.5,0.0488281,0.611576,2.81764,76.9962
"eir_120","IBM",1,1,2,1.5,0.0449465,0.755534,4.41362,67.8208
"eir_120","IBM",1,2,3,2.5,0.0417591,0.773581,3.12429,23.5214
"eir_120","IBM",1,3,5,4,0.0772484,0.791257,1.80512,8.76912
"eir_120","IBM",1,5,7,6,0.071992,0.796949,1.01245,2.35235
"eir_120","IBM",1,7,10,8.5,0.0979989,0.770936,0.608631,1.03685
"eir_120","IBM",1,10,15,12.5,0.130371,0.641088,0.323707,0.519593
"eir_120","IBM",1,15,20,17.5,0.107644,0.410192,0.175574,0
"eir_120","IBM",1,20,30,25,0.155031,0.27741,0.108581,0.218473
"eir_120","IBM",1,30,40,35,0.0903433,0.233061,0.0652332,0.374903
"eir_120","IBM",1,40,60,50,0.0907725,0.223719,0.0559696,1.11939
"eir_120","IBM",1,60,85,72.5,0.0430654,0.221255,0.0385375,0.786479
"eir_3","IBM",2,0,1,0.5,0.0483643,0.0670932,0.225088,18.2314
"eir_3","IBM",2,1,2,1.5,0.0460287,0.143073,0.385341,18.4198
"eir_3","IBM",2,2,3,2.5,0.0438102,0.184912,0.41337,18.5784
"eir_3","IBM",2,3,5,4,0.0794854,0.215689,0.535035,19.6265
"eir_3","IBM",2,5,7,6,0.0737584,0.243589,0.527381,8.73604
"eir_3","IBM",2,7,10,8.5,0.0967667,0.269795,0.526751,8.4112
"eir_3","IBM",2,10,15,12.5,0.136624,0.256818,0.442833,2.9787
"eir_3","IBM",2,15,20,17.5,0.108622,0.210947,0.382464,2.18551
"eir_3","IBM",2,20,30,25,0.149027,0.158371,0.323826,0.910264
"eir_3","IBM",2,30,40,35,0.0798892,0.126661,0.228809,1.27352
"eir_3","IBM",2,40,60,50,0.0966935,0.121364,0.203775,0
"eir_3","IBM",2,60,85,72.5,0.0409308,0.129112,0.170683,0.828557
"eir_120","IBM",2,0,1,0.5,0.0492325,0.599127,2.81316,77.0164
"eir_120","IBM",2,1,2,1.5,0.0468049,0.763911,4.49828,69.438
"eir_120","IBM",2,2,3,2.5,0.0443996,0.784625,3.08964,24.3999
"eir_120","IBM",2,3,5,4,0.0794882,0.796445,1.74238,8.09223
"eir_120","IBM",2,5,7,6,0.0729237,0.794186,0.97956,2.32123
"eir_120","IBM",2,7,10,8.5,0.101586,0.770503,0.608531,0.666518
"eir_120","IBM",2,10,15,12.5,0.133372,0.636172,0.32288,0.253837
"eir_120","IBM",2,15,20,17.5,0.104359,0.413351,0.187831,0.324406
"eir_120","IBM",2,20,30,25,0.147617,0.276714,0.106873,0.45868
"eir_120","IBM",2,30,40,35,0.0898969,0.234638,0.0674102,0
"eir_120","IBM",2,40,60,50,0.0912051,0.225552,0.0497397,0
"eir_120","IBM",2,60,85,72.5,0.0391154,0.222387,0.0380822,0
"eir_3","IBM",3,0,1,0.5,0.0481819,0.080838,0.256848,17.5442
"eir_3","IBM",3,1,2,1.5,0.0469766,0.161429,0.475771,25.1921
"eir_3","IBM",3,2,3,2.5,0.0438085,0.204278,0.500916,20.0675
"eir_3","IBM",3,3,5,4,0.0794563,0.228493,0.546831,18.7242
"eir_3","IBM",3,5,7,6,0.075868,0.257258,0.577151,8.02217
"eir_3","IBM",3,7,10,8.5,0.102149,0.279583,0.547162,7.61327
"eir_3","IBM",3,10,15,12.5,0.132288,0.267241,0.459565,3.57837
"eir_3","IBM",3,15,20,17.5,0.107328,0.221496,0.397579,1.26016
"eir_3","IBM",3,20,30,25,0.146757,0.162664,0.331312,0.92159
"eir_3","IBM",3,30,40,35,0.0882793,0.136309,0.274624,0.383018
"eir_3","IBM",3,40,60,50,0.0903204,0.125818,0.220125,0.374362
"eir_3","IBM",3,60,85,72.5,0.0385865,0.122962,0.169122,1.75256
"eir_120","IBM",3,0,1,0.5,0.0471661,0.608977,2.90376,78.3441
"eir_120","IBM",3,1,2,1.5,0.0458696,0.750142,4.43515,63.5599
"eir_120","IBM",3,2,3,2.5,0.0451165,0.779906,3.13862,27.802
"eir_120","IBM",3,3,5,4,0.0830661,0.805119,1.7949,8.57048
"eir_120","IBM",3,5,7,6,0.0733129,0.798022,1.0076,3.23689
"eir_120","IBM",3,7,10,8.5,0.0925922,0.777186,0.619858,1.46452
"eir_120","IBM",3,10,15,12.5,0.13323,0.636936,0.32977,1.01781
"eir_120","IBM",3,15,20,17.5,0.102856,0.412839,0.181937,0.329596
"eir_120","IBM",3,20,30,25,0.145296,0.275569,0.094962,0.466644
"eir_120","IBM",3,30,40,35,0.0958609,0.231381,0.072851,0
"eir_120","IBM",3,40,60,50,0.0954411,0.223959,0.0589634,0
"eir_120","IBM",3,60,85,72.5,0.0401924,0.221928,0.0463904,0
"eir_3","IBM",4,0,1,0.5,0.0480464,0.0758627,0.235305,14.7946
"eir_3","IBM",4,1,2,1.5,0.0454418,0.139249,0.396279,26.8159
"eir_3","IBM",4,2,3,2.5,0.041745,0.166884,0.393262,24.3255
"eir_3","IBM",4,3,5,4,0.0799218,0.209156,0.484513,13.9763
"eir_3","IBM",4,5,7,6,0.0735229,0.248835,0.548781,11.0493
"eir_3","IBM",4,7,10,8.5,0.0954039,0.26669,0.553837,2.83837
"eir_3","IBM",4,10,15,12.5,0.134146,0.257924,0.449649,3.28027
"eir_3","IBM",4,15,20,17.5,0.103105,0.213819,0.361454,0.656592
"eir_3","IBM",4,20,30,25,0.148721,0.15391,0.308625,2.0484
"eir_3","IBM",4,30,40,35,0.0944923,0.128371,0.234992,0
"eir_3","IBM",4,40,60,50,0.0940832,0.118301,0.203993,0
"eir_3","IBM",4,60,85,72.5,0.0413703,0.118618,0.193912,0
"eir_120","IBM",4,0,1,0.5,0.0453459,0.6111,2.82086,64.8731
"eir_120","IBM",4,1,2,1.5,0.0436725,0.751861,4.44569,59.6165
"eir_120","IBM",4,2,3,2.5,0.0428602,0.77814,3.05547,27.612
"eir_120","IBM",4,3,5,4,0.0808416,0.794956,1.82153,12.9661
"eir_120","IBM",4,5,7,6,0.0721048,0.792156,1.02323,5.15837
"eir_120","IBM",4,7,10,8.5,0.0980173,0.777874,0.598522,0.34497
"eir_120","IBM",4,10,15,12.5,0.130579,0.630966,0.337408,0.258947
"eir_120","IBM",4,15,20,17.5,0.104681,0.411398,0.169258,0.323011
"eir_120","IBM",4,20,30,25,0.152776,0.277472,0.0938413,0.442648
"eir_120","IBM",4,30,40,35,0.0938275,0.23314,0.073156,0
"eir_120","IBM",4,40,60,50,0.0946746,0.223467,0.042858,0
"eir_120","IBM",4,60,85,72.5,0.0406201,0.224487,0.0407886,0
"eir_3","IBM",5,0,1,0.5,0.0472887,0.0719926,0.228144,15.0189
"eir_3","IBM",5,1,2,1.5,0.0440011,0.137665,0.374318,19.2155
"eir_3","IBM",5,2,3,2.5,0.0412368,0.181389,0.4519,18.8633
"eir_3","IBM",5,3,5,4,0.0761906,0.22011,0.536218,12.4289
"eir_3","IBM",5,5,7,6,0.0693694,0.25326,0.603083,8.77567
"eir_3","IBM",5,7,10,8.5,0.0991279,0.267655,0.56533,4.09412
"eir_3","IBM",5,10,15,12.5,0.138274,0.264287,0.461781,3.17964
"eir_3","IBM",5,15,20,17.5,0.107744,0.211237,0.38138,1.25557
"eir_3","IBM",5,20,30,25,0.150523,0.158464,0.327814,1.12342
"eir_3","IBM",5,30,40,35,0.0945652,0.131159,0.285395,0.357638
"eir_3","IBM",5,40,60,50,0.0914634,0.122416,0.215574,1.1093
"eir_3","IBM",5,60,85,72.5,0.0402151,0.123726,0.172401,0
"eir_120","IBM",5,0,1,0.5,0.0475942,0.625315,2.9429,75.2405
"eir_120","IBM",5,1,2,1.5,0.0453418,0.763993,4.48312,64.8216
"eir_120","IBM",5,2,3,2.5,0.042658,0.78304,3.04823,23.7586
"eir_120","IBM",5,3,5,4,0.0795712,0.800234,1.86426,9.76498
"eir_120","IBM",5,5,7,6,0.0761232,0.803545,0.966141,2.21897
"eir_120","IBM",5,7,10,8.5,0.100847,0.785173,0.588583,1.33997
"eir_120","IBM",5,10,15,12.5,0.138365,0.637877,0.313012,0.244159
"eir_120","IBM",5,15,20,17.5,0.102847,0.410971,0.185919,0.328479
"eir_120","IBM",5,20,30,25,0.144197,0.276778,0.107068,0.702855
"eir_120","IBM",5,30,40,35,0.0909796,0.230179,0.0653534,0
"eir_120","IBM",5,40,60,50,0.0929796,0.225765,0.0570442,0
"eir_120","IBM",5,60,85,72.5,0.0384964,0.223284,0.0315924,0
"eir_3","IBM",6,0,1,0.5,0.047934,0.0658969,0.238485,15.5227
"eir_3","IBM",6,1,2,1.5,0.0464579,0.139007,0.369094,23.2958
"eir_3","IBM",6,2,3,2.5,0.0435039,0.18237,0.478118,28.7648
"eir_3","IBM",6,3,5,4,0.0770599,0.222262,0.531501,16.678
"eir_3","IBM",6,5,7,6,0.0726103,0.251632,0.579908,12.5763
"eir_3","IBM",6,7,10,8.5,0.0996682,0.27578,0.548708,5.76873
"eir_3","IBM",6,10,15,12.5,0.137192,0.275302,0.510057,2.95828
"eir_3","IBM",6,15,20,17.5,0.105768,0.223906,0.399388,2.8779
"eir_3","IBM",6,20,30,25,0.148244,0.164022,0.345411,0.456289
"eir_3","IBM",6,30,40,35,0.093401,0.134272,0.283167,0.724213
"eir_3","IBM",6,40,60,50,0.0878872,0.131639,0.227431,1.92412
"eir_3","IBM",6,60,85,72.5,0.040273,0.131227,0.200711,0
"eir_120","IBM",6,0,1,0.5,0.04619,0.595041,2.75257,77.5783
"eir_120","IBM",6,1,2,1.5,0.0456924,0.745026,4.40945,52.5287
"eir_120","IBM",6,2,3,2.5,0.0427266,0.767861,2.98439,30.8566
"eir_120","IBM",6,3,5,4,0.0780701,0.788179,1.81345,8.22719
"eir_120","IBM",6,5,7,6,0.0711617,0.799938,0.984297,0.950094
"eir_120","IBM",6,7,10,8.5,0.0941247,0.766624,0.550222,0.359153
"eir_120","IBM",6,10,15,12.5,0.135972,0.633814,0.296601,0.497236
"eir_120","IBM",6,15,20,17.5,0.106702,0.409399,0.159043,0
"eir_120","IBM",6,20,30,25,0.15061,0.275513,0.0911286,0.224455
"eir_120","IBM",6,30,40,35,0.0938359,0.232181,0.0648464,0
"eir_120","IBM",6,40,60,50,0.091797,0.222833,0.0412451,0
"eir_120","IBM",6,60,85,72.5,0.0431173,0.220879,0.0399854,0
"eir_3","IBM",7,0,1,0.5,0.0467964,0.0788744,0.227153,20.2557
"eir_3","IBM",7,1,2,1.5,0.0447387,0.15852,0.401803,25.7275
"eir_3","IBM",7,2,3,2.5,0.0428499,0.194563,0.469287,22.1213
"eir_3","IBM",7,3,5,4,0.0807733,0.21396,0.523476,16.7646
"eir_3","IBM",7,5,7,6,0.0718673,0.252062,0.572331,11.7764
"eir_3","IBM",7,7,10,8.5,0.0978253,0.280064,0.557156,4.84483
"eir_3","IBM",7,10,15,12.5,0.134939,0.267134,0.469895,1.50527
"eir_3","IBM",7,15,20,17.5,0.105932,0.221975,0.382534,3.51535
"eir_3","IBM",7,20,30,25,0.145726,0.159858,0.338241,1.16154
"eir_3","IBM",7,30,40,35,0.0940297,0.130791,0.265701,2.16017
"eir_3","IBM",7,40,60,50,0.095983,0.130492,0.221144,0
"eir_3","IBM",7,60,85,72.5,0.0385392,0.128051,0.187102,0
"eir_120","IBM",7,0,1,0.5,0.0466041,0.619712,3.06071,91.343
"eir_120","IBM",7,1,2,1.5,0.0455413,0.75523,4.29538,66.7676
"eir_120","IBM",7,2,3,2.5,0.0433907,0.772384,3.04445,32.7025
"eir_120","IBM",7,3,5,4,0.0797923,0.79907,1.78936,10.5854
"eir_120","IBM",7,5,7,6,0.073267,0.798623,0.960528,1.38338
"eir_120","IBM",7,7,10,8.5,0.0992521,0.774643,0.627697,0.680799
"eir_120","IBM",7,10,15,12.5,0.134675,0.635497,0.310571,0
"eir_120","IBM",7,15,20,17.5,0.105953,0.406577,0.158479,0.318872
"eir_120","IBM",7,20,30,25,0.149859,0.275776,0.101452,0.676343
"eir_120","IBM",7,30,40,35,0.0900547,0.232973,0.0679049,0.75033
"eir_120","IBM",7,40,60,50,0.092003,0.226237,0.0429648,0.367221
"eir_120","IBM",7,60,85,72.5,0.0396074,0.220534,0.0452094,0
"eir_3","IBM",8,0,1,0.5,0.0477581,0.0781483,0.229672,14.9322
"eir_3","IBM",8,1,2,1.5,0.0438658,0.145129,0.336757,25.5471
"eir_3","IBM",8,2,3,2.5,0.0408776,0.16784,0.438633,15.7841
"eir_3","IBM",8,3,5,4,0.0778188,0.201137,0.459075,17.0189
"eir_3","IBM",8,5,7,6,0.0731121,0.240558,0.545759,13.4698
"eir_3","IBM",8,7,10,8.5,0.0977123,0.257185,0.525826,6.2557
"eir_3","IBM",8,10,15,12.5,0.136209,0.254101,0.459985,3.24109
"eir_3","IBM",8,15,20,17.5,0.109149,0.211134,0.362149,1.86675
"eir_3","IBM",8,20,30,25,0.143238,0.151836,0.314367,0.474159
"eir_3","IBM",8,30,40,35,0.0945117,0.121434,0.250079,0
"eir_3","IBM",8,40,60,50,0.0931529,0.127208,0.215084,0.364549
"eir_3","IBM",8,60,85,72.5,0.0425948,0.126523,0.192138,0
"eir_120","IBM",8,0,1,0.5,0.0458689,0.602626,2.79756,76.0287
"eir_120","IBM",8,1,2,1.5,0.0451436,0.752018,4.38152,51.0002
"eir_120","IBM",8,2,3,2.5,0.0432012,0.776991,3.10903,32.1327
"eir_120","IBM",8,3,5,4,0.0762196,0.782998,1.79818,11.1054
"eir_120","IBM",8,5,7,6,0.0700433,0.795792,0.989971,4.35046
"eir_120","IBM",8,7,10,8.5,0.0946531,0.772868,0.589854,2.50393
"eir_120","IBM",8,10,15,12.5,0.136025,0.633592,0.292966,0.746728
"eir_120","IBM",8,15,20,17.5,0.110622,0.413439,0.180274,0
"eir_120","IBM",8,20,30,25,0.148996,0.275638,0.0981678,0
"eir_120","IBM",8,30,40,35,0.0936537,0.234131,0.0683276,0.361521
"eir_120","IBM",8,40,60,50,0.0914853,0.224815,0.0481117,0.37009
"eir_120","IBM",8,60,85,72.5,0.0440887,0.221588,0.0368615,0
"eir_3","IBM",9,0,1,0.5,0.0471098,0.0804627,0.255563,26.5613
"eir_3","IBM",9,1,2,1.5,0.0472672,0.150769,0.371335,24.3264
"eir_3","IBM",9,2,3,2.5,0.0453117,0.195346,0.497075,28.3616
"eir_3","IBM",9,3,5,4,0.0827832,0.224943,0.556,19.6091
"eir_3","IBM",9,5,7,6,0.073121,0.260238,0.553618,12.9501
"eir_3","IBM",9,7,10,8.5,0.0956027,0.269011,0.550778,5.65989
"eir_3","IBM",9,10,15,12.5,0.12984,0.259339,0.4592,2.86512
"eir_3","IBM",9,15,20,17.5,0.107881,0.210646,0.38339,1.25393
"eir_3","IBM",9,20,30,25,0.148693,0.156448,0.327288,0.682323
"eir_3","IBM",9,30,40,35,0.0864604,0.141122,0.289449,0
"eir_3","IBM",9,40,60,50,0.0917385,0.127281,0.228559,0.368644
"eir_3","IBM",9,60,85,72.5,0.0441921,0.128605,0.196674,0
"eir_120","IBM",9,0,1,0.5,0.0467769,0.602977,2.78036,88.1966
"eir_120","IBM",9,1,2,1.5,0.0451794,0.75373,4.38013,68.1121
"eir_120","IBM",9,2,3,2.5,0.0442091,0.775317,3.11931,26.007
"eir_120","IBM",9,3,5,4,0.0813665,0.78483,1.74719,8.72764
"eir_120","IBM",9,5,7,6,0.0739361,0.782865,0.962305,2.74422
"eir_120","IBM",9,7,10,8.5,0.0973387,0.771407,0.56523,0.694813
"eir_120","IBM",9,10,15,12.5,0.136781,0.63243,0.292965,0.741684
"eir_120","IBM",9,15,20,17.5,0.106767,0.406919,0.160581,0.633454
"eir_120","IBM",9,20,30,25,0.149818,0.276031,0.0914142,0.677142
"eir_120","IBM",9,30,40,35,0.0885482,0.232382,0.0599575,0.763789
"eir_120","IBM",9,40,60,50,0.0887636,0.223027,0.0464781,0.380968
"eir_120","IBM",9,60,85,72.5,0.0405147,0.220483,0.0459064,0.834662
"eir_3","IBM",10,0,1,0.5,0.0476319,0.0786739,0.250428,17.7861
"eir_3","IBM",10,1,2,1.5,0.0459961,0.159827,0.401526,31.68
"eir_3","IBM",10,2,3,2.5,0.0422499,0.190451,0.468408,24.0621
"eir_3","IBM",10,3,5,4,0.0762565,0.221662,0.53593,12.4428
"eir_3","IBM",10,5,7,6,0.0741138,0.258544,0.563313,11.4309
"eir_3","IBM",10,7,10,8.5,0.0994795,0.274377,0.539925,6.13164
"eir_3","IBM",10,10,15,12.5,0.133077,0.269268,0.466254,2.54644
"eir_3","IBM",10,15,20,17.5,0.107749,0.20837,0.354129,1.25801
"eir_3","IBM",10,20,30,25,0.147347,0.156883,0.329335,0.689948
"eir_3","IBM",10,30,40,35,0.0937688,0.129497,0.267069,0.361393
"eir_3","IBM",10,40,60,50,0.0900139,0.129998,0.227763,1.50587
"eir_3","IBM",10,60,85,72.5,0.0423155,0.123836,0.159365,0
"eir_120","IBM",10,0,1,0.5,0.0487963,0.629278,2.94437,88.7192
"eir_120","IBM",10,1,2,1.5,0.0458466,0.765848,4.55095,52.3777
"eir_120","IBM",10,2,3,2.5,0.0432144,0.781607,3.01241,19.5662
"eir_120","IBM",10,3,5,4,0.0811304,0.797284,1.76507,9.58825
"eir_120","IBM",10,5,7,6,0.0724644,0.80205,0.980609,1.4002
"eir_120","IBM",10,7,10,8.5,0.0968672,0.773063,0.606133,1.39662
"eir_120","IBM",10,10,15,12.5,0.135288,0.632747,0.310496,0.249997
"eir_120","IBM",10,15,20,17.5,0.108044,0.411636,0.167474,0.313036
"eir_120","IBM",10,20,30,25,0.144687,0.277405,0.102853,0.233757
"eir_120","IBM",10,30,40,35,0.096266,0.231695,0.0600784,0
