"scenario","model","rep","pfpr_2_10","clin_0_5","sev_0_5","clin_all","sev_all","eir_realised"
"pev_e120","IBM",18,0.757629038006569,2.43627070351158,35.2484421389188,0.735252213847117,8.22242068616687,115.771369489104
"irs_e120","IBM",18,0.715722421238453,4.34025776540683,80.2245124021472,1.36683694677851,18.2902704771726,96.4630675928029
"nets_e120","IBM",18,0.758993750071337,3.15141178862224,48.4255801761125,0.976645902051056,11.2150082955736,92.1111812324056
"pmc_e3","IBM",19,0.242079211457661,0.428701822064547,19.4864464574794,0.393439974296516,6.21999617542775,3.0799076094729
"treatment_e3","IBM",19,0.133368832090877,0.341061274248931,18.4104438981582,0.329738803940907,6.60550583448837,2.58906820100644
"pev_e3","IBM",19,0.224744907758762,0.312378780782302,15.4832609789899,0.362642253678398,5.58221570016822,2.98124721865476
"irs_e3","IBM",19,0.074319320718073,0.175408675951163,12.8904980466436,0.199927550140688,5.71221571830537,1.1286073583046
"nets_e3","IBM",19,0.176891195079221,0.317641247933265,18.7595932212839,0.331595066595435,7.0266013300665,2.07522216541998
"pmc_e120","IBM",19,0.786489566673415,2.85422141857804,45.278923591457,0.852819590350585,10.5800547816326,119.199747441007
"treatment_e120","IBM",19,0.684067772804821,2.78895912219202,34.8100050596674,0.821475781668851,8.28926048174712,120.431133814172
"pev_e120","IBM",19,0.768805731874924,2.43489201035812,35.9329402126703,0.739281216541845,8.16458372129566,118.784877170228
"irs_e120","IBM",19,0.721837969901861,4.31360770303521,85.549734083995,1.40697093847025,19.2487249658204,97.4441998641559
"nets_e120","IBM",19,0.758818677060547,3.14925706667273,52.6873072806919,1.00555453326262,12.7340673652277,93.9139644523537
"pmc_e3","IBM",20,0.239706046230888,0.438149203374742,19.2320358295462,0.39513009715884,6.54856101869572,3.02111575782754
"treatment_e3","IBM",20,0.126821468743927,0.343000490684507,16.7661272285255,0.316055934777675,5.53366184617109,2.41175959888574
"pev_e3","IBM",20,0.227037974175906,0.35121056632059,16.5998867232489,0.37064030416459,6.51778634952235,2.98061402590081
"irs_e3","IBM",20,0.0374085281393168,0.103276608672862,7.77350817967778,0.1152987405204,3.15794918674755,0.643863550147017
"nets_e3","IBM",20,0.169352105249944,0.299606430184024,18.8143351936142,0.318720665333026,6.84626889838237,2.03439365305098
"pmc_e120","IBM",20,0.782814995402124,2.96341708684561,39.4413943001507,0.836005082279272,8.9197124819015,120.2574572276
"treatment_e120","IBM",20,0.690779358898529,2.77610051757309,36.7267442990307,0.804153688554358,8.28886037111073,118.316215742279
"pev_e120","IBM",20,0.76944277931889,2.50112290332392,34.2919874680986,0.758946076573205,7.91582065988759,121.990916375752
"irs_e120","IBM",20,0.72168847544361,4.48516730017943,85.4093703213762,1.43613570107261,19.645537159264,100.247286887204
"nets_e120","IBM",20,0.767853774938704,3.25586534549956,46.5893318201533,1.00127118702488,10.8363408748212,96.0913181992563
"smc_e3","IBM",1,0.105293516520949,0.151062125244822,8.91409801233931,0.288596221374916,4.02458414468215,2.38545358969568
"smc_e120","IBM",1,0.476877869959844,1.65532625289679,31.1085239815923,0.6424675327661,7.38429848014953,104.407048904946
"smc","IBM",1,0.259004849252849,0.633901915945798,24.6831847230879,0.513063913453285,6.64051868634791,15.7401856655163
"smc_e3","IBM",2,0.102197588090361,0.150109591935785,10.294107123539,0.287225779696086,4.53302317734061,2.2502667582299
"smc_e120","IBM",2,0.46580391110228,1.63464761381649,32.2035840867758,0.636227479588864,7.24243138820525,103.075880398563
"smc","IBM",2,0.276673249540122,0.662215861319969,22.9198985683334,0.521149366315042,6.03220924292377,16.3587205093103
"smc_e3","IBM",3,0.0994058724854783,0.142327277033428,10.0339186628772,0.27205424004729,4.30178415392874,2.25346453122775
"smc_e120","IBM",3,0.469543169525207,1.68986137853356,33.1591882145059,0.648402330757294,7.85372666272616,104.137662092893
"smc","IBM",3,0.272318770393541,0.642126109966872,21.9906202043449,0.512280371596293,6.21699480092589,16.3158343004882
"smc_e3","IBM",4,0.0954705935585934,0.154231912399654,7.55736370758305,0.267338572073682,3.59046406575675,2.18734343230838
"smc_e120","IBM",4,0.469558971880526,1.60052229669431,37.9941228555762,0.622573265985314,8.66037109096949,101.685854995134
"smc","IBM",4,0.271644847765137,0.655639364836798,22.1706408351996,0.5131424224545,6.5086387679747,16.3547113518916
"smc_e3","IBM",5,0.100036465297192,0.145622611822882,11.5172813251033,0.287440921855808,5.03399162619629,2.23131866047433
"smc_e120","IBM",5,0.485265623617181,1.65975427434005,35.3746729597469,0.642261687583959,8.2939633415192,106.178881118693
"smc","IBM",5,0.26731571200497,0.62921785246243,21.3943649403617,0.503008509762431,5.83840175429678,16.1328912858448
"smc_e3","IBM",6,0.103041699946321,0.151946662774363,12.136818499612,0.285809800864688,4.86071089905931,2.30845330405766
"smc_e120","IBM",6,0.476097427309706,1.68812789648845,29.7035862026064,0.648671571578406,6.88539699547317,102.543891201373
"smc","IBM",6,0.266693003671121,0.655467660865444,25.4106172403892,0.497856873719133,6.74230101182763,15.9183886171047
"smc_e3","IBM",7,0.102418664143886,0.146807167853898,7.9873323097877,0.281663917291136,3.95906399527744,2.23496921515078
"smc_e120","IBM",7,0.47766008503706,1.63398548949632,29.2720601759636,0.630298843004795,6.6885015601746,104.137708948894
"smc","IBM",7,0.274989519132695,0.669050176124716,19.8773543804902,0.512795189103753,5.50202231030524,16.2873527843821
"smc_e3","IBM",8,0.107520705199888,0.148493942377301,10.0780618368476,0.283922123807941,4.46038772341792,2.36405368214404
"smc_e120","IBM",8,0.47200918722755,1.64349996364274,33.7224272961748,0.63380560538026,7.91376767735788,101.761256406402
"smc","IBM",8,0.278161548859668,0.648211529819231,23.8894859581266,0.520296478585481,6.74881209316479,16.8003698649181
"smc_e3","IBM",9,0.0955936845109536,0.141288503590797,10.6124772876496,0.269895156961057,4.73323596163048,2.23674171560659
"smc_e120","IBM",9,0.46748218196316,1.65670247267875,32.9777567674733,0.644101667911651,7.47863542352901,103.731588796833
"smc","IBM",9,0.272299413282218,0.657266442602263,24.1938567829054,0.524498699003956,6.54197558563205,16.2171018814126
"smc_e3","IBM",10,0.103534047467997,0.152562314124076,8.31872700470785,0.291289735005406,3.99394843480163,2.42028743176935
"smc_e120","IBM",10,0.475511322488487,1.64637210226296,30.0144597418886,0.633087714652974,6.97506460341218,103.825507486232
