"iso3c","site","cor","ibm","fleet","n"
"SSD","SSD_Upper Nile_rural",0.9949423099,0.3192663625,0.3384653964,324
"SSD","SSD_Upper Nile_urban",0.9786721093,0.2152220495,0.2556620669,324
"SSD","SSD_Warap_rural",0.9943037517,0.2792271954,0.3057685526,324
"SSD","SSD_Warap_urban",0.9948047208,0.306585365,0.3307388452,324
"SSD","SSD_West Bahr-al-Ghazal_rural",0.9950806807,0.3834197587,0.4092913108,324
"SSD","SSD_West Bahr-al-Ghazal_urban",0.9949118415,0.3005561275,0.3206294177,324
"SSD","SSD_West Equatoria_rural",0.9941422317,0.5087371685,0.5380691129,324
"SSD","SSD_West Equatoria_urban",0.9949710673,0.5269460403,0.5497487438,324
"SWZ","SWZ_Hhohho_rural",0.9774314065,0.09584809218,0.1305476297,324
"SWZ","SWZ_Lubombo_rural",0.9802958444,0.1308840977,0.1636550884,324
"SWZ","SWZ_Shiselweni_rural",0.9784411845,0.1399558863,0.178931517,324
"TCD","TCD_Barh el Ghazel_rural",0.9926963837,0.3448840034,0.3361283467,324
"TCD","TCD_Barh el Ghazel_urban",0.9894606659,0.2261286114,0.2279159875,324
"TCD","TCD_Batha_rural",0.9949805377,0.3274167527,0.3175600729,324
"TCD","TCD_Batha_urban",0.9937014596,0.346739616,0.3329246272,324
"TCD","TCD_Borkou_rural",0.9899028287,0.1700389483,0.1725545235,324
"TCD","TCD_Chari-Baguirmi_rural",0.984945519,0.3349915222,0.3417230757,324
"TCD","TCD_Chari-Baguirmi_urban",0.9574030067,0.2662245987,0.2915506237,324
"TCD","TCD_Ennedi Est_rural",0.9894345933,0.1613736842,0.1607674371,324
"TCD","TCD_Ennedi Est_urban",0.9865504855,0.1579942929,0.1597716588,324
"TCD","TCD_Ennedi Ouest_rural",0.9902342589,0.1893672361,0.1877226726,324
"TCD","TCD_Guéra_rural",0.9952031592,0.3271627678,0.3231176838,324
"TCD","TCD_Guéra_urban",0.991008121,0.2885952031,0.2964804102,324
"TCD","TCD_Hadjer-Lamis_rural",0.9937576671,0.4054638959,0.3962110991,324
"TCD","TCD_Hadjer-Lamis_urban",0.9939315297,0.3990572381,0.3899357015,324
"TCD","TCD_Kanem_rural",0.9936885573,0.3082720884,0.301146131,324
"TCD","TCD_Kanem_urban",0.9942500925,0.2805335943,0.2751222318,324
"TCD","TCD_Lac_rural",0.993476236,0.3706249621,0.3605279291,324
"TCD","TCD_Lac_urban",0.9928883057,0.2622718897,0.2577369292,324
"TCD","TCD_Logone Occidental_rural",0.9939050478,0.3749129239,0.373919359,324
"TCD","TCD_Logone Occidental_urban",0.994792633,0.3404559289,0.3409306892,324
"TCD","TCD_Logone Oriental_rural",0.9943354448,0.4811048461,0.4814797772,324
"TCD","TCD_Logone Oriental_urban",0.9949544818,0.3605530474,0.3642055184,324
"TCD","TCD_Mandoul_rural",0.9942089699,0.4988628708,0.5016899621,324
"TCD","TCD_Mandoul_urban",0.9931494813,0.4367091446,0.4414850363,324
"TCD","TCD_Mayo-Kebbi Est_rural",0.9937694717,0.3894164366,0.3865401621,324
"TCD","TCD_Mayo-Kebbi Est_urban",0.9900366955,0.3542678856,0.3568068391,324
"TCD","TCD_Mayo-Kebbi Ouest_rural",0.9952189639,0.4367056489,0.4319793541,324
"TCD","TCD_Mayo-Kebbi Ouest_urban",0.9953439079,0.4179001464,0.4158143864,324
"TCD","TCD_Moyen-Chari_rural",0.9956696238,0.458312154,0.4593824852,324
"TCD","TCD_Moyen-Chari_urban",0.9948742991,0.4302511627,0.4272991512,324
"TCD","TCD_Ouaddaï_rural",0.9935706746,0.3242484679,0.3161973271,324
"TCD","TCD_Ouaddaï_urban",0.9926776099,0.2756551722,0.2684541984,324
"TCD","TCD_Salamat_rural",0.9941714129,0.4283390707,0.428073784,324
"TCD","TCD_Salamat_urban",0.9946259976,0.4296620553,0.4281997446,324
"TCD","TCD_Sila_rural",0.9946425061,0.3645856571,0.3638300999,324
"TCD","TCD_Sila_urban",0.9931660564,0.3591959063,0.3587038384,324
"TCD","TCD_Tandjilé_rural",0.9938160656,0.4225427134,0.4244855204,324
"TCD","TCD_Tandjilé_urban",0.9945351509,0.3861790297,0.38903356,324
"TCD","TCD_Ville de N'Djamena_rural",0.9821555843,0.3118538077,0.3243571753,324
"TCD","TCD_Ville de N'Djamena_urban",0.9335070497,0.2350442629,0.2702507915,324
"TCD","TCD_Wadi Fira_rural",0.9927836767,0.2148366847,0.2175518425,324
"TCD","TCD_Wadi Fira_urban",0.9884847772,0.2225583258,0.2210413194,324
"TGO","TGO_Centre_rural",0.996422686,0.4854031697,0.4945596531,324
"TGO","TGO_Centre_urban",0.9964431383,0.3775200855,0.39466263,324
"TGO","TGO_Kara_rural",0.9969170354,0.5144033338,0.5224822252,324
"TGO","TGO_Kara_urban",0.9968819075,0.4540360898,0.4601853253,324
"TGO","TGO_Maritime_rural",0.99653073,0.4376894755,0.4545152884,324
"TGO","TGO_Maritime_urban",0.994974158,0.2857001671,0.3148687785,324
"TGO","TGO_Plateaux_rural",0.9961232112,0.5106387367,0.5187955257,324
"TGO","TGO_Plateaux_urban",0.9964142432,0.4561838842,0.4722583438,324
"TGO","TGO_Savanes_rural",0.9969590058,0.5378179564,0.5355539097,324
"TGO","TGO_Savanes_urban",0.9966499329,0.493726747,0.4968574156,324
"TZA","TZA_Arusha_rural",0.9965741302,0.2228701197,0.2625811828,324
"TZA","TZA_Arusha_urban",0.9959374617,0.2404852433,0.2813158771,324
"TZA","TZA_Dar es Salaam_rural",0.9938004926,0.3292839408,0.3646481757,324
"TZA","TZA_Dar es Salaam_urban",0.9890059861,0.2388786752,0.282987493,324
"TZA","TZA_Dodoma_rural",0.9942066277,0.2350561107,0.2653983012,324
"TZA","TZA_Dodoma_urban",0.9949655614,0.2360240719,0.2613762878,324
"TZA","TZA_Geita_rural",0.9882699766,0.4199846897,0.4487478527,324
"TZA","TZA_Geita_urban",0.9809970912,0.4061770258,0.4427040438,324
"TZA","TZA_Iringa_rural",0.9961456905,0.2391695559,0.2690831151,324
"TZA","TZA_Iringa_urban",0.9947053628,0.2085797648,0.2408726494,324
"TZA","TZA_Kagera_rural",0.9828393873,0.3752911128,0.4205191054,324
"TZA","TZA_Kagera_urban",0.9730210864,0.3275824119,0.3750718656,324
"TZA","TZA_Kaskazini Pemba_rural",0.9740247315,0.2210994151,0.2608156088,324
"TZA","TZA_Kaskazini Pemba_urban",0.9763791562,0.2143539387,0.2497977272,324
"TZA","TZA_Kaskazini Unguja_rural",0.9742474867,0.2267597082,0.2679433801,324
"TZA","TZA_Kaskazini Unguja_urban",0.9780718359,0.2476614127,0.2884079655,324
"TZA","TZA_Katavi_rural",0.9946004586,0.3227445819,0.3364643674,324
"TZA","TZA_Katavi_urban",0.9947346934,0.2732613914,0.2890700085,324
"TZA","TZA_Kigoma_rural",0.9951088731,0.38785229,0.4032776513,324
"TZA","TZA_Kigoma_urban",0.9955711932,0.3527607019,0.3673098,324
"TZA","TZA_Kilimanjaro_rural",0.9914104287,0.210693141,0.2510992103,324
"TZA","TZA_Kilimanjaro_urban",0.9963986213,0.239448072,0.2843470719,324
"TZA","TZA_Kusini Pemba_rural",0.9862443356,0.1817024402,0.2108245172,324
"TZA","TZA_Kusini Pemba_urban",0.9823149904,0.1899399378,0.2181429482,324
"TZA","TZA_Kusini Unguja_rural",0.9880576232,0.2821721437,0.3268525901,324
"TZA","TZA_Kusini Unguja_urban",0.9892676537,0.2721199543,0.308979069,324
"TZA","TZA_Lindi_rural",0.9976475901,0.3983977995,0.4150868359,324
"TZA","TZA_Lindi_urban",0.9956822147,0.3505425201,0.3746138992,324
"TZA","TZA_Manyara_rural",0.9959090649,0.2252707369,0.2623793296,324
"TZA","TZA_Manyara_urban",0.9924909765,0.2052635091,0.2420733629,324
"TZA","TZA_Mara_rural",0.973249611,0.3457767977,0.3968055566,324
"TZA","TZA_Mara_urban",0.9752282496,0.3127865063,0.3574376752,324
"TZA","TZA_Mbeya_rural",0.996110583,0.2624182718,0.2929335992,324
"TZA","TZA_Mbeya_urban",0.9960682759,0.2701933503,0.2978146387,324
"TZA","TZA_Mjini Magharibi_rural",0.9658378365,0.2408003885,0.2925510066,324
"TZA","TZA_Mjini Magharibi_urban",0.9639167596,0.2100196836,0.2495559628,324
"TZA","TZA_Morogoro_rural",0.9966420115,0.330436968,0.3577407449,324
"TZA","TZA_Morogoro_urban",0.995873952,0.2731337423,0.306795274,324
"TZA","TZA_Mtwara_rural",0.996497712,0.4117898719,0.4210232918,324
"TZA","TZA_Mtwara_urban",0.9970081899,0.3459724129,0.3615214776,324
"TZA","TZA_Mwanza_rural",0.9800210056,0.3337768012,0.3672176278,324
"TZA","TZA_Mwanza_urban",0.9788380445,0.2675163042,0.3002589934,324
"TZA","TZA_Njombe_rural",0.9971548714,0.3154273393,0.3452706197,324
"TZA","TZA_Njombe_urban",0.993408223,0.2415922508,0.2799293004,324
"TZA","TZA_Pwani_rural",0.9977519462,0.3501535691,0.3789161347,324
"TZA","TZA_Pwani_urban",0.9967426304,0.294283036,0.3283227712,324
"TZA","TZA_Rukwa_rural",0.9945290404,0.331144298,0.3514086338,324
"TZA","TZA_Rukwa_urban",0.9941327826,0.2072778222,0.2367141497,324
"TZA","TZA_Ruvuma_rural",0.9952643748,0.3723475904,0.3908180042,324
"TZA","TZA_Ruvuma_urban",0.9957423468,0.3150716066,0.3318478619,324
"TZA","TZA_Shinyanga_rural",0.9959871731,0.400508296,0.4232287564,324
"TZA","TZA_Shinyanga_urban",0.9951521727,0.3621648788,0.3843456203,324
"TZA","TZA_Simiyu_rural",0.99294586,0.2587015738,0.2960393511,324
"TZA","TZA_Simiyu_urban",0.9940616146,0.2448586092,0.2811853476,324
"TZA","TZA_Singida_rural",0.9954483603,0.3222271193,0.3418446152,324
"TZA","TZA_Singida_urban",0.9805211138,0.1646279271,0.2077654828,324
"TZA","TZA_Songwe_rural",0.9966360731,0.2595354059,0.2904206657,324
"TZA","TZA_Songwe_urban",0.9940003842,0.2835052696,0.3222744392,324
"TZA","TZA_Tabora_rural",0.9944228566,0.3713085785,0.3881970832,324
"TZA","TZA_Tabora_urban",0.9948205827,0.3666502022,0.3825904196,324
"TZA","TZA_Tanga_rural",0.9950859649,0.2581457196,0.2973651781,324
"TZA","TZA_Tanga_urban",0.9938687647,0.2199530914,0.258201007,324
"UGA","UGA_Adjumani_rural",0.9956031327,0.5370714163,0.567305718,324
"UGA","UGA_Apac_rural",0.9893875761,0.5947745876,0.6258349324,324
"UGA","UGA_Arua_rural",0.996533914,0.5832268409,0.6101002456,324
"UGA","UGA_Arua_urban",0.996451765,0.55033977,0.5802336714,324
"UGA","UGA_Bugiri_rural",0.9959057473,0.5535327545,0.5592724819,324
"UGA","UGA_Bugiri_urban",0.9962399834,0.5401516619,0.5437136869,324
"UGA","UGA_Bundibugyo_rural",0.9907921467,0.4635519907,0.5038017401,324
"UGA","UGA_Bundibugyo_urban",0.9932550956,0.4723740001,0.5057060911,324
"UGA","UGA_Bushenyi_rural",0.9920459661,0.3466157772,0.391429605,324
"UGA","UGA_Bushenyi_urban",0.993032836,0.3925216067,0.4289888626,324
"UGA","UGA_Busia_rural",0.9945877872,0.6167276887,0.6305177361,324
"UGA","UGA_Busia_urban",0.995242879,0.6069187994,0.6208499241,324
"UGA","UGA_Gulu_rural",0.9852179385,0.5856192802,0.6252323499,324
"UGA","UGA_Gulu_urban",0.9925427743,0.5669169715,0.5896809187,324
"UGA","UGA_Hoima_rural",0.9953659998,0.5205269679,0.5487330874,324
"UGA","UGA_Hoima_urban",0.9925144423,0.4225321413,0.4575559926,324
"UGA","UGA_Iganga_rural",0.9965794181,0.596443858,0.6010313898,324
"UGA","UGA_Iganga_urban",0.9953074234,0.5969867878,0.6128997502,324
"UGA","UGA_Jinja_rural",0.9929544186,0.610763682,0.6281020237,324
"UGA","UGA_Jinja_urban",0.9895926057,0.548312065,0.5739934197,324
"UGA","UGA_Kabale_rural",0.9849833422,0.2740618023,0.3121376427,324
"UGA","UGA_Kabarole_rural",0.9927831883,0.4408090262,0.4790637591,324
"UGA","UGA_Kabarole_urban",0.9933710154,0.4103200283,0.4502160158,324
"UGA","UGA_Kaberamaido_rural",0.9971326634,0.4845214114,0.4887222727,324
"UGA","UGA_Kalangala_rural",0.9880249637,0.3823897302,0.4182233038,324
"UGA","UGA_Kampala_urban",0.9864063481,0.2940156682,0.3390720145,324
"UGA","UGA_Kamuli_rural",0.9946735482,0.6377446043,0.6562805995,324
"UGA","UGA_Kamuli_urban",0.9953109771,0.6432708951,0.6584253298,324
"UGA","UGA_Kamwenge_rural",0.9959560293,0.4628028246,0.4989193802,324
"UGA","UGA_Kanungu_rural",0.9707499604,0.3207249473,0.386160758,324
"UGA","UGA_Kapchorwa_rural",0.9927088527,0.3591087143,0.3987328249,324
"UGA","UGA_Kapchorwa_urban",0.9938102857,0.3988831532,0.4348111015,324
"UGA","UGA_Kasese_rural",0.9930380241,0.3820293203,0.4203513789,324
"UGA","UGA_Kasese_urban",0.9937390752,0.3899497197,0.4294652073,324
"UGA","UGA_Katakwi_rural",0.9948365013,0.6293055293,0.6520745162,324
"UGA","UGA_Kayunga_rural",0.9949613765,0.6005982712,0.6236329011,324
"UGA","UGA_Kayunga_urban",0.9939036694,0.5852930148,0.6054928379,324
"UGA","UGA_Kibale_rural",0.9949573434,0.4964503462,0.5286755437,324
"UGA","UGA_Kibale_urban",0.99368323,0.493552509,0.5303494907,324
"UGA","UGA_Kiboga_rural",0.9945454742,0.4547448408,0.489004541,324
"UGA","UGA_Kiboga_urban",0.9953187688,0.4551984929,0.4885337649,324
"UGA","UGA_Kisoro_rural",0.9921737967,0.2969745206,0.3339809112,324
"UGA","UGA_Kitgum_rural",0.9905935057,0.5518402618,0.5868052035,324
"UGA","UGA_Kitgum_urban",0.9878021998,0.5459829792,0.5787827364,324
"UGA","UGA_Kotido_rural",0.9948291191,0.6330912916,0.6630283246,324
"UGA","UGA_Kotido_urban",0.9937198504,0.6387503486,0.6670984658,324
"UGA","UGA_Kumi_rural",0.9900963745,0.598455085,0.6233458542,324
"UGA","UGA_Kumi_urban",0.9917544438,0.5271750988,0.5582696294,324
"UGA","UGA_Kyenjojo_rural",0.9944971178,0.4911481472,0.526546919,324
"UGA","UGA_Kyenjojo_urban",0.9924635646,0.4958589705,0.5295907486,324
"UGA","UGA_Lake Albert_rural",0.9938159844,0.5392586245,0.5702996825,324
"UGA","UGA_Lake Victoria_rural",0.9919341257,0.5351397081,0.5599203667,324
"UGA","UGA_Lake Victoria_urban",0.9900015044,0.339293367,0.3767269159,324
"UGA","UGA_Lira_rural",0.996777537,0.5093914193,0.511026603,324
"UGA","UGA_Lira_urban",0.997171452,0.4725500472,0.4790324006,324
"UGA","UGA_Luwero_rural",0.9930167146,0.4917154257,0.5255628646,324
"UGA","UGA_Luwero_urban",0.9903500101,0.4376912174,0.4773365276,324
"UGA","UGA_Masaka_rural",0.9932069647,0.4328121631,0.4638364632,324
"UGA","UGA_Masaka_urban",0.9910328181,0.3776898567,0.4183483644,324
"UGA","UGA_Masindi_rural",0.9934580025,0.5729251035,0.6000698371,324
"UGA","UGA_Masindi_urban",0.9938298794,0.535512593,0.5685556398,324
"UGA","UGA_Mayuge_rural",0.9904938763,0.6065895928,0.6246031642,324
"UGA","UGA_Mayuge_urban",0.9915982175,0.6106405648,0.6312536019,324
"UGA","UGA_Mbale_rural",0.9944058296,0.4865712984,0.5158911632,324
"UGA","UGA_Mbale_urban",0.9937251471,0.4924932136,0.5168468893,324
"UGA","UGA_Mbarara_rural",0.990475367,0.3706447432,0.4092610913,324
"UGA","UGA_Mbarara_urban",0.9892326189,0.2980683096,0.3419510084,324
"UGA","UGA_Moroto_rural",0.9945958744,0.6042952531,0.6334815529,324
"UGA","UGA_Moroto_urban",0.993614299,0.5125922832,0.5492063345,324
"UGA","UGA_Moyo_rural",0.9955689237,0.5060536339,0.5402236765,324
"UGA","UGA_Moyo_urban",0.9968250965,0.5123142556,0.5445438144,324
"UGA","UGA_Mpigi_rural",0.9881514994,0.3957946288,0.4351294561,324
"UGA","UGA_Mpigi_urban",0.9922812468,0.3976305386,0.4388125278,324
"UGA","UGA_Mubende_rural",0.994020527,0.4666131783,0.501339347,324
"UGA","UGA_Mubende_urban",0.9889329188,0.3975897901,0.4384889711,324
"UGA","UGA_Mukono_rural",0.9928876112,0.4775660916,0.5088979746,324
"UGA","UGA_Mukono_urban",0.9930961869,0.4180212309,0.4528271192,324
"UGA","UGA_Nakapiripirit_rural",0.9935236548,0.4982010249,0.5340516716,324
"UGA","UGA_Nakapiripirit_urban",0.9938368291,0.5701810802,0.6006281076,324
"UGA","UGA_Nakasongola_rural",0.9957820645,0.5483707517,0.5792205811,324
"UGA","UGA_Nebbi_rural",0.9948912883,0.6124629086,0.6392567618,324
"UGA","UGA_Nebbi_urban",0.9961617912,0.6190031885,0.6416015652,324
"UGA","UGA_Ntungamo_rural",0.9888743733,0.2903570562,0.3338227483,324
"UGA","UGA_Pader_rural",0.9944049284,0.5816599909,0.5993158331,324
"UGA","UGA_Pallisa_rural",0.9976835688,0.5128192473,0.517140264,324
"UGA","UGA_Pallisa_urban",0.9970220649,0.5073026639,0.5139739727,324
"UGA","UGA_Rakai_rural",0.9929119042,0.4211126522,0.4581313343,324
"UGA","UGA_Rakai_urban",0.9905911924,0.4373815296,0.4677426666,324
"UGA","UGA_Rukungiri_rural",0.9892744656,0.3371470827,0.379909845,324
"UGA","UGA_Rukungiri_urban",0.9845574623,0.3349825572,0.3757951007,324
"UGA","UGA_Sembabule_rural",0.9945702617,0.4819098241,0.5179439749,324
"UGA","UGA_Sironko_rural",0.9937490079,0.4483783845,0.4833373076,324
"UGA","UGA_Sironko_urban",0.9954117993,0.4524735486,0.4842868444,324
"UGA","UGA_Soroti_rural",0.9966158234,0.5559596241,0.5597103086,324
"UGA","UGA_Soroti_urban",0.9949442247,0.5863434905,0.6129524532,324
"UGA","UGA_Tororo_rural",0.9974628622,0.4660089775,0.4723635909,324
"UGA","UGA_Tororo_urban",0.9976163501,0.4621156124,0.4649138677,324
"UGA","UGA_Wakiso_rural",0.9892322734,0.3738773204,0.4152581316,324
"UGA","UGA_Wakiso_urban",0.9895387471,0.3262379898,0.368927976,324
"UGA","UGA_Yumbe_rural",0.9968628266,0.5736687457,0.6058144943,324
"UGA","UGA_Yumbe_urban",0.9955904028,0.5933181271,0.6200951389,324
"VEN","VEN_Amazonas_rural",0.9946274869,0.173041411,0.1814156614,324
"VEN","VEN_Bolívar_rural",0.9956047577,0.09827614207,0.1058992253,324
"VNM","VNM_Lâm Đồng_rural",0.9156041414,0.02672763249,0.0538173861,324
"VNM","VNM_Đắk Nông_rural",0.8560299999,0.01630467135,0.04038709772,324
"VNM","VNM_Đắk Nông_urban",0.9480789616,0.02897417116,0.05352585411,324
"VNM","VNM_Đồng Nai_urban",0.8619305437,0.02113727742,0.05625058283,324
"YEM","YEM_Al Bayda'_rural",0.9552263283,0.02892407459,0.05615359271,324
"YEM","YEM_Al Bayda'_urban",0.8611582634,0.01106263816,0.03262992191,324
"YEM","YEM_Al Dali'_rural",0.5999577517,0.004198999426,0.02383478769,324
"YEM","YEM_Al Hudaydah_rural",0.9840937687,0.07721241775,0.1181199223,324
"YEM","YEM_Al Hudaydah_urban",0.9719882353,0.05220360108,0.08567649775,324
"YEM","YEM_Al Mahrah_rural",0.9558497373,0.08119935739,0.1226854579,324
"YEM","YEM_Al Mahwit_rural",0.9955213678,0.1758627474,0.2211661816,324
"YEM","YEM_Al Mahwit_urban",0.9961901846,0.142983185,0.1867702992,324
"YEM","YEM_Amanat Al Asimah_rural",0.9913284735,0.07359323603,0.1138559229,324
"YEM","YEM_Amran_rural",0.9925412985,0.09450578835,0.1361553625,324
"YEM","YEM_Amran_urban",0.9437823136,0.02177794715,0.05218309881,324
"YEM","YEM_Dhamar_rural",0.9602132894,0.03928265818,0.07249873706,324
"YEM","YEM_Hajjah_rural",0.9973743697,0.2496539675,0.2899406669,324
"YEM","YEM_Hajjah_urban",0.9968517538,0.2250429288,0.2682776685,324
"YEM","YEM_Ibb_rural",0.9802029796,0.05177255685,0.08649561636,324
"YEM","YEM_Ibb_urban",0.885443534,0.01511821077,0.04308546964,324
"YEM","YEM_Lahij_rural",0.9283270282,0.02476830803,0.05458104187,324
"YEM","YEM_Ma'rib_rural",0.7230367841,0.006099064399,0.02656779428,324
"YEM","YEM_Ma'rib_urban",0.3985808295,0.001351101311,0.01569329744,324
"YEM","YEM_Raymah_rural",0.9939623592,0.1313476495,0.1748754676,324
"YEM","YEM_Raymah_urban",0.9950324922,0.1687568368,0.2158070674,324
"YEM","YEM_Sa`dah_rural",0.949154877,0.04227008871,0.0795297857,324
"YEM","YEM_San`a'_rural",0.9830264466,0.06106129908,0.09776342429,324
"YEM","YEM_Ta`izz_rural",0.9616133973,0.03759496107,0.07137119293,324
"YEM","YEM_Ta`izz_urban",0.9124745992,0.02259676229,0.05390037014,324
"ZMB","ZMB_Central_rural",0.9751618294,0.441972667,0.4828959418,324
"ZMB","ZMB_Central_urban",0.9698208432,0.3906888851,0.436882182,324
"ZMB","ZMB_Copperbelt_rural",0.9778237027,0.4003110937,0.3903222591,324
"ZMB","ZMB_Copperbelt_urban",0.9729448317,0.3167724176,0.3192465758,324
"ZMB","ZMB_Eastern_rural",0.9871920863,0.3946679266,0.3856144442,324
"ZMB","ZMB_Eastern_urban",0.9860533631,0.383911543,0.3727858194,324
"ZMB","ZMB_Luapula_rural",0.978294617,0.4806307993,0.4692073714,324
"ZMB","ZMB_Luapula_urban",0.9807234727,0.4729416924,0.4603763518,324
"ZMB","ZMB_Lusaka_rural",0.9719278975,0.3295165607,0.3746871521,324
"ZMB","ZMB_Lusaka_urban",0.9514826982,0.2680560357,0.3163339264,324
"ZMB","ZMB_Muchinga_rural",0.986408107,0.3993241941,0.3885682715,324
"ZMB","ZMB_Muchinga_urban",0.9916016519,0.3574740368,0.3493973214,324
"ZMB","ZMB_North-Western_rural",0.9769788314,0.5068746176,0.5545537025,324
"ZMB","ZMB_North-Western_urban",0.9726888017,0.4561756789,0.5086730162,324
"ZMB","ZMB_Northern_rural",0.9866437644,0.3959990507,0.3901219732,324
"ZMB","ZMB_Northern_urban",0.9883805753,0.3756752992,0.3676187631,324
"ZMB","ZMB_Southern_rural",0.9648009854,0.3114653769,0.3529231676,324
"ZMB","ZMB_Southern_urban",0.9650132823,0.2848065279,0.3207921328,324
"ZMB","ZMB_Western_rural",0.9758633226,0.4581279264,0.5024450417,324
"ZMB","ZMB_Western_urban",0.9746425338,0.4416302031,0.4874969186,324
"ZWE","ZWE_Bulawayo_rural",0.9336517487,0.1327303564,0.1684620201,324
"ZWE","ZWE_Bulawayo_urban",0.9278170422,0.1269257679,0.1626039716,324
"ZWE","ZWE_Harare_rural",0.9352295912,0.1145369108,0.1515630717,324
"ZWE","ZWE_Harare_urban",0.9333992259,0.09980814606,0.1358297631,324
"ZWE","ZWE_Manicaland_rural",0.9706372619,0.1811085588,0.2155404306,324
"ZWE","ZWE_Manicaland_urban",0.9692829215,0.1834481831,0.2216973358,324
"ZWE","ZWE_Mashonaland Central_rural",0.9444432947,0.154657707,0.187467917,324
"ZWE","ZWE_Mashonaland Central_urban",0.9361914637,0.1273600398,0.1534296364,324
"ZWE","ZWE_Mashonaland East_rural",0.975668336,0.1575883167,0.1654086803,324
"ZWE","ZWE_Mashonaland East_urban",0.9453772646,0.1265354506,0.1533990494,324
"ZWE","ZWE_Mashonaland West_rural",0.9454464881,0.1593792662,0.1888335284,324
"ZWE","ZWE_Mashonaland West_urban",0.9461588259,0.1361465892,0.1612562667,324
"ZWE","ZWE_Masvingo_rural",0.9375085423,0.1323333313,0.1656387286,324
"ZWE","ZWE_Masvingo_urban",0.9321938846,0.1255732698,0.1577790899,324
"ZWE","ZWE_Matabeleland North_rural",0.9462574667,0.1901875408,0.2256821999,324
"ZWE","ZWE_Matabeleland North_urban",0.9372088009,0.155939799,0.1954081653,324
"ZWE","ZWE_Matabeleland South_rural",0.9330502535,0.1211852249,0.1558506088,324
"ZWE","ZWE_Matabeleland South_urban",0.9436703145,0.1526939806,0.182255522,324
"ZWE","ZWE_Midlands_rural",0.9424799225,0.1570884708,0.1950453252,324
"ZWE","ZWE_Midlands_urban",0.9243347782,0.1204947837,0.1599669457,324
